"","Date","Rainfall_Settefrati","Temperature_Settefrati","Flow_Rate_Madonna_di_Canneto"
"1285",2018-09-17,0,21.4,290.6817483
"1286",2018-09-18,1.8,21.3,290.5659398
"1287",2018-09-19,1.2,19.6,289.678396
"1288",2018-09-20,3.8,20.3,290.4383928
"1289",2018-09-21,0,20.65,291.1542531
"1290",2018-09-22,0,21.35,291.798964
"1291",2018-09-23,0,21.2,291.7829323
"1292",2018-09-24,0,20.3,290.802458
"1293",2018-09-25,0.2,15.25,290.8182888
"1294",2018-09-26,0,11.9,291.958799
"1295",2018-09-27,0,14.95,292.0140622
"1296",2018-09-28,0,16.6,292.0569577
"1297",2018-09-29,0,18.1,292.0592481
"1298",2018-09-30,0,15.9,292.2014988
"1299",2018-10-01,15.5,15,292.1374438
"1300",2018-10-02,0,14.8,289.3997014
"1301",2018-10-03,0,16.65,292.0609505
"1302",2018-10-04,0,19.45,292.1424026
"1303",2018-10-05,0,18.3,291.6645628
"1304",2018-10-06,31.1,14.7,290.1787921
"1305",2018-10-07,0.6,15.4,288.3864409
"1306",2018-10-08,0.2,16.6,289.9196703
"1307",2018-10-09,0.6,17.3,288.8812605
"1308",2018-10-10,1.4,17.05,288.4138675
"1309",2018-10-11,0.2,16.85,289.8398773
"1310",2018-10-12,0,16.85,289.8329448
"1311",2018-10-13,0,16.3,289.7034704
"1312",2018-10-14,0,16.55,288.7459505
"1313",2018-10-15,1.2,15.8,289.7706394
"1314",2018-10-16,0,17.8,290.1523753
"1315",2018-10-17,0,18.3,290.2444774
"1316",2018-10-18,0,18.2,290.0982951
"1317",2018-10-19,0,16.75,289.9936499
"1318",2018-10-20,0,17.6,290.0938717
"1319",2018-10-21,27,13.65,289.0315952
"1320",2018-10-22,15.4,9.7,288.9345757
"1321",2018-10-23,0,13.15,288.1070375
"1322",2018-10-24,0,13.55,288.8226
"1323",2018-10-25,0,15.3,288.7266617
"1324",2018-10-26,0,15.15,288.6026569
"1325",2018-10-27,69.6,13.2,288.2212835
"1326",2018-10-28,120.6,14.2,286.2523344
"1327",2018-10-29,98.5,13.75,284.2723607
"1328",2018-10-30,2,10.1,NA
"1329",2018-10-31,0,11.7,NA
"1330",2018-11-01,32.7,13.75,285.1650369
"1331",2018-11-02,38.2,12.6,284.8860213
"1332",2018-11-03,0.4,16.75,280.6134124
"1333",2018-11-04,14.1,13.7,280.1491262
"1334",2018-11-05,8.4,11.4,277.7575537
"1335",2018-11-06,0.2,13.2,279.6956119
"1336",2018-11-07,8.6,10.7,278.3616957
"1337",2018-11-08,0.2,10.75,277.7039683
"1338",2018-11-09,0,11.5,277.7286581
"1339",2018-11-10,0,11.65,279.4017358
"1340",2018-11-11,0,12.2,281.2684011
"1341",2018-11-12,0,13.05,285.3936828
"1342",2018-11-13,0,12.5,286.0353628
"1343",2018-11-14,0,13.05,287.2270905
"1344",2018-11-15,0,11.55,212.3341951
"1345",2018-11-16,0,10.45,222.3361198
"1346",2018-11-17,0,7.9,256.3078433
"1347",2018-11-18,0,7.55,280.8496179
"1348",2018-11-19,47.4,6,281.020619
"1349",2018-11-20,71.6,11.5,279.9291829
"1350",2018-11-21,0.2,10.05,274.4365436
"1351",2018-11-22,1,10.1,274.3934899
"1352",2018-11-23,0,9.85,274.4882009
"1353",2018-11-24,26.9,10.35,274.2702618
"1354",2018-11-25,46.3,10.15,274.315291
"1355",2018-11-26,7.4,6.85,275.5901356
"1356",2018-11-27,8.4,7.2,274.9544491
"1357",2018-11-28,0,6.3,275.6707627
"1358",2018-11-29,0,6.55,275.6143381
"1359",2018-11-30,0,6.15,275.5680507
"1360",2018-12-01,0,8.9,275.014901
"1361",2018-12-02,0,8.2,274.8623692
"1362",2018-12-03,3.2,8,274.8608014
"1363",2018-12-04,0.4,11.1,274.696989
"1364",2018-12-05,0,9.55,274.7892025
"1365",2018-12-06,0,8,274.9078507
"1366",2018-12-07,0,8,274.9212928
"1367",2018-12-08,8.6,6.95,274.7607475
"1368",2018-12-09,0.6,6.55,NA
"1369",2018-12-10,0.2,7.15,NA
"1370",2018-12-11,0.8,4.45,NA
"1371",2018-12-12,0,3.2,NA
"1372",2018-12-13,8.6,3.8,NA
"1373",2018-12-14,68.2,6.25,NA
"1374",2018-12-15,23.2,3.1,NA
"1375",2018-12-16,3,2.4,NA
"1376",2018-12-17,17.8,5.2,NA
"1377",2018-12-18,0,4.7,NA
"1378",2018-12-19,0,3.8,NA
"1379",2018-12-20,2.2,5.2,NA
"1380",2018-12-21,0,6.3,NA
"1381",2018-12-22,0,7.6,NA
"1382",2018-12-23,0,8.55,NA
"1383",2018-12-24,0,9.25,NA
"1384",2018-12-25,0,5.5,NA
"1385",2018-12-26,0,4.55,NA
"1386",2018-12-27,0,6.6,NA
"1387",2018-12-28,0,5.65,NA
"1388",2018-12-29,0,7,NA
"1389",2018-12-30,0,6.25,NA
"1390",2018-12-31,0,5.1,NA
"1391",2019-01-01,NA,NA,NA
"1392",2019-01-02,NA,NA,NA
"1393",2019-01-03,NA,NA,NA
"1394",2019-01-04,NA,NA,277.0257486
"1395",2019-01-05,NA,NA,276.9671448
"1396",2019-01-06,NA,NA,277.0711894
"1397",2019-01-07,NA,NA,277.1108975
"1398",2019-01-08,NA,NA,277.150269
"1399",2019-01-09,NA,NA,276.6547051
"1400",2019-01-10,NA,NA,276.2917589
"1401",2019-01-11,NA,NA,275.9969013
"1402",2019-01-12,NA,NA,276.3491097
"1403",2019-01-13,NA,NA,276.417584
"1404",2019-01-14,NA,NA,276.5229436
"1405",2019-01-15,NA,NA,276.5495815
"1406",2019-01-16,NA,NA,276.6309016
"1407",2019-01-17,NA,NA,276.6532582
"1408",2019-01-18,NA,NA,276.7469201
"1409",2019-01-19,NA,NA,276.6610067
"1410",2019-01-20,NA,NA,276.7714305
"1411",2019-01-21,NA,NA,276.8300248
"1412",2019-01-22,NA,NA,276.959012
"1413",2019-01-23,NA,NA,276.9934996
"1414",2019-01-24,NA,NA,277.1301346
"1415",2019-01-25,NA,NA,277.1260633
"1416",2019-01-26,NA,NA,277.2322897
"1417",2019-01-27,NA,NA,277.399063
"1418",2019-01-28,NA,NA,277.2556823
"1419",2019-01-29,NA,NA,277.2380694
"1420",2019-01-30,NA,NA,277.2481661
"1421",2019-01-31,NA,NA,277.505045
"1422",2019-02-01,NA,NA,277.8600434
"1423",2019-02-02,NA,NA,277.8405954
"1424",2019-02-03,NA,NA,277.9755014
"1425",2019-02-04,NA,NA,NA
"1426",2019-02-05,NA,NA,NA
"1427",2019-02-06,NA,NA,NA
"1428",2019-02-07,NA,NA,234.5362251
"1429",2019-02-08,NA,NA,233.4532453
"1430",2019-02-09,NA,NA,232.5189952
"1431",2019-02-10,NA,NA,231.9818386
"1432",2019-02-11,NA,NA,231.6339997
"1433",2019-02-12,NA,NA,231.0685938
"1434",2019-02-13,NA,NA,230.5653634
"1435",2019-02-14,NA,NA,230.2614149
"1436",2019-02-15,NA,NA,230.0412253
"1437",2019-02-16,NA,NA,229.6978455
"1438",2019-02-17,NA,NA,229.4304799
"1439",2019-02-18,NA,NA,229.1689716
"1440",2019-02-19,NA,NA,228.9840465
"1441",2019-02-20,NA,NA,228.7469506
"1442",2019-02-21,NA,NA,228.4264808
"1443",2019-02-22,NA,NA,228.2019739
"1444",2019-02-23,NA,NA,228.0308271
"1445",2019-02-24,NA,NA,227.8656061
"1446",2019-02-25,NA,NA,227.6488423
"1447",2019-02-26,NA,NA,227.3055972
"1448",2019-02-27,NA,NA,227.1206996
"1449",2019-02-28,NA,NA,226.9553343
"1450",2019-03-01,NA,NA,226.7897831
"1451",2019-03-02,NA,NA,226.7431876
"1452",2019-03-03,NA,NA,226.6133087
"1453",2019-03-04,NA,NA,226.3453994
"1454",2019-03-05,NA,NA,226.1022417
"1455",2019-03-06,NA,NA,225.8225481
"1456",2019-03-07,NA,NA,225.2750579
"1457",2019-03-08,NA,NA,225.0110249
"1458",2019-03-09,NA,NA,224.6774648
"1459",2019-03-10,NA,NA,224.3356999
"1460",2019-03-11,NA,NA,224.0783777
"1461",2019-03-12,NA,NA,223.906568
"1462",2019-03-13,NA,NA,NA
"1463",2019-03-14,NA,NA,NA
"1464",2019-03-15,NA,NA,NA
"1465",2019-03-16,NA,NA,NA
"1466",2019-03-17,NA,NA,NA
"1467",2019-03-18,NA,NA,NA
"1468",2019-03-19,NA,NA,221.4562818
"1469",2019-03-20,NA,NA,220.9181746
"1470",2019-03-21,NA,NA,220.6916063
"1471",2019-03-22,NA,NA,220.3352369
"1472",2019-03-23,NA,NA,219.9685773
"1473",2019-03-24,NA,NA,219.6996659
"1474",2019-03-25,NA,NA,219.4123368
"1475",2019-03-26,NA,NA,219.2044832
"1476",2019-03-27,NA,NA,218.9460929
"1477",2019-03-28,NA,NA,218.5115132
"1478",2019-03-29,NA,NA,218.0700818
"1479",2019-03-30,NA,NA,217.6145844
"1480",2019-03-31,NA,NA,217.2587722
"1481",2019-04-01,NA,NA,216.9973704
"1482",2019-04-02,NA,NA,216.7665241
"1483",2019-04-03,NA,NA,216.3106844
"1484",2019-04-04,NA,NA,216.0504404
"1485",2019-04-05,NA,NA,215.9128574
"1486",2019-04-06,NA,NA,215.7514186
"1487",2019-04-07,NA,NA,215.3474944
"1488",2019-04-08,NA,NA,214.9571976
"1489",2019-04-09,NA,NA,214.5572219
"1490",2019-04-10,NA,NA,214.1653425
"1491",2019-04-11,NA,NA,213.7173812
"1492",2019-04-12,NA,NA,213.3340755
"1493",2019-04-13,NA,NA,212.9911328
"1494",2019-04-14,NA,NA,212.5707081
"1495",2019-04-15,NA,NA,212.1552285
"1496",2019-04-16,NA,NA,211.6591487
"1497",2019-04-17,NA,NA,211.175544
"1498",2019-04-18,NA,NA,210.8453488
"1499",2019-04-19,NA,NA,210.3776639
"1500",2019-04-20,NA,NA,209.772231
"1501",2019-04-21,NA,NA,209.5334872
"1502",2019-04-22,NA,NA,209.2764379
"1503",2019-04-23,NA,NA,209.058525
"1504",2019-04-24,NA,NA,208.7687181
"1505",2019-04-25,NA,NA,208.4209418
"1506",2019-04-26,NA,NA,207.9982127
"1507",2019-04-27,NA,NA,207.5246499
"1508",2019-04-28,NA,NA,207.0369841
"1509",2019-04-29,NA,NA,206.7815636
"1510",2019-04-30,NA,NA,206.5025473
"1511",2019-05-01,NA,NA,206.1291278
"1512",2019-05-02,NA,NA,205.782427
"1513",2019-05-03,NA,NA,205.2735106
"1514",2019-05-04,NA,NA,204.9866679
"1515",2019-05-05,NA,NA,205.3441941
"1516",2019-05-06,NA,NA,204.9868617
"1517",2019-05-07,NA,NA,204.4519461
"1518",2019-05-08,NA,NA,203.7647241
"1519",2019-05-09,NA,NA,203.3766699
"1520",2019-05-10,NA,NA,203.1269864
"1521",2019-05-11,NA,NA,202.8198161
"1522",2019-05-12,NA,NA,202.3992343
"1523",2019-05-13,NA,NA,202.1708545
"1524",2019-05-14,NA,NA,201.7517299
"1525",2019-05-15,NA,NA,200.3582158
"1526",2019-05-16,NA,NA,199.478009
"1527",2019-05-17,NA,NA,199.0373837
"1528",2019-05-18,NA,NA,199.2535788
"1529",2019-05-19,NA,NA,199.6632037
"1530",2019-05-20,NA,NA,199.384784
"1531",2019-05-21,NA,NA,215.9306724
"1532",2019-05-22,NA,NA,228.5286558
"1533",2019-05-23,NA,NA,227.9150445
"1534",2019-05-24,NA,NA,227.631072
"1535",2019-05-25,NA,NA,227.3644439
"1536",2019-05-26,NA,NA,226.9763354
"1537",2019-05-27,NA,NA,226.6307105
"1538",2019-05-28,NA,NA,226.4295584
"1539",2019-05-29,NA,NA,226.6768287
"1540",2019-05-30,NA,NA,226.4598283
"1541",2019-05-31,NA,NA,226.134324
"1542",2019-06-01,NA,NA,225.7901064
"1543",2019-06-02,NA,NA,225.4525837
"1544",2019-06-03,NA,NA,225.1146809
"1545",2019-06-04,NA,NA,224.7712304
"1546",2019-06-05,NA,NA,NA
"1547",2019-06-06,NA,NA,224.2501909
"1548",2019-06-07,NA,NA,224.0401655
"1549",2019-06-08,NA,NA,223.8422866
"1550",2019-06-09,NA,NA,223.6592545
"1551",2019-06-10,NA,NA,223.4778108
"1552",2019-06-11,NA,NA,223.3084537
"1553",2019-06-12,NA,NA,223.193085
"1554",2019-06-13,NA,NA,222.9976367
"1555",2019-06-14,NA,NA,222.8088497
"1556",2019-06-15,NA,NA,222.6448101
"1557",2019-06-16,NA,NA,222.5132278
"1558",2019-06-17,NA,NA,222.2805604
"1559",2019-06-18,NA,NA,222.034409
"1560",2019-06-19,NA,NA,216.9883076
"1561",2019-06-20,NA,NA,220.2312105
"1562",2019-06-21,NA,NA,NA
"1563",2019-06-22,NA,NA,219.6272763
"1564",2019-06-23,NA,NA,219.2694846
"1565",2019-06-24,NA,NA,218.8939149
"1566",2019-06-25,NA,NA,218.3753648
"1567",2019-06-26,NA,NA,217.8980813
"1568",2019-06-27,NA,NA,217.4425376
"1569",2019-06-28,NA,NA,217.0410417
"1570",2019-06-29,NA,NA,216.7306157
"1571",2019-06-30,NA,NA,216.2317958
"1572",2019-07-01,NA,NA,215.7486065
"1573",2019-07-02,NA,NA,259.3795444
"1574",2019-07-03,NA,NA,283.1456122
"1575",2019-07-04,NA,NA,281.6365519
"1576",2019-07-05,NA,NA,280.871925
"1577",2019-07-06,NA,NA,281.4149565
"1578",2019-07-07,NA,NA,282.2179512
"1579",2019-07-08,NA,NA,282.5122829
"1580",2019-07-09,NA,NA,282.7831838
"1581",2019-07-10,NA,NA,282.6695774
"1582",2019-07-11,NA,NA,282.5877552
"1583",2019-07-12,NA,NA,282.3581627
"1584",2019-07-13,NA,NA,282.2488333
"1585",2019-07-14,NA,NA,262.7276489
"1586",2019-07-15,NA,NA,282.832275
"1587",2019-07-16,NA,NA,282.2205057
"1588",2019-07-17,NA,NA,282.5926095
"1589",2019-07-18,NA,NA,283.1568614
"1590",2019-07-19,NA,NA,283.4604924
"1591",2019-07-20,NA,NA,284.166937
"1592",2019-07-21,NA,NA,285.0955835
"1593",2019-07-22,NA,NA,286.1175439
"1594",2019-07-23,NA,NA,286.4065517
"1595",2019-07-24,NA,NA,287.0088265
"1596",2019-07-25,NA,NA,287.1563964
"1597",2019-07-26,NA,NA,288.9754685
"1598",2019-07-27,NA,NA,289.3577806
"1599",2019-07-28,NA,NA,NA
"1600",2019-07-29,NA,NA,285.6248971
"1601",2019-07-30,NA,NA,286.2349406
"1602",2019-07-31,NA,NA,286.6263647
"1603",2019-08-01,NA,NA,286.926332
"1604",2019-08-02,NA,NA,287.0408943
"1605",2019-08-03,NA,NA,286.666641
"1606",2019-08-04,NA,NA,286.7396306
"1607",2019-08-05,NA,NA,286.8550877
"1608",2019-08-06,NA,NA,288.9780817
"1609",2019-08-07,NA,NA,293.3273171
"1610",2019-08-08,NA,NA,293.589359
"1611",2019-08-09,NA,NA,294.3825712
"1612",2019-08-10,NA,NA,294.5455988
"1613",2019-08-11,NA,NA,294.7491531
"1614",2019-08-12,NA,NA,294.9077617
"1615",2019-08-13,NA,NA,291.7044256
"1616",2019-08-14,NA,NA,290.540717
"1617",2019-08-15,NA,NA,290.5306214
"1618",2019-08-16,NA,NA,290.7301096
"1619",2019-08-17,NA,NA,290.7369383
"1620",2019-08-18,NA,NA,291.422935
"1621",2019-08-19,NA,NA,291.7649237
"1622",2019-08-20,NA,NA,292.7405675
"1623",2019-08-21,NA,NA,291.8216573
"1624",2019-08-22,NA,NA,292.2682131
"1625",2019-08-23,NA,NA,292.8533306
"1626",2019-08-24,NA,NA,293.1975166
"1627",2019-08-25,NA,NA,NA
"1628",2019-08-26,NA,NA,NA
"1629",2019-08-27,NA,NA,NA
"1630",2019-08-28,NA,NA,NA
"1631",2019-08-29,NA,NA,NA
"1632",2019-08-30,NA,NA,294.8336345
"1633",2019-08-31,NA,NA,294.608695
"1634",2019-09-01,NA,NA,NA
"1635",2019-09-02,NA,NA,NA
"1636",2019-09-03,NA,NA,NA
"1637",2019-09-04,NA,NA,NA
"1638",2019-09-05,NA,NA,293.7429082
"1639",2019-09-06,NA,NA,294.8794327
"1640",2019-09-07,NA,NA,295.1492158
"1641",2019-09-08,NA,NA,295.2708628
"1642",2019-09-09,NA,NA,295.3305576
"1643",2019-09-10,NA,NA,295.5909182
"1644",2019-09-11,NA,NA,295.8851878
"1645",2019-09-12,NA,NA,294.5965988
"1646",2019-09-13,NA,NA,295.8807773
"1647",2019-09-14,NA,NA,NA
"1648",2019-09-15,NA,NA,NA
"1649",2019-09-16,NA,NA,NA
"1650",2019-09-17,NA,NA,296.7578383
"1651",2019-09-18,NA,NA,296.649183
"1652",2019-09-19,NA,NA,296.6396541
"1653",2019-09-20,NA,NA,296.0708483
"1654",2019-09-21,NA,NA,296.5553249
"1655",2019-09-22,NA,NA,296.4682494
"1656",2019-09-23,NA,NA,296.4239591
"1657",2019-09-24,NA,NA,296.3721566
"1658",2019-09-25,NA,NA,295.8961838
"1659",2019-09-26,NA,NA,294.2134857
"1660",2019-09-27,NA,NA,282.5621517
"1661",2019-09-28,NA,NA,278.2716547
"1662",2019-09-29,NA,NA,277.8003587
"1663",2019-09-30,NA,NA,279.0255503
"1664",2019-10-01,NA,NA,271.9694063
"1665",2019-10-02,NA,NA,269.1594355
"1666",2019-10-03,NA,NA,268.1456682
"1667",2019-10-04,NA,NA,267.8026023
"1668",2019-10-05,NA,NA,266.0336642
"1669",2019-10-06,NA,NA,262.2691977
"1670",2019-10-07,NA,NA,258.1425309
"1671",2019-10-08,NA,NA,256.513475
"1672",2019-10-09,NA,NA,255.899564
"1673",2019-10-10,NA,NA,256.1448415
"1674",2019-10-11,NA,NA,253.1729529
"1675",2019-10-12,NA,NA,249.1131154
"1676",2019-10-13,NA,NA,241.7957938
"1677",2019-10-14,NA,NA,238.8043588
"1678",2019-10-15,NA,NA,237.0060462
"1679",2019-10-16,NA,NA,234.8108202
"1680",2019-10-17,NA,NA,240.360785
"1681",2019-10-18,NA,NA,239.4862657
"1682",2019-10-19,NA,NA,236.2158027
"1683",2019-10-20,NA,NA,229.1896022
"1684",2019-10-21,NA,NA,227.1296462
"1685",2019-10-22,NA,NA,225.8036799
"1686",2019-10-23,NA,NA,221.7479986
"1687",2019-10-24,NA,NA,220.8555295
"1688",2019-10-25,NA,NA,220.2689093
"1689",2019-10-26,NA,NA,220.4502776
"1690",2019-10-27,NA,NA,216.6595119
"1691",2019-10-28,NA,NA,218.2305027
"1692",2019-10-29,NA,NA,214.4603111
"1693",2019-10-30,NA,NA,213.6686235
"1694",2019-10-31,NA,NA,212.0495118
"1695",2019-11-01,NA,NA,210.8797361
"1696",2019-11-02,NA,NA,209.8828305
"1697",2019-11-03,NA,NA,209.5952529
"1698",2019-11-04,NA,NA,220.4254667
"1699",2019-11-05,NA,NA,224.9428256
"1700",2019-11-06,NA,NA,224.8042047
"1701",2019-11-07,NA,NA,224.8069178
"1702",2019-11-08,NA,NA,224.7969169
"1703",2019-11-09,NA,NA,224.791167
"1704",2019-11-10,NA,NA,224.8599805
"1705",2019-11-11,NA,NA,224.9052084
"1706",2019-11-12,NA,NA,225.0096259
"1707",2019-11-13,NA,NA,224.9616797
"1708",2019-11-14,NA,NA,224.9503773
"1709",2019-11-15,NA,NA,224.8996718
"1710",2019-11-16,NA,NA,224.9691993
"1711",2019-11-17,NA,NA,225.2527642
"1712",2019-11-18,NA,NA,225.2589049
"1713",2019-11-19,NA,NA,NA
"1714",2019-11-20,NA,NA,NA
"1715",2019-11-21,NA,NA,NA
"1716",2019-11-22,NA,NA,NA
"1717",2019-11-23,NA,NA,NA
"1718",2019-11-24,NA,NA,NA
"1719",2019-11-25,NA,NA,NA
"1720",2019-11-26,NA,NA,223.3837659
"1721",2019-11-27,NA,NA,222.3157566
"1722",2019-11-28,NA,NA,221.4141229
"1723",2019-11-29,NA,NA,221.3134412
"1724",2019-11-30,NA,NA,221.0378685
"1725",2019-12-01,NA,NA,220.7798978
"1726",2019-12-02,NA,NA,220.1794104
"1727",2019-12-03,NA,NA,219.3372237
"1728",2019-12-04,NA,NA,219.0130579
"1729",2019-12-05,NA,NA,218.7238131
"1730",2019-12-06,NA,NA,220.0755354
"1731",2019-12-07,NA,NA,224.1433517
"1732",2019-12-08,NA,NA,223.7450826
"1733",2019-12-09,NA,NA,223.4219907
"1734",2019-12-10,NA,NA,223.0929629
"1735",2019-12-11,NA,NA,222.7865872
"1736",2019-12-12,NA,NA,222.0803213
"1737",2019-12-13,NA,NA,221.761247
"1738",2019-12-14,NA,NA,221.9828872
"1739",2019-12-15,NA,NA,222.219668
"1740",2019-12-16,NA,NA,221.5879318
"1741",2019-12-17,NA,NA,221.4285246
"1742",2019-12-18,NA,NA,221.4237137
"1743",2019-12-19,NA,NA,221.3516595
"1744",2019-12-20,NA,NA,222.7062513
"1745",2019-12-21,NA,NA,224.5651219
"1746",2019-12-22,NA,NA,224.9582528
"1747",2019-12-23,NA,NA,225.0228883
"1748",2019-12-24,NA,NA,225.1169074
"1749",2019-12-25,NA,NA,225.1099326
"1750",2019-12-26,NA,NA,225.0915368
"1751",2019-12-27,NA,NA,224.9363656
"1752",2019-12-28,NA,NA,224.8112844
"1753",2019-12-29,NA,NA,224.5278563
"1754",2019-12-30,NA,NA,224.5171103
"1755",2019-12-31,NA,NA,224.026658
"1756",2020-01-01,NA,NA,223.0464635
"1757",2020-01-02,NA,NA,222.3858663
"1758",2020-01-03,NA,NA,223.2303993
"1759",2020-01-04,NA,NA,224.3290247
"1760",2020-01-05,NA,NA,223.9677727
"1761",2020-01-06,NA,NA,223.7396438
"1762",2020-01-07,NA,NA,223.5405675
"1763",2020-01-08,NA,NA,223.2107301
"1764",2020-01-09,NA,NA,223.5531107
"1765",2020-01-10,NA,NA,223.7595112
"1766",2020-01-11,NA,NA,223.6179103
"1767",2020-01-12,NA,NA,223.4697776
"1768",2020-01-13,NA,NA,NA
"1769",2020-01-14,NA,NA,NA
"1770",2020-01-15,NA,NA,223.1633189
"1771",2020-01-16,NA,NA,223.0455308
"1772",2020-01-17,NA,NA,222.9940238
"1773",2020-01-18,NA,NA,NA
"1774",2020-01-19,NA,NA,NA
"1775",2020-01-20,NA,NA,NA
"1776",2020-01-21,NA,NA,222.4286572
"1777",2020-01-22,NA,NA,222.320957
"1778",2020-01-23,NA,NA,222.3400782
"1779",2020-01-24,NA,NA,222.3113651
"1780",2020-01-25,NA,NA,222.2457959
"1781",2020-01-26,NA,NA,222.3128477
"1782",2020-01-27,NA,NA,222.1402636
"1783",2020-01-28,NA,NA,222.1390845
"1784",2020-01-29,NA,NA,222.2717708
"1785",2020-01-30,NA,NA,222.4647341
"1786",2020-01-31,NA,NA,223.0877623
"1787",2020-02-01,NA,NA,224.2310651
"1788",2020-02-02,NA,NA,224.1187828
"1789",2020-02-03,NA,NA,224.1688064
"1790",2020-02-04,NA,NA,224.0190382
"1791",2020-02-05,NA,NA,224.0658919
"1792",2020-02-06,NA,NA,224.1053007
"1793",2020-02-07,NA,NA,224.0915735
"1794",2020-02-08,NA,NA,223.9452982
"1795",2020-02-09,NA,NA,223.948835
"1796",2020-02-10,NA,NA,223.9054184
"1797",2020-02-11,NA,NA,223.7468228
"1798",2020-02-12,NA,NA,223.8611751
"1799",2020-02-13,NA,NA,223.9047863
"1800",2020-02-14,NA,NA,223.8419104
"1801",2020-02-15,NA,NA,223.8046047
"1802",2020-02-16,NA,NA,223.9018953
"1803",2020-02-17,NA,NA,223.83025
"1804",2020-02-18,NA,NA,223.9866131
"1805",2020-02-19,NA,NA,224.1918227
"1806",2020-02-20,NA,NA,211.740395
"1807",2020-02-21,NA,NA,212.2457995
"1808",2020-02-22,NA,NA,214.0361049
"1809",2020-02-23,NA,NA,215.2357485
"1810",2020-02-24,NA,NA,216.2572836
"1811",2020-02-25,NA,NA,217.1579605
"1812",2020-02-26,NA,NA,218.0014021
"1813",2020-02-27,NA,NA,220.6494587
"1814",2020-02-28,NA,NA,223.5990929
"1815",2020-02-29,NA,NA,224.1699679
"1816",2020-03-01,NA,NA,224.2353095
"1817",2020-03-02,NA,NA,224.2201556
"1818",2020-03-03,NA,NA,224.4760408
"1819",2020-03-04,NA,NA,224.6663443
"1820",2020-03-05,NA,NA,224.662687
"1821",2020-03-06,NA,NA,224.7819452
"1822",2020-03-07,NA,NA,224.7996015
"1823",2020-03-08,NA,NA,224.8145684
"1824",2020-03-09,NA,NA,224.7925575
"1825",2020-03-10,NA,NA,224.6655236
"1826",2020-03-11,NA,NA,224.6389588
"1827",2020-03-12,NA,NA,224.6447462
"1828",2020-03-13,NA,NA,224.5562011
"1829",2020-03-14,NA,NA,224.6679478
"1830",2020-03-15,NA,NA,224.6140043
"1831",2020-03-16,NA,NA,224.6031546
"1832",2020-03-17,NA,NA,224.6107011
"1833",2020-03-18,NA,NA,224.558076
"1834",2020-03-19,NA,NA,224.6496057
"1835",2020-03-20,NA,NA,224.6111657
"1836",2020-03-21,NA,NA,224.5330913
"1837",2020-03-22,NA,NA,224.5386593
"1838",2020-03-23,NA,NA,224.4291637
"1839",2020-03-24,NA,NA,224.4927359
"1840",2020-03-25,NA,NA,224.4089505
"1841",2020-03-26,NA,NA,224.4633965
"1842",2020-03-27,NA,NA,224.7343994
"1843",2020-03-28,NA,NA,224.6554505
"1844",2020-03-29,NA,NA,224.5971059
"1845",2020-03-30,NA,NA,224.5029157
"1846",2020-03-31,NA,NA,224.5423318
"1847",2020-04-01,NA,NA,224.5105342
"1848",2020-04-02,NA,NA,224.5931526
"1849",2020-04-03,NA,NA,224.5403137
"1850",2020-04-04,NA,NA,224.4438835
"1851",2020-04-05,NA,NA,224.6134032
"1852",2020-04-06,NA,NA,224.50066
"1853",2020-04-07,NA,NA,224.5207673
"1854",2020-04-08,NA,NA,224.5335447
"1855",2020-04-09,NA,NA,224.5502589
"1856",2020-04-10,NA,NA,224.5060244
"1857",2020-04-11,NA,NA,224.5881914
"1858",2020-04-12,NA,NA,224.6677315
"1859",2020-04-13,NA,NA,224.5815884
"1860",2020-04-14,NA,NA,224.646203
"1861",2020-04-15,NA,NA,224.6078495
"1862",2020-04-16,NA,NA,224.6336743
"1863",2020-04-17,NA,NA,224.6747914
"1864",2020-04-18,NA,NA,224.6582085
"1865",2020-04-19,NA,NA,224.6525003
"1866",2020-04-20,NA,NA,224.667059
"1867",2020-04-21,NA,NA,224.735337
"1868",2020-04-22,NA,NA,224.661196
"1869",2020-04-23,NA,NA,224.617596
"1870",2020-04-24,NA,NA,224.6359569
"1871",2020-04-25,NA,NA,224.5538101
"1872",2020-04-26,NA,NA,224.5392177
"1873",2020-04-27,NA,NA,224.5208704
"1874",2020-04-28,NA,NA,224.5743987
"1875",2020-04-29,NA,NA,224.6115594
"1876",2020-04-30,NA,NA,224.6599531
"1877",2020-05-01,NA,NA,224.7061048
"1878",2020-05-02,NA,NA,224.6295268
"1879",2020-05-03,NA,NA,224.6375214
"1880",2020-05-04,NA,NA,224.6268449
"1881",2020-05-05,NA,NA,224.702275
"1882",2020-05-06,NA,NA,224.8607499
"1883",2020-05-07,NA,NA,224.7929844
"1884",2020-05-08,NA,NA,224.7611864
"1885",2020-05-09,NA,NA,224.7748107
"1886",2020-05-10,NA,NA,224.7640363
"1887",2020-05-11,NA,NA,224.7221841
"1888",2020-05-12,NA,NA,224.6446891
"1889",2020-05-13,NA,NA,224.6710911
"1890",2020-05-14,NA,NA,224.522903
"1891",2020-05-15,NA,NA,224.6104493
"1892",2020-05-16,NA,NA,224.5627473
"1893",2020-05-17,NA,NA,224.4579061
"1894",2020-05-18,NA,NA,224.4890666
"1895",2020-05-19,NA,NA,224.4257715
"1896",2020-05-20,NA,NA,224.3825847
"1897",2020-05-21,NA,NA,224.3223625
"1898",2020-05-22,NA,NA,224.2295469
