"","Date","Rainfall_Simignano","Rainfall_Siena_Poggio_al_Vento","Rainfall_Mensano","Rainfall_Montalcinello","Rainfall_Monticiano_la_Pineta","Rainfall_Sovicille","Rainfall_Ponte_Orgia","Rainfall_Scorgiano","Rainfall_Pentolina","Rainfall_Monteroni_Arbia_Biena","Temperature_Siena_Poggio_al_Vento","Temperature_Mensano","Temperature_Pentolina","Temperature_Monteroni_Arbia_Biena","Volume_Pozzo_1","Volume_Pozzo_3","Volume_Pozzo_4","well","depth_to_gw.m"
"1023",2020-06-19,0,0,0,0,0,0,0,0,0,0,20.25,19.4,18.85,17.75,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-12.1
"1024",2020-06-20,0,0,0,0,0,0,0,0,0,0,20.75,19.9,19.55,17.05,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-12.1
"1025",2020-06-21,0,0,0,0,0,0,0,0,0,0,21.4,19.75,19.9,17.95,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-12.1
"1026",2020-06-22,19.2,0,9.4,9,22.2,20.6,3.4,5,6.6,0,23.95,21.95,21.75,20.95,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-12.1
"1027",2020-06-23,0,0,0,0,0,0,0,0,0,0,25.3,23.35,23.25,19.65,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-12.1
"1028",2020-06-24,0,0,0,0,0,0,0,0,0,0,25.45,23.6,23.85,19.95,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-12.1
"1029",2020-06-25,0,0,0,0,0,0,0,0,0,0,24.7,23.2,22.75,19.85,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-11.8
"1030",2020-06-26,0,0,0,0,0,0,0,0,0,0,24.45,22.65,22.5,19.55,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-12
"1031",2020-06-27,0,0,0,0,0,0,0,0,0,0,24.8,22.95,22.6,20.15,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-12.1
"1032",2020-06-28,0,0,0,0,0,0,0,0,0,0,25.9,23.4,23.8,21.05,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-12.1
"1033",2020-06-29,0,0,0,0,0,0,0,0,0,0,24.85,23.3,23.55,20.3,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-12.2
"1034",2020-06-30,0,0,0,0,0,0,0,0,0,0,25.75,23.7,24.2,21.65,-125.5065057,-147.0127159,-49.13666341,"Pozzo_1",-12.1
"1035",2017-09-01,13.6,NA,13.6,15.4,66.4,27.4,80.4,7.6,66.2,31.2,0,22.15,21.8,23.75,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.7
"1036",2017-09-02,0,NA,0,0,0,0.2,0,0,0,0,0,17.5,17.2,19.8,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.6
"1037",2017-09-03,6.4,NA,9.6,4.4,1,6.8,0.8,3.2,1.8,0.8,0,16.85,16.5,18.05,-194.79864,-203.79552,-205.776384,"Pozzo_3",-9.4
"1038",2017-09-04,0,NA,0,0,0,0,0,0,0,0,0,19.05,18.25,18.55,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.6
"1039",2017-09-05,0,NA,0,0,0,0,0,0,0,0,0,20.65,20.2,21.05,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.3
"1040",2017-09-06,0,NA,0,0,0,0,0,0,0,0,0,20.8,20.25,20.75,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.3
"1041",2017-09-07,0,NA,0,0,0,0,0,0,0,0,0,22.1,21.85,23.15,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.3
"1042",2017-09-08,8.6,NA,1.6,0.2,0,9.4,0,34.2,1.4,0,0,20.8,20.4,21.5,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.1
"1043",2017-09-09,0.2,NA,1.2,3.6,0.2,0.2,0.2,0.2,0.4,0,0,19.45,19.25,20.1,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.4
"1044",2017-09-10,29.6,NA,41.8,15.8,0.2,80.6,6.8,33.8,60.2,0.4,0,17.65,17.75,20.3,-194.79864,-203.79552,-205.776384,"Pozzo_3",-9.3
"1045",2017-09-11,3.8,NA,0.8,1.6,13,6.6,4.2,3.4,10,2.4,0,18.9,18.3,20.55,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.7
"1046",2017-09-12,0.4,NA,0.8,0,0,0,0,0,0,0.4,0,18.1,17.95,18.8,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.5
"1047",2017-09-13,0,NA,0,0,0,0.2,0.2,0,0,0,0,18.6,17.85,18.05,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.3
"1048",2017-09-14,0,NA,0,0,0.2,0.2,0,0.2,0,0,0,19.4,18.3,19.6,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.3
"1049",2017-09-15,0,NA,0,0,0,0,0,0,0,0,0,20.9,20.05,20.45,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.3
"1050",2017-09-16,47,NA,19,34.8,32.4,29.2,52,19.8,23.6,15,0,16.7,16.25,18,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.4
"1051",2017-09-17,5,NA,4.2,4.4,8.8,5,5.8,3,7.4,6.6,0,15.9,15.35,17.3,-194.79864,-203.79552,-205.776384,"Pozzo_3",-9.6
"1052",2017-09-18,0,NA,0.2,0.2,0,0,0,0,0,0,0,17.2,16.3,16.95,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.4
"1053",2017-09-19,12.4,NA,14.6,9,14.4,8,14.2,11.8,13,18.6,0,13.65,13.3,15.9,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.2
"1054",2017-09-20,3.2,NA,17,21.6,9.6,3.8,10.8,1.6,17,1.2,0,14.35,13.65,16.15,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.4
"1055",2017-09-21,0,NA,0,0,0.2,0.2,0.2,0,0,0.2,0,15.55,14.65,14.85,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.2
"1056",2017-09-22,0.2,NA,0,0,0,0,0.2,0,0,0.2,0,16.2,15.55,15.1,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.3
"1057",2017-09-23,0,NA,0,0,0.2,0.2,0.2,0,0.2,0,0,17.75,16,16.3,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.6
"1058",2017-09-24,0,NA,0.2,0,0.2,0,0,0,0.4,0.2,0,15.15,14.2,15.05,-194.79864,-203.79552,-205.776384,"Pozzo_3",-9.5
"1059",2017-09-25,3.8,NA,6.6,1.2,1.6,2.6,3.2,2,3.8,0.2,0,15.85,15.6,17.15,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.1
"1060",2017-09-26,0,NA,0,0,0,0.2,0.4,0,0,0,0,16,15.8,15.9,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.4
"1061",2017-09-27,0,NA,0,0,0.2,0,0.2,0,0,0,0,17.35,16.85,15.95,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.4
"1062",2017-09-28,0,NA,0,0,0,0,0.2,0,0,0,0,17.75,17.95,16.75,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.3
"1063",2017-09-29,0,NA,0,0,0,0,0,0,0,0,0,17.7,17.25,16.5,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.3
"1064",2017-09-30,0,NA,0,0,0,0,0.2,0,0,0,0,17.1,16.9,16.4,-205.0512,-214.5216,-216.60672,"Pozzo_3",-9.4
"1065",2017-10-01,1,NA,0.4,0.6,0,0,0,0.4,0.6,0,0,15.25,14.4,14.9,-176.3857201,-195.634804,-198.2318736,"Pozzo_3",NA
"1066",2017-10-02,1.2,NA,0.6,0.6,0.8,1.6,1.4,2.2,1.6,0.4,0,18,17.55,18.65,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-8.3
"1067",2017-10-03,0,NA,0,0.2,0.2,0.2,0.2,0,0.2,0,0,16.75,16.05,15.75,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.4
"1068",2017-10-04,0,NA,0,0,0,0,0.2,0,0,0,0,19.15,19.2,19.75,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.3
"1069",2017-10-05,0,NA,0,0,0,0,0,0,0.2,0,0,17.8,17.15,17.7,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.3
"1070",2017-10-06,0.2,NA,0,0.4,0.4,0.2,0.4,0,0.4,0.2,0,16.2,16.3,17.6,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.4
"1071",2017-10-07,0,NA,0.8,1,1.8,2.2,3.6,0.4,0.4,8,0,13.45,13.55,13.7,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.4
"1072",2017-10-08,0,NA,0,0,0,0,0,0,0,0,0,15.8,13.95,14.05,-176.3857201,-195.634804,-198.2318736,"Pozzo_3",-9.4
"1073",2017-10-09,0,NA,0,0,0.2,0,0.2,0,0.2,0,0,15.7,15.75,14.9,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.1
"1074",2017-10-10,0,NA,0,0.2,0.2,0.2,0.2,0,0.2,0,0,16.1,15.4,15.7,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.3
"1075",2017-10-11,0.2,NA,0,0,0.2,0.2,0.2,0,0.2,0.2,0,16.9,16.5,15.75,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.4
"1076",2017-10-12,0,NA,0,0,0,0,0.2,0,0,0,0,15.6,15.3,14.1,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.3
"1077",2017-10-13,0,NA,0.2,0,0.4,0.2,0.2,0.2,0.4,0,0,17.5,16.95,16.85,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.3
"1078",2017-10-14,0.2,NA,0.4,0.2,0.4,0.2,0.2,0.2,0.4,0.4,0,17.85,16.65,17.2,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9
"1079",2017-10-15,0,NA,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0,19,17.65,17.55,-176.3857201,-195.634804,-198.2318736,"Pozzo_3",-9.4
"1080",2017-10-16,0.2,NA,0.2,0,0.4,0.2,0.4,0,0.2,0,0,18.4,17.2,15.4,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.5
"1081",2017-10-17,0,NA,0,0,0,0.2,0.2,0,0,0,0,18.25,17.4,15.35,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.5
"1082",2017-10-18,0,NA,0,0.2,0,0.2,0.2,0,0,0,0,16.65,15.9,14.6,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.3
"1083",2017-10-19,0.2,NA,0.2,0,0.2,0,0.2,0,0.2,0,0,15.45,14.9,13.6,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.1
"1084",2017-10-20,0,NA,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0,16.55,16,14.4,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.3
"1085",2017-10-21,0.2,NA,0,0.2,0.2,0.2,0,0,0.4,0,0,16.65,16.4,15.8,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.2
"1086",2017-10-22,0.4,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,15.8,16.3,16.3,-176.3857201,-195.634804,-198.2318736,"Pozzo_3",-9.3
"1087",2017-10-23,0,NA,0.2,0,0.6,0,0,0,0.4,0,0,12.1,12.6,11.8,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.2
"1088",2017-10-24,0,NA,0,0,0,0,0,0,0,0,0,15.05,14.9,11.15,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.4
"1089",2017-10-25,0,NA,0,0,0,0,0,0,0,0,0,15.4,15.85,12,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.2
"1090",2017-10-26,0,NA,0,0,0,0,0,0,0,0,0,16.55,16.55,13.35,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.4
"1091",2017-10-27,0,NA,0,0,0,0,0,0,0,0,0,14.25,13.05,11.2,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.3
"1092",2017-10-28,0,NA,0,0,0,0,0.4,0.2,0,0,0,13.75,14,12.65,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.3
"1093",2017-10-29,0,NA,0,0,0,0,0,0,0,0,0,13.7,12.75,12.1,-176.3857201,-195.634804,-198.2318736,"Pozzo_3",-9.3
"1094",2017-10-30,0,NA,0,0,0,0,0,0,0.2,0,0,14.15,14.05,13.2,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.2
"1095",2017-10-31,0,NA,0,0,0,0,0,0,0,0,0,12.65,13.7,11.25,-185.6691791,-205.9313726,-208.6651301,"Pozzo_3",-9.1
"1096",2017-11-01,0,NA,0,0,0,0,0.2,0,0,0,0,13.6,12.8,9.75,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9.2
"1097",2017-11-02,0,NA,0,0,0,0,0,0,0,0,0,12.45,11.1,9.4,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9.2
"1098",2017-11-03,4.6,NA,5.6,2.2,1.2,2.8,3.8,3,3,1.6,0,14.15,13.7,13.9,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9
"1099",2017-11-04,1.8,NA,1.8,1.4,0.6,3.4,3.6,0.4,3.2,3.2,0,12.3,11.5,12.25,-222.90624,-136.9056,-227.96832,"Pozzo_3",-8.9
"1100",2017-11-05,0,NA,0.2,0,0,0,0,0,0.2,0,0,12.95,11.8,11.9,-211.760928,-130.06032,-216.569904,"Pozzo_3",-9
"1101",2017-11-06,83.4,NA,81.6,134.6,16.2,39.2,19.8,80.4,25.8,18,0,10.15,9.85,12.1,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9.1
"1102",2017-11-07,3.4,NA,3.4,2.2,0.4,4.2,4.2,10,1.6,6.8,0,8.15,9,10.65,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9
"1103",2017-11-08,0.8,NA,0.2,0.2,0.2,1.4,0.2,0,0.4,0.8,0,9.65,8.25,10.5,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9.6
"1104",2017-11-09,0,NA,0.2,0.2,0,0,0,0.2,0,0,0,10.15,9.7,10.85,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9.5
"1105",2017-11-10,0,NA,0,0.2,0,0,0.2,0,0,0,0,10.85,10.9,11.2,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9.6
"1106",2017-11-11,0.2,NA,0,0.2,0.2,0.2,0.2,0,0,0.2,0,11.35,11.05,9.85,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9.2
"1107",2017-11-12,0.2,NA,0.2,0,0.2,0.2,0.4,0,0.4,0.2,0,10.45,8.45,8.3,-211.760928,-130.06032,-216.569904,"Pozzo_3",-8.8
"1108",2017-11-13,13.8,NA,11,11.2,7.8,10.2,10.6,8.8,9.4,10.2,0,7.1,6.15,8.75,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9.7
"1109",2017-11-14,18.4,NA,10.6,8.6,10.8,14,15.2,0,13,20,0,6.05,6,7.6,-222.90624,-136.9056,-227.96832,"Pozzo_3",-10.4
"1110",2017-11-15,0.2,NA,0,0,0,0,0,0,0,0,0,7.95,8.35,10.2,-222.90624,-136.9056,-227.96832,"Pozzo_3",-10.6
"1111",2017-11-16,0.8,NA,0.6,0.4,0,0.6,0.8,1,0.8,0,0,8.35,8.85,9.65,-222.90624,-136.9056,-227.96832,"Pozzo_3",-10.6
"1112",2017-11-17,0,NA,0,0,0,0,0.2,0,0,0,0,9.1,9.45,8.65,-222.90624,-136.9056,-227.96832,"Pozzo_3",-10.6
"1113",2017-11-18,0,NA,0,0,0,0.2,0.2,0,0.2,0,0,8.8,8.55,7.6,-222.90624,-136.9056,-227.96832,"Pozzo_3",-10.6
"1114",2017-11-19,0,NA,0,0,0,0,0.2,0,0,0,0,8.4,7.7,5.2,-211.760928,-130.06032,-216.569904,"Pozzo_3",-10.5
"1115",2017-11-20,0.2,NA,0,0.2,0.2,0.4,0.4,0,0.2,0.4,0,9.65,8.25,7.1,-222.90624,-136.9056,-227.96832,"Pozzo_3",-10.6
"1116",2017-11-21,0,NA,0,0,0,0,0.2,0,0,0,9.95,10.3,9.65,8.55,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9.7
"1117",2017-11-22,0,NA,0,0,0,0,0,0,0.2,0,10.3,11.6,9.8,8.15,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9
"1118",2017-11-23,0,0,0,0,0,0,0,0.4,0,0,12.3,11.4,11.15,11.3,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9
"1119",2017-11-24,0.2,0,0.2,0.4,0.2,0.2,0.2,0,0.2,0.2,12.2,11.2,11.9,10.65,-222.90624,-136.9056,-227.96832,"Pozzo_3",-8.4
"1120",2017-11-25,0,0,0,0,0,0,0,0,0.2,0,12.55,13.05,12.4,13,-222.90624,-136.9056,-227.96832,"Pozzo_3",-9.8
"1121",2017-11-26,0,0,0.4,0,0,0,0,0.2,0,0,7.75,6.85,7.05,7.1,-211.760928,-130.06032,-216.569904,"Pozzo_3",-9.1
"1122",2017-11-27,0.2,0.6,0,0,0.2,0,0.2,0.6,0,0,6.15,4.9,4.25,3.6,-222.90624,-136.9056,-227.96832,"Pozzo_3",-8.8
"1123",2017-11-28,0,0,0,0,0,0,0,0,0,0,3.7,5.05,4.1,1.9,-222.90624,-136.9056,-227.96832,"Pozzo_3",-10.3
"1124",2017-11-29,2.6,2,0.8,2.4,12.6,3,3.2,1.2,4.2,6,7.55,8.6,7.85,8.35,-222.90624,-136.9056,-227.96832,"Pozzo_3",-10.6
"1125",2017-11-30,18,14.8,23.8,24.2,22,19.8,22.4,20.6,24,19.4,6.25,5.3,5.85,5.15,-222.90624,-136.9056,-227.96832,"Pozzo_3",-10.6
"1126",2017-12-01,0.6,0.4,1.6,1.8,0.4,0.8,0.4,0.2,0.4,0.4,3.95,3.65,3.35,3.6,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-10.6
"1127",2017-12-02,0.8,1,1,1.2,0,0.6,0.4,0.4,1.2,0.2,5.35,4,4.3,4.65,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.5
"1128",2017-12-03,0,0,0,0,0.2,0,0.2,0,0,0,5.35,3.1,3.2,3.65,-174.3469736,-179.3862243,-179.4349086,"Pozzo_3",-8.9
"1129",2017-12-04,0,0,0,0,0,0,0,0,0,0,5,4.25,3.55,3.75,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-8.8
"1130",2017-12-05,0.2,0,0,0,0,0,0.2,0,0,0.2,6.95,7.9,6.4,3.8,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-8.8
"1131",2017-12-06,0.4,0,0.2,0,0.2,0.2,0,0,0.4,0,6.85,8.15,6.7,4.95,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-8.7
"1132",2017-12-07,0,0,0,0.2,0.2,0.2,0.4,0,0,0.2,6.9,7.85,7.1,5.05,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-8.8
"1133",2017-12-08,1.4,0.6,1.4,0.2,0,2.2,1,0.6,0.6,0.8,8.75,10.05,8.5,6.1,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-8.8
"1134",2017-12-09,1.6,1.2,0.8,1.2,2.8,0.6,0.4,1.4,1.2,2,3.8,3.95,2.9,3.05,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-8.9
"1135",2017-12-10,0,0,0,0,0,0,0,0,0,0,4.5,5.55,4.1,3.2,-174.3469736,-179.3862243,-179.4349086,"Pozzo_3",-9.3
"1136",2017-12-11,10.4,3,3,10.2,24.2,10,6,2.4,15,2.4,12.4,12.95,11.8,14.2,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.1
"1137",2017-12-12,9.4,3.6,13.8,10.2,5.6,4,6.2,7.8,3,3.4,10.6,10.7,9.75,11.8,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-8.7
"1138",2017-12-13,14.4,15.6,12,11.4,17.2,14.4,15.2,13.8,14.8,16.8,8.15,8.2,8.15,8.65,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-8.6
"1139",2017-12-14,1.2,3.4,0.6,1.8,1,3.2,1.8,1.4,1.4,0.8,9.3,10.1,8.6,9.8,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-8.9
"1140",2017-12-15,1.4,2.4,0.6,0.4,0.2,0.6,0.2,2.2,0.4,0.6,9.3,9.7,8.85,8.55,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9
"1141",2017-12-16,5.2,5.2,8.8,4.2,12,4.4,4.8,21.2,4,13.2,5.1,6,5.1,4.85,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.2
"1142",2017-12-17,2.8,13,0.8,1,11.8,6.8,15.2,3,12.2,9,5.55,4.55,3.6,3.75,-174.3469736,-179.3862243,-179.4349086,"Pozzo_3",-9.2
"1143",2017-12-18,0,0,0,0,1.6,0,0.2,0.6,0.4,0.2,2.9,4.15,2.45,1.8,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.5
"1144",2017-12-19,0,0,0,0,0,0.2,0.2,0.2,0,0,3.4,2.6,1.95,0.75,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-8.8
"1145",2017-12-20,0,0,0,0.2,0,0,0.2,0,0,0.2,3.65,2.6,2.5,2.35,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-8.9
"1146",2017-12-21,0,0,0,0,0,0,0,0,0,0.2,4.75,3.15,2.8,2.15,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9
"1147",2017-12-22,0,0,0,0,0,0,0,0,0,0,6.25,6.5,7.25,3.85,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.4
"1148",2017-12-23,0,0,0,0,0,0,0.2,0,0,0,10.2,9.75,8.95,4.45,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.4
"1149",2017-12-24,0,0,0,0,0,0,0.2,0.2,0,0.2,7.6,7.95,7.45,4.45,-174.3469736,-179.3862243,-179.4349086,"Pozzo_3",-9.1
"1150",2017-12-25,0,0,0,0,0,0,0,0,0,0,9.1,9.6,8.8,8.9,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.4
"1151",2017-12-26,0,0,0,0,0.2,0,0,0,0,0,8.9,10,8.7,9.45,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.8
"1152",2017-12-27,11.8,5.6,4.2,15.4,10.2,5.8,5.8,4.4,8,4.6,7.55,8.15,6.9,8.95,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.8
"1153",2017-12-28,40.8,19.4,26.2,31.6,35,28.2,28,19.2,30.4,20,3.7,3.75,3.2,4.4,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.6
"1154",2017-12-29,0.8,2.4,0.4,1.6,4.8,0.4,0.4,1.8,2.6,1,5.3,4.5,4.25,4.15,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.1
"1155",2017-12-30,1.2,0.6,1.6,0.4,0,1.2,0.6,0,0.4,0.2,3.9,6.6,4.4,4.1,-183.5231301,-188.8276046,-188.8788512,"Pozzo_3",-9.2
"1156",2017-12-31,1.6,1,1.2,1.2,0.6,2,1.8,0.8,2,1.2,8.45,10.4,9.15,8,-174.3469736,-179.3862243,-179.4349086,"Pozzo_3",-9.6
"1157",2018-01-01,3,0.6,1.6,3.4,1.4,0.6,0.4,0.8,1.2,0.2,9.35,10.05,9.8,8.6,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-8.7
"1158",2018-01-02,6.2,7,8.4,6,5.4,8.2,8,9.6,7.6,5.8,9.8,9.15,9,6.9,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.3
"1159",2018-01-03,0,0,0.2,0,0.2,0,0,0,0.2,0.2,8.55,9.75,8.85,7.05,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-8.9
"1160",2018-01-04,0,0.2,2.2,4,0,0,0,0.2,0,0.4,9.15,10.05,8.8,4.85,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.3
"1161",2018-01-05,0.8,1.2,0.4,0.2,1,1.4,1.4,0.8,1,0.8,9.4,11.7,10.15,7.5,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.7
"1162",2018-01-06,0.2,0,0,0,0,0,0.2,0,0.2,0.2,10.65,11.1,10.25,9.35,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.2
"1163",2018-01-07,0,0,0,0,0.2,0.2,0.2,0,0,0.2,12.5,11.75,11.15,10.05,-178.8771746,-194.3331546,-178.6619388,"Pozzo_3",-9.6
"1164",2018-01-08,0,0,0,0,0,0,0,0,0,0,14.15,14.1,12.45,10.7,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9
"1165",2018-01-09,7.4,0.4,4.6,3.2,0.2,0.2,0.4,2.8,4.2,1.4,10.2,9.95,9.45,11.45,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.1
"1166",2018-01-10,4.8,4.4,3.6,6,5.8,3.8,5.2,9.4,9.2,5.8,7.25,8.45,7.6,7.35,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.4
"1167",2018-01-11,1.2,0,0,0.6,4,0.2,1.8,0,0.4,2.4,6.45,5.9,5.45,7.25,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.2
"1168",2018-01-12,9.4,10,2.8,1.8,10.6,7.6,9.4,1.4,4.8,13.2,7.8,5.9,7.05,7.6,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-8.9
"1169",2018-01-13,0,0,0,0,0,0,0,0,0,0,7.3,5.45,6.05,5.2,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9
"1170",2018-01-14,0,0,0,0,0.2,0,0.2,0,0,0,5.65,4.8,4.35,4.35,-178.8771746,-194.3331546,-178.6619388,"Pozzo_3",-8.9
"1171",2018-01-15,0.2,0,0,0,0.2,0,0,0,0.2,0,6.5,6.05,4.6,4.6,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.1
"1172",2018-01-16,2.4,1.2,1.8,1.4,0.4,2.4,2,2.8,1.2,2.2,9.35,9.95,8.95,7.6,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.5
"1173",2018-01-17,2,2.6,313,14,0.2,1.2,0.4,3.6,0.8,1.6,9.25,7.95,7.9,7.6,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.4
"1174",2018-01-18,0,0,29.8,1.6,0,0,0,0,0,0,6.45,6.5,5.65,4.15,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.1
"1175",2018-01-19,0,0,0,0,0,0,0,0,0,0,7.8,9.05,7.4,5.3,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.1
"1176",2018-01-20,0,0,0,0,0,0.2,0,0,0,0,8.6,8.15,7.85,6.5,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.2
"1177",2018-01-21,5.6,2.8,5.4,3,2.6,4.4,2.6,5.4,3,1.2,10.5,10.05,9.95,8.7,-178.8771746,-194.3331546,-178.6619388,"Pozzo_3",-9.1
"1178",2018-01-22,0,0,0,0,0,0.2,0.4,0,0,0.2,7,6.55,5.2,4.1,-188.2917627,-204.5612154,-188.0651988,"Pozzo_3",-9.2
