"","Date","Rainfall_Gallicano","Rainfall_Pontetetto","Rainfall_Monte_Serra","Rainfall_Orentano","Rainfall_Borgo_a_Mozzano","Rainfall_Piaggione","Rainfall_Calavorno","Rainfall_Croce_Arcana","Rainfall_Tereglio_Coreglia_Antelminelli","Rainfall_Fabbriche_di_Vallico","Temperature_Orentano","Temperature_Monte_Serra","Temperature_Ponte_a_Moriano","Temperature_Lucca_Orto_Botanico","Volume_POL","Volume_CC1","Volume_CC2","Volume_CSA","Volume_CSAL","Hydrometry_Monte_S_Quirico","Hydrometry_Piaggione","CoS","DIEC","LT2","PAG","SAL","imp1","imp2","imp3","imp4","imp5","Season"
"2212",2016-01-21,0,0,0.2,0.2,0,0,0,0,0,0,4.25,3.3,5.1,3.7,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.36,-0.53,5.07,3.41,12.508,1.21,5.2175,5.07,3.41,12.51,1.21,5.25,"Winter"
"2213",2016-01-22,0,0,0,0,0,0,0,0,0,0,4.5,2.3,5.9,4.7,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.33,-0.77,5.12,3.54,12.507,1.2,5.22875,5.12,3.54,12.51,1.2,5.25,"Winter"
"2214",2016-01-23,0,0,0,0.2,0,0,0.2,0,0,0,2.25,3.05,4.05,2.65,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.31,-0.98,5.19,3.66,12.506,1.22,5.24,5.19,3.66,12.51,1.22,5.24,"Winter"
"2215",2016-01-24,0,0.2,0,0,0,0,0,0,0,0,3.7,6.25,6.1,4.55,-6347.2464,-16904.376,-10933.8768,-4712.337097,-4730.724194,0.28,-0.99,5.23,3.74,12.505,1.23,5.27,5.23,3.74,12.505,1.23,5.27,"Winter"
"2216",2016-01-25,0.2,0.2,0,0.2,0,0,0,0,0,0.2,4.9,4.75,6.25,4.6,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.28,-0.99,5.2,3.8,12.504,1.27,5.3,5.2,3.8,12.502,1.27,5.3,"Winter"
"2217",2016-01-26,0,0,1,0.2,0,0,0.2,0,0,0,8.95,6.2,9.75,9.55,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.27,-1,5.19,3.83,12.503,1.38,5.33,5.19,3.83,12.5005882352941,1.38,5.33,"Winter"
"2218",2016-01-27,0,1.2,4.2,0,0,0,0,0,0.2,0.4,11.4,6.85,11.15,11.35,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.27,-1,5.14,3.86,12.502,1.44,5.34,5.14,3.86,12.5001538461538,1.44,5.34,"Winter"
"2219",2016-01-28,0,2.6,8.2,1,0.8,1.2,0.2,0,0.6,2.8,10.85,13.4,11.35,11.15,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.27,-0.95,5.11,3.88,12.501,1.47,5.37,5.11,3.88,12.5000389105058,1.47,5.37,"Winter"
"2220",2016-01-29,0.2,0.4,1.4,1.2,0.2,0.4,0.4,0,22,1,11.3,9.5,11.8,11.9,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.27,-0.95,5.13,3.9,12.5,1.5,5.4,5.13,3.9,12.5,1.5,5.4,"Winter"
"2221",2016-01-30,5.8,3,8.6,1,11,8.8,8.8,0.2,14.6,8.4,12.05,8.5,11.7,12.5,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.28,-0.94,5.19,3.9,12.4878947368421,1.54,5.43,5.19,3.9,12.5000097560976,1.54,5.43,"Winter"
"2222",2016-01-31,8.6,1.6,12,0,12.8,10.4,10.4,0.8,0.2,16.2,12.45,8.6,12.3,12.85,-6347.2464,-16904.376,-10933.8768,-4712.337097,-4730.724194,0.32,-0.92,5.16,3.9,12.4757894736842,1.59,5.43,5.16,3.9,12.5000097560976,1.59,5.43,"Winter"
"2223",2016-02-01,3.2,3.4,0.2,7,10.6,10.4,6.4,0,2.2,7.6,12.3,10.55,14.5,13.6,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.39,-0.87,5.13,3.88,12.4636842105263,1.55,5.43,5.13,3.88,12.5000097560976,1.55,5.43,"Winter"
"2224",2016-02-02,0.2,1.8,4.4,1.4,0.2,0.6,0.4,0,13.2,0.8,9.05,8.1,10.5,10.3,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.35,-0.8,5.15,3.87,12.4515789473684,1.52,5.45,5.15,3.87,12.5000097560976,1.52,5.45,"Winter"
"2225",2016-02-03,2,2.4,2.2,1.6,2.8,3,1.8,0,0,3.8,10.5,5.2,10.65,10.95,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.34,-0.85,5.06,3.87,12.4394736842105,1.59,5.42,5.06,3.87,12.4995516569201,1.59,5.42,"Winter"
"2226",2016-02-04,20,1.6,0.2,1,14,10,22,0.8,0,20.6,8.2,4.15,8.5,8.8,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.41,-0.85,5.06,3.86,12.4273684210526,1.55,5.45,5.06,3.86,12.4982170542636,1.55,5.45,"Winter"
"2227",2016-02-05,0,0,0,0,0,0,0,0,0,0,6.8,5.85,8.1,7.5,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.38,-0.86,5.09,3.88,12.4152631578947,1.53,5.47,5.09,3.88,12.4930303030303,1.53,5.47,"Winter"
"2228",2016-02-06,0.2,0,0.2,0,0,0,0,0,45,0,6.7,5.65,8.3,7.45,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.36,-0.87,5.14,3.88,12.4031578947368,1.51,5.49,5.14,3.88,12.4744444444444,1.51,5.49,"Winter"
"2229",2016-02-07,19.4,3.6,6.4,6.4,13.2,10.4,14.6,0,28.8,25.8,10.6,5.7,11.15,10.35,-5922.8928,-15573.0384,-10158.2208,-3153.606897,-7464.346552,0.47,-0.47,5.09,3.81,12.3910526315789,1.61,5.49,5.09,3.81,12.4233333333333,1.61,5.49,"Winter"
"2230",2016-02-08,80.8,18,12.6,2,37.2,35.6,55.8,2,60.2,89,12.25,5.9,11.65,12.1,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,1.07,1.41,5.02,3.16,12.3789473684211,1.5,5.39,5.02,3.16,12.3466666666667,1.5,5.39,"Winter"
"2231",2016-02-09,5.6,5.8,7.2,2.2,9.8,10.4,10.2,0,15,5.8,13.2,8.15,13,13.95,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.84,0.69,4.95,2.9,12.3668421052632,1.47,5.42,4.95,2.9,12.2955555555556,1.47,5.42,"Winter"
"2232",2016-02-10,77.2,21.8,0.4,10.2,72.6,55.6,75.8,17.6,0.6,128.2,8.85,6.6,9.3,9.4,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,1.41,2.49,4.89,1.99,12.3547368421053,1.14,5.42,4.89,1.99,12.2769696969697,1.14,5.42,"Winter"
"2233",2016-02-11,1.4,0,5,0,0,0,0,0.4,34.2,0,7.25,4.3,8.45,7.9,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.91,0.86,4.95,2.04,12.3426315789474,1.18,5.42,4.95,2.04,12.2710769230769,1.18,5.42,"Winter"
"2234",2016-02-12,16.2,28.2,40.2,32.2,17.2,23.2,15,0.4,3.8,17.8,8.9,4.3,8.4,8.95,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.8,0.51,4.89,2.27,12.3305263157895,0.94,5.42,4.89,2.27,12.2693023255814,0.94,5.42,"Winter"
"2235",2016-02-13,23.8,16.2,17.2,13.2,23.2,15.6,23.4,2.2,19.4,25.2,8.3,4.7,8.2,8.9,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.81,0.52,4.82,2.33,12.3184210526316,0.9,5.47,4.82,2.33,12.2693023255814,0.9,5.47,"Winter"
"2236",2016-02-14,21.6,26.6,20.8,20.8,29,28.6,20.2,0,10.2,27,11.1,5.25,11.15,11.65,-5922.8928,-15573.0384,-10158.2208,-3153.606897,-7464.346552,0.9,0.8,4.74,2.27,12.3063157894737,0.78,5.37666666666667,4.74,2.27,12.2693023255814,0.78,5.3875,"Winter"
"2237",2016-02-15,7.2,11.6,14.2,13.2,10.4,11.6,9.8,2,20.2,7.8,7.7,3.6,8.1,7.9,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.84,0.64,4.66,2.24,12.2942105263158,0.87,5.28333333333333,4.66,2.24,12.2693023255814,0.87,5.24,"Winter"
"2238",2016-02-16,31.2,24.8,35.4,32.4,32.4,24,33,35.4,14,35.2,11,5.85,11.5,11.25,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.85,0.69,4.69,2.27,12.2821052631579,0.58,5.19,4.69,2.27,12.2693023255814,0.58,5.19,"Winter"
"2239",2016-02-17,9.2,11.4,8,14.8,19.2,15.4,15.8,29.2,0,14.8,8.9,3.05,9.1,8.35,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.83,0.62,4.66,2.26,12.27,0.62,5.11,4.66,2.26,12.27,0.62,5.11,"Winter"
"2240",2016-02-18,0.2,0.2,0,0.6,0,0,0,0,15,0.2,7.2,3.45,8.95,8.3,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.74,0.35,4.63,2.35,12.2571428571429,0.8,5.07,4.63,2.35,12.2672727272727,0.8,5.07,"Winter"
"2241",2016-02-19,4.4,3.4,4,2.6,6.4,4,3.4,0,2.6,5.2,9.55,2.55,9.15,9.55,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.67,0.12,4.57,2.46,12.2442857142857,0.87,5.08,4.57,2.46,12.26,0.87,5.08,"Winter"
"2242",2016-02-20,7.8,8.8,9.6,12.2,11.8,7.8,12.6,1,0,13.6,7.45,3.25,8.4,8.05,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.63,0,4.65,2.57,12.2314285714286,0.81,5.12,4.65,2.57,12.24,0.81,5.12,"Winter"
"2243",2016-02-21,0,0,0,0,0,0,0,0,2.8,0.4,8.75,4.55,8.9,9.7,-5922.8928,-15573.0384,-10158.2208,-3153.606897,-7464.346552,0.59,-0.15,4.66,2.66,12.2185714285714,0.91,5.16,4.66,2.66,12.21,0.91,5.16,"Winter"
"2244",2016-02-22,0,0,0.4,0,0,0,0,0,21.4,0,10.55,6.95,10.85,10.9,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.56,-0.26,4.57,2.74,12.2057142857143,1.07,5.17,4.57,2.74,12.19,1.07,5.17,"Winter"
"2245",2016-02-23,34.6,18.4,19,11,26,25.6,25.2,1.8,1.6,35.6,12.1,6.4,10.3,11.45,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.68,0.15,4.5,2.68,12.1928571428571,1.05,5.24,4.5,2.68,12.1782352941176,1.05,5.24,"Winter"
"2246",2016-02-24,4.6,2.2,3.4,0,1.6,2.4,2.2,0,15.6,2.4,12.8,7.15,12.1,12.9,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.67,0.12,4.44,2.63,12.18,1.09,5.22,4.44,2.63,12.18,1.09,5.22,"Winter"
"2247",2016-02-25,6.6,0.2,32.4,4,11,1.8,7.6,0.4,0.2,13.4,9.4,5.05,8.6,9.6,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.65,0.07,4.39,2.65,12.15,1.08,5.25,4.39,2.65,12.1633333333333,1.08,5.25,"Winter"
"2248",2016-02-26,2,10,1.4,17.6,8.6,13.4,3.8,0.2,35.6,5.4,9.55,4.15,9.25,9.15,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.63,0,4.39,2.67,12.12,0.99,5.26,4.39,2.67,12.13,0.99,5.26,"Winter"
"2249",2016-02-27,4.6,1.8,28.4,6,2.6,3.2,3.6,0.2,48.2,8.8,9.55,4.05,10,8.4,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.6,-0.17,4.46,2.74,12.09,1.02,5.29,4.46,2.74,12.08,1.02,5.29,"Winter"
"2250",2016-02-28,52.4,45,40.6,25.2,69.6,43.4,48.6,0.6,15.2,54.6,10.55,4.85,12,11.05,-5922.8928,-15573.0384,-10158.2208,-3153.606897,-7464.346552,1.04,1.28,4.37,2.34,12.06,0.59,5.19,4.37,2.34,12.0466666666667,0.59,5.19,"Winter"
"2251",2016-02-29,27.6,24.8,22.2,0,33.2,28.8,27,60,0.2,33.8,8.8,4.7,10.55,9.85,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,1.12,1.49,4.2,1.97,12.03,0.49,5.02,4.2,1.97,12.03,0.49,5.02,"Winter"
"2252",2016-03-01,14.4,11,0.2,11.6,10.6,7.8,10.8,0.2,11.4,15.2,9.85,5.6,11.45,10.85,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.93,0.94,4.21,1.98,12.0222222222222,0.7,4.91,4.21,1.98,12.0345454545455,0.7,4.91,"Spring"
"2253",2016-03-02,0,0,0.4,0.2,0,0,0,0,2.2,0,9.8,6.4,10.85,10.8,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.78,0.5,4.2,2.13,12.0144444444444,0.9,4.9,4.2,2.13,12.0323529411765,0.9,4.9,"Spring"
"2254",2016-03-03,25.6,3.4,1.8,2.8,14,13.8,13.6,6.4,2.4,12.2,9.2,4.75,9.1,10.5,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.76,0.45,4.12,2.21,12.0066666666667,1.11,4.91,4.12,2.21,12.0222222222222,1.11,4.91,"Spring"
"2255",2016-03-04,0,0,1,0,0,0,0,3,26.2,0,6.75,3.8,6.95,7.8,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.68,0.16,4.13,2.34,11.9988888888889,1.1,4.98,4.13,2.34,12.0066666666667,1.1,4.98,"Spring"
"2256",2016-03-05,11,5.2,12.2,0,4.6,5.6,4.6,0,17,11,10.85,5.1,10.65,10.9,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.68,0.21,4.18,2.42,11.9911111111111,1.15,5.04,4.18,2.42,11.9833333333333,1.15,5.04,"Spring"
"2257",2016-03-06,49.8,13.2,1.2,13,39.6,23.4,32.6,1.6,0,30.8,9.9,2.65,9.55,10.55,-5150.52,-15481.9296,-9201.168,-2425.41129,-9022.885484,0.86,0.75,4.18,2.27,11.9833333333333,1.03,5.07,4.18,2.27,11.9677777777778,1.03,5.07,"Spring"
"2258",2016-03-07,13.2,0,0,0.4,1.8,0,6.6,0.4,15.4,3.4,8.6,2.85,8.4,8.65,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.75,0.4,4.16,2.33,11.9755555555556,1.13,5.08,4.16,2.33,11.9621212121212,1.13,5.08,"Spring"
"2259",2016-03-08,11,18.8,0.4,10.2,17.8,20.6,12.6,7.6,0,9,5.2,1.05,5.1,5.85,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.71,0.19,4.16,2.42,11.9677777777778,0.85,5.12,4.16,2.42,11.9598461538462,0.85,5.12,"Spring"
"2260",2016-03-09,6.6,9.6,15,14.2,8,7.6,5.8,24.4,0,14,7.25,1.6,8.1,7.9,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.65,0,4.09,2.5,11.96,0.8,5.11,4.09,2.5,11.96,0.8,5.11,"Spring"
"2261",2016-03-10,0,0,12.4,0,0,0,0,4.2,0,0,9.75,5,9.65,10.5,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.6,-0.13,4.1,2.58,11.9583333333333,0.96,5.14,4.1,2.58,11.9594117647059,0.96,5.14,"Spring"
"2262",2016-03-11,0,0,0.4,0,0,0.4,0,11.4,0,0.4,11.1,5.8,10.35,11.55,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.55,-0.32,4.16,2.68,11.9566666666667,1.08,5.17,4.16,2.68,11.958,1.08,5.17,"Spring"
"2263",2016-03-12,0,0,0,0,0,0,0,2.8,0.2,0,12.15,6.7,10.95,12.1,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.52,-0.44,4.26,2.77,11.955,1.19,5.23,4.26,2.77,11.955,1.19,5.23,"Spring"
"2264",2016-03-13,0,0,0,0,0,0,0,0.6,0,0,10.65,5.9,9.75,11.75,-5150.52,-15481.9296,-9201.168,-2425.41129,-9022.885484,0.49,-0.54,4.32,2.85,11.9533333333333,1.27,5.27,4.32,2.85,11.952,1.27,5.27,"Spring"
"2265",2016-03-14,0,0,0,0,0,0,0,1,0,0,9.75,5.9,9.2,10.9,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.49,-0.65,4.27,2.93,11.9516666666667,1.32,5.32,4.27,2.93,11.9505882352941,1.32,5.32,"Spring"
"2266",2016-03-15,0,0,0,0,0,0,0,0.4,0,0,8.15,4.3,8,8.65,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.44,-0.81,4.27,3.02,11.95,1.38,5.35,4.27,3.02,11.95,1.38,5.35,"Spring"
"2267",2016-03-16,0,0,0,0,0,0,0,2.4,0,0,9.6,5.3,9.75,11.05,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.42,-0.84,4.28,3.1,11.9275,1.42,5.41,4.28,3.1,11.9474242424242,1.42,5.41,"Spring"
"2268",2016-03-17,0,0,0,0,0,0,0,13.6,0,0.2,10.65,6.2,10.8,12.4,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.45,-0.83,4.32,3.13,11.905,1.46,5.47,4.32,3.13,11.9394117647059,1.46,5.47,"Spring"
"2269",2016-03-18,0,0,0,0,0,0,0,1.6,0,0,11.35,7.2,12,11.3,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.4,-0.88,4.34,3.18,11.8825,1.5,5.52,4.34,3.18,11.914,1.5,5.52,"Spring"
"2270",2016-03-19,0,0,0,0,0,0,0,0,1.2,0,9.95,7.2,10.7,10.9,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.38,-0.88,4.45,3.21,11.86,1.57,5.57,4.45,3.21,11.86,1.57,5.57,"Spring"
"2271",2016-03-20,0,0,3.6,0,0,0,0,0,2.4,0,9.95,7.05,11.15,10.9,-5150.52,-15481.9296,-9201.168,-2425.41129,-9022.885484,0.38,-0.89,4.5,3.23,11.8375,1.58,5.62,4.5,3.23,11.806,1.58,5.62,"Spring"
"2272",2016-03-21,2.6,3.2,4.4,5.4,3,3,2,0.6,0,3.8,12.75,7.8,13.25,12.4,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.38,-0.9,4.43,3.26,11.815,1.58,5.65,4.43,3.26,11.7805882352941,1.58,5.65,"Spring"
"2273",2016-03-22,0.6,0.2,0,0.6,0.4,0.2,0.8,1.4,0,0.6,11.9,9.7,14.3,13.5,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.36,-0.9,4.4,3.28,11.7925,1.57,5.7,4.4,3.28,11.7748484848485,1.57,5.7,"Spring"
"2274",2016-03-23,0,0,0,0,0,0,0,3.2,0,0,12.05,5.5,9.7,11.5,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.34,-0.92,4.4,3.29,11.77,1.6,5.66,4.4,3.29,11.77,1.6,5.66,"Spring"
"2275",2016-03-24,0,0,0,0,0,0,0,0.4,0,0,10.9,5.95,9.05,10.5,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.34,-0.93,4.53,3.32,11.7933333333333,1.65,5.77,4.53,3.32,11.7782352941176,1.65,5.77,"Spring"
"2276",2016-03-25,0,0,0,0,0,0,0,0,0,0,9.85,6.95,10.65,10.5,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.31,-0.93,4.62,3.34,11.8166666666667,1.66,5.81,4.62,3.34,11.798,1.66,5.81,"Spring"
"2277",2016-03-26,0,0,0,0,0,0,0,0,0,0,11.25,8.3,11.65,11.35,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.28,-0.94,4.67,3.33,11.84,1.71,5.86,4.67,3.33,11.84,1.71,5.86,"Spring"
"2278",2016-03-27,0,0,5.2,0,0,0,0,0,4.4,0,9.55,7.65,11,11.45,-5150.52,-15481.9296,-9201.168,-2425.41129,-9022.885484,0.27,-0.93,4.7,3.31,11.8633333333333,1.69,5.89,4.7,3.31,11.9066666666667,1.69,5.89,"Spring"
"2279",2016-03-28,5.2,2,4.2,6.2,3.8,4,3.6,0,0,7,14,6.9,13.15,14,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.27,-0.93,4.61,3.31,11.8866666666667,1.67,5.88,4.61,3.31,11.9066666666667,1.67,5.88,"Spring"
"2280",2016-03-29,1.6,0.2,0,0.6,2.2,2.2,2.2,0,0,2.8,14,8.65,14.2,14.7,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.3,-0.94,4.61,3.35,11.91,1.7,5.89,4.61,3.35,11.91,1.7,5.89,"Spring"
"2281",2016-03-30,0,0,0,0,0,0,0,0,0,0,14.55,9.2,14.65,14.95,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.29,-0.94,4.66,3.39,11.9,1.73,5.96,4.66,3.39,11.9,1.73,5.96,"Spring"
"2282",2016-03-31,0,0,0,0,0,0,0,0,0,0,15.25,10.65,15.6,16.6,-5421.6,-16296.768,-9685.44,-2553.064516,-9497.774194,0.31,-0.82,4.65,3.37,11.8914285714286,1.73,5.97,4.65,3.37,11.9033333333333,1.73,5.97,"Spring"
"2283",2016-04-01,0,0,0,0,0,0,0,0,0,0,16.45,12.4,16.4,16.95,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.31,-0.95,4.7,3.41,11.8828571428571,1.76,5.97,4.7,3.41,11.9033333333333,1.76,5.97,"Spring"
"2284",2016-04-02,0,0,0,0,0,0,0,0,0,0,17.15,15.45,18.5,18.45,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.29,-0.96,4.8,3.43,11.8742857142857,1.79,5.97,4.8,3.43,11.8875,1.79,5.97,"Spring"
"2285",2016-04-03,0,0,0,0,0,0,0,0,0,0,15.95,14.5,17.6,17.25,-5516.5968,-15579.6048,-9481.0608,-2461.925,-9004.416667,0.28,-0.96,4.87,3.45,11.8657142857143,1.8,5.97,4.87,3.45,11.86,1.8,5.97,"Spring"
"2286",2016-04-04,0,0,0,0,0,0,0,0,0,0,16.75,13.25,16.8,17.25,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.28,-0.96,4.84,3.45,11.8571428571429,1.81,5.98,4.84,3.45,11.8466666666667,1.81,5.98,"Spring"
"2287",2016-04-05,0,0,0,0,0,0,0,0,0,0,17.1,13.45,18.05,17.95,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.28,-0.97,4.79,3.47,11.8485714285714,1.79,5.99,4.79,3.47,11.8418181818182,1.79,5.99,"Spring"
"2288",2016-04-06,0,0,0,0,0,0,0,0,0,0,17.45,16.75,19.1,18.5,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.27,-0.99,4.78,3.49,11.84,1.82,6,4.78,3.49,11.84,1.82,6,"Spring"
"2289",2016-04-07,0,0,0,0,0,0,0,0,0,0,16.55,16.4,17.5,18.05,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.27,-1.01,4.82,3.51,11.8433333333333,1.84,6.01,4.82,3.51,11.8411764705882,1.84,6.01,"Spring"
"2290",2016-04-08,0,0,0,0,0,0,0,0,0.2,0,14.35,9.9,14.4,15.4,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.28,-0.99,4.82,3.52,11.8466666666667,1.83,6.02,4.82,3.52,11.844,1.83,6.02,"Spring"
"2291",2016-04-09,0,0,0,0,0,0,0,1.8,0,0,11,6.05,11.05,12.2,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.24,-1,4.9,3.54,11.85,1.87,6.03,4.9,3.54,11.85,1.87,6.03,"Spring"
"2292",2016-04-10,0.2,0,0,0,0,0,0.2,0,0,0,11.45,8,11.55,12.7,-5516.5968,-15579.6048,-9481.0608,-2461.925,-9004.416667,0.23,-1.01,4.98,3.55,11.8533333333333,1.9,6.05,4.98,3.55,11.856,1.9,6.05,"Spring"
"2293",2016-04-11,0,0,0,0,0,0,0,0,0,0,13.2,10.1,14.1,14.45,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.19,-1.01,4.98,3.57,11.8566666666667,1.91,6.05,4.98,3.57,11.8588235294118,1.91,6.05,"Spring"
"2294",2016-04-12,0,0,0,0,0,0,0,0,0,0,14.45,10.95,14.75,15.55,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.18,-1.01,4.96,3.58,11.86,1.92,6.07,4.96,3.58,11.86,1.92,6.07,"Spring"
"2295",2016-04-13,0,0,0,0.2,0,0,0,0,0.8,0,15.65,11,15.35,15.9,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.2,-1.01,4.96,3.59,11.87,1.91,6.09,4.96,3.59,11.8596923076923,1.91,6.09,"Spring"
"2296",2016-04-14,0.8,0,0.2,0,1.2,0.2,2.2,0.2,0,1.4,15,9.35,14.05,15.7,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.19,-1,4.98,3.6,11.88,1.93,6.11,4.98,3.6,11.8627272727273,1.93,6.11,"Spring"
"2297",2016-04-15,0,0,0,0,0,0,0,0,0,0,14.1,11.25,14.7,15.55,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.2,-1.01,5.02,3.61,11.89,1.95,6.12,5.02,3.61,11.87,1.95,6.12,"Spring"
"2298",2016-04-16,0,0,0,0,0,0,0,0,0,0,15.35,11.4,14.7,15.9,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.18,-1.02,5.1,3.62,11.9,1.98,6.15,5.1,3.62,11.89,1.98,6.15,"Spring"
"2299",2016-04-17,0,0,0,0,0,0,0,0,0,0,17.35,12.65,17.35,18.2,-5516.5968,-15579.6048,-9481.0608,-2461.925,-9004.416667,0.19,-1.01,5.11,3.63,11.91,1.96,6.16,5.11,3.63,11.92,1.96,6.16,"Spring"
"2300",2016-04-18,0,0,0,0,0,0,0,0,0,0,16.05,10.15,15.15,17.3,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.19,-1.01,5.11,3.64,11.92,2,6.16,5.11,3.64,11.94,2,6.16,"Spring"
"2301",2016-04-19,0,0,0,0,0,0,0,0,0,0,15.65,10.1,14.7,16.35,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.16,-1.03,5.22,3.65,11.93,2,6.18,5.22,3.65,11.9472727272727,2,6.18,"Spring"
"2302",2016-04-20,0,0,0,0,0,0,0,0,0,0,15.15,13.6,17.25,16.65,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.17,-1.02,5.24,3.67,11.94,2.03,6.21,5.24,3.67,11.9483846153846,2.03,6.21,"Spring"
"2303",2016-04-21,0,0,0,0,0,0,0,0,0.4,0,14.7,12.9,16.65,16.35,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.2,-1.03,5.23,3.68,11.95,2.04,6.22,5.23,3.68,11.95,2.04,6.22,"Spring"
"2304",2016-04-22,0,0,0,0,0,0,0,0,11.8,0,15.9,10.1,15.75,16.6,-5806.944,-16399.584,-9980.064,-2591.5,-9478.333333,0.2,-1.02,5.21,3.69,11.9328571428571,2.01,6.23,5.21,3.69,11.9463636363636,2.01,6.23,"Spring"
