"","Date","Volume_Pozzo_1","Volume_Pozzo_2","Volume_Pozzo_3","Volume_Pozzo_4","Volume_Pozzo_5.6","Volume_Pozzo_7","Volume_Pozzo_8","Volume_Pozzo_9","Temperature_Monteporzio","Temperature_Velletri","imp_rain_velletri","imp_rain_monteporzio","Year","Month","Day","Spring","Summer","Autumn","Winter","imp1","imp2","imp3","imp4","imp5","imp6","imp7","imp8","imp9","snow.yes","snow.no"
"1864",2017-07-08,809.1,3019.03,3378.74,3089.34,6742.87,2489.11,3366.22,2717.14,25.5,26.3,0,0,"2017","7","8","0","1","0","0",34.6333333333333,95.24,116.17,98.35,100.61,90.52,94.63,96.76,104.76,"0","1"
"1865",2017-07-09,404.1,1507.93,1688.18,1543.54,3370.68,1241.21,1682.35,1426.28,27.05,28,0,0,"2017","7","9","0","1","0","0",34.6333333333333,95.24,116.17,98.35,100.61,90.52,94.63,96.76,104.76,"0","1"
"1866",2017-07-10,927,3474.18,3880.8,3554.39,7760.27,2856.6,3876.19,3274.06,27.3,27.3,0,0,"2017","7","10","0","1","0","0",34.6333333333333,95.24,116.15,98.35,100.61,90.52,94.63,96.76,105.28,"0","1"
"1867",2017-07-11,924.7,3472.2,3875.44,3554.71,7760.7,2855.92,3874.32,3275.93,25.85,26.85,0,0,"2017","7","11","0","1","0","0",34.6333333333333,95.24,116.15,98.35,100.61,90.52,94.63,96.76,105.28,"0","1"
"1868",2017-07-12,762.41,2866.68,3200.26,2934.86,6410.41,2360.7,3199.97,2706.05,24.9,25.75,0,0,"2017","7","12","0","1","0","0",34.6333333333333,95.24,116.12,98.35,100.61,90.52,94.63,96.6625,105.28,"0","1"
"1869",2017-07-13,922.5,3470.36,3869.03,3555.97,7763.69,2863.08,3876.48,3275.03,26.95,27.8,0,0,"2017","7","13","0","1","0","0",34.6333333333333,95.24,116.12,98.35,100.61,90.52,94.63,96.4675,105.28,"0","1"
"1870",2017-07-14,962.68,3615.98,4029.08,3704.62,8093.3,2984.9,4040.14,3418.24,25.2,26.2,0,0,"2017","7","14","0","1","0","0",34.6333333333333,95.24,116.13,98.35,100.61,90.52,94.63,96.37,105.28,"0","1"
"1871",2017-07-15,757.08,2696.36,3002.04,2753.53,6024.24,2225.84,3007.01,2539.19,24.6,25.6,0,0,"2017","7","15","0","1","0","0",34.6333333333333,95.24,116.13,98.35,100.61,90.52,94.63,96.37,105.28,"0","1"
"1872",2017-07-16,239.65,605.09,500.29,464.08,1012.39,372.1,505.8,426.2,24.85,25.8,0,0,"2017","7","16","0","1","0","0",34.6333333333333,95.24,116.08,98.35,100.61,90.52,94.63,96.37,105.28,"0","1"
"1873",2017-07-17,414.68,3638.66,3999.28,3709.84,8086.36,2984.58,4040.06,3407.29,24.2,24.2,0,0,"2017","7","17","0","1","0","0",34.6333333333333,95.54,116.06,98.49,100.7,90.52,94.44,96.37,104.4,"0","1"
"1874",2017-07-18,1.69,3638.38,3994.63,3710.7,8085.85,2985.41,4040.57,3434.8,23.25,24.25,0,0,"2017","7","18","0","1","0","0",34.8,95.54,116.06,98.49,100.7,90.52,94.44,96.37,104.4,"0","1"
"1875",2017-07-19,1.55,3635.5,3989.27,3707.39,8080.13,2979.54,4036.79,3432.82,23.3,24.25,0,0,"2017","7","19","0","1","0","0",34.3,95.54,116.06,98.49,100.7,90.52,94.44,96.37,104.4,"0","1"
"1876",2017-07-20,1.22,3180.24,3488.11,3243.92,7070.18,2604.78,3531.56,3008.27,23.3,24.25,0,0,"2017","7","20","0","1","0","0",33.8,95.54,116.11,98.49,100.7,90.52,94.44,96.37,104.4,"0","1"
"1877",2017-07-21,1.98,3028.07,3319.63,3091.1,6736.07,2480.51,3366.76,2873.99,24.2,25.2,0,0,"2017","7","21","0","1","0","0",33.8,95.54,116.11,98.49,100.7,90.52,94.44,96.37,103.89,"0","1"
"1878",2017-07-22,1.84,3025.48,3149.53,2933.71,6398.6,2353.72,3028.79,2582.42,25.35,26.35,0,0,"2017","7","22","0","1","0","0",33.8,95.54,116.11,98.49,100.7,90.52,94.44,96.37,103.89,"0","1"
"1879",2017-07-23,201.17,1663.88,1822.82,1699.56,3704.76,1361.7,1851.19,1576.94,26.2,27.2,0,0,"2017","7","23","0","1","0","0",33.8,95.54,116.11,98.49,100.7,90.52,94.44,96.37,103.89,"0","1"
"1880",2017-07-24,1059.19,3627.65,3971.99,3705.37,8078.18,2980.01,4037.98,3415.14,24.35,24.35,4,0,"2017","7","24","0","1","0","0",33.8,95.54,116.11,98.49,100.7,90.52,94.44,96.37,104.39,"0","1"
"1881",2017-07-25,849.49,3174.41,3469.72,3241.98,7066.08,2617.24,3532.03,2980.3,23.15,23.35,8,0,"2017","7","25","0","1","0","0",34.105,95.54,116.11,98.49,100.7,90.52,94.44,96.37,104.74,"0","1"
"1882",2017-07-26,826.78,3173.51,3464.53,3241.15,7737.7,2623.46,3528,2969.32,21.5,22.35,5.33333333333333,0,"2017","7","26","0","1","0","0",34.59,95.54,116.1,98.49,100.7,90.52,94.44,96.37,104.74,"0","1"
"1883",2017-07-27,743.15,3328.52,3625.85,3394.76,7739.82,2728.94,3671.42,2949.19,21.4,22.2,2,0,"2017","7","27","0","1","0","0",34.8533333333333,95.53,115.98,98.56,100.92,90.52,95.07,96.37,104.74,"0","1"
"1884",2017-07-28,0.68,2270.52,2470.93,2318.47,4715.32,1741.64,2336.58,1976.72,22.25,23.25,0,0,"2017","7","28","0","1","0","0",35.02,95.53,115.94,98.56,100.92,90.77,95.07,96.37,104.74,"0","1"
"1885",2017-07-29,0.72,1663.7,1811.34,1700.24,4375.55,1370.12,1835.17,1553.76,24.45,25.35,0,0,"2017","7","29","0","1","0","0",34.52,95.53,115.94,98.56,100.92,90.77,95.07,96.37,104.44,"0","1"
"1886",2017-07-30,0.83,1812.49,1973.05,1852.99,5043.53,1493.53,1999.4,1695.64,24.45,25.35,0,0,"2017","7","30","0","1","0","0",34.52,95.53,115.98,98.56,100.92,90.77,95.07,96.37,104.34,"0","1"
"1887",2017-07-31,1.66,3475.08,3777.12,3551.58,8068.43,2862.58,3831.62,3250.91,27.5,28.5,0,0,"2017","7","31","0","1","0","0",34.02,95.55,115.98,98.56,100.92,90.77,95.07,96.37,104.34,"0","1"
"1888",2017-08-01,4.43,3325.07,3609.86,3400.38,8070.19,2739.67,3667.61,3110.9,28.75,29.75,0,0,"2017","8","1","0","1","0","0",34.02,95.55,116.07,98.56,100.92,90.77,95.07,96.37,104.34,"0","1"
"1889",2017-08-02,1.51,3322.91,3604.5,3398.18,7399.26,2735.46,3667.54,3112.56,28.2,29.05,0,0,"2017","8","2","0","1","0","0",34.02,95.55,116.07,98.56,100.92,90.77,95.07,96.37,104.34,"0","1"
"1890",2017-08-03,1.66,3472.96,3763.94,3554.14,7737.37,2855.41,3667.75,3124.08,29.15,30.15,0,0,"2017","8","3","0","1","0","0",34.02,95.55,116.07,98.56,100.92,90.77,95.07,96.37,104.34,"0","1"
"1891",2017-08-04,415.37,3017.27,3107.74,2937.78,7731.83,2354.44,3165.95,2704.03,28.2,29.2,0,0,"2017","8","4","0","1","0","0",35.85,95.63,116.09,98.56,100.92,90.77,95.07,96.37,104.34,"0","1"
"1892",2017-08-05,785.56,2713.39,2939.94,2782.69,7055.35,2230.78,2998.48,2548.87,28.7,29.7,0,0,"2017","8","5","0","1","0","0",35.24,95.75,116.09,98.56,100.92,90.77,95.07,96.37,104.34,"0","1"
"1893",2017-08-06,393.62,1356.77,1468.94,1391.54,5379.8,1113.55,1499.29,1271.27,27.55,28.4,0,0,"2017","8","6","0","1","0","0",35.24,95.77,116.2,98.56,100.92,90.77,95.07,96.37,104.85,"0","1"
"1894",2017-08-07,657.68,2563.52,2782.51,2628.76,6047.39,2099.74,2833.85,2395.55,28.3,29.3,0,0,"2017","8","7","0","1","0","0",35.24,95.77,116.44,98.56,100.92,90.77,95.07,96.37,105.36,"0","1"
"1895",2017-08-08,809.14,3162.92,3437.06,3244.36,7388.71,2586.92,3497.62,2952.54,27.2,28.2,0,0,"2017","8","8","0","1","0","0",35.24,95.77,116.6,98.56,100.92,90.77,95.07,96.37,105.36,"0","1"
"1896",2017-08-09,922.18,3616.99,3927.1,3708.97,8061.8,2958.59,3999.49,3369.78,27.5,28.4,0,0,"2017","8","9","0","1","0","0",35.24,95.77,116.6,98.56,100.92,90.77,95.07,96.37,105.36,"0","1"
"1897",2017-08-10,689.8,2710.66,2942.42,2780.06,6047.24,2217.53,2998.48,2526.7,28.5,29,0,0,"2017","8","10","0","1","0","0",35.24,95.79,116.6,98.56,100.92,90.77,95.07,96.37,105.36,"0","1"
"1898",2017-08-11,687.17,2710.94,2939.36,2780.78,6051.56,2220.48,2999.59,2525.15,24.4,25.05,0,0,"2017","8","11","0","1","0","0",35.735,95.95,116.62,98.69,101.04,90.77,95.2,96.37,105.6,"0","1"
"1899",2017-08-12,914,3616.27,3919.14,3707.86,8068.32,2967.66,3055.43,3365.53,19,23,0,0,"2017","8","12","0","1","0","0",35.4533333333333,95.95,116.62,98.69,101.04,90.86,95.2,96.37,105.6,"0","1"
"1900",2017-08-13,644.62,2564.64,2786.44,2627.42,7392.02,2097,0,2382.73,23.95,23.95,0,0,"2017","8","13","0","1","0","0",35.4533333333333,95.95,116.64,98.69,101.04,90.86,95.2,96.37,105.6,"0","1"
"1901",2017-08-14,796.25,3165.98,3442.97,3244.57,7726.97,2588.83,538.88,2942.21,22.5,23.25,0,0,"2017","8","14","0","1","0","0",35.4533333333333,95.95,116.64,98.69,101.04,90.86,95.2,96.37,105.6,"0","1"
"1902",2017-08-15,454.07,1803.28,1959.01,1852.16,4026.46,1481,2145.02,1676.99,23.95,24.8,0,0,"2017","8","15","0","1","0","0",35.4533333333333,95.95,116.65,98.69,101.04,90.86,95.2,96.37,105.6,"0","1"
"1903",2017-08-16,870.05,3454.34,3742.02,3548.81,7715.74,2842.09,4092.62,3210.23,25.65,26.4,0,0,"2017","8","16","0","1","0","0",35.4533333333333,95.95,116.65,98.69,101.04,90.86,95.2,96.37,105.6,"0","1"
"1904",2017-08-17,870.55,3450.38,3733.2,3546.58,7378.09,2846.05,4083.01,3208.18,25.6,26.4,0,0,"2017","8","17","0","1","0","0",35.4533333333333,96.32,116.65,98.69,101.04,90.86,96.24,96.37,105.6,"0","1"
"1905",2017-08-18,370.87,3604.21,3888.5,3706.81,8055.97,2974.1,4257.43,3360.31,26,26.85,0,0,"2017","8","18","0","1","0","0",35.62,96.32,116.65,98.69,101.04,90.86,97.36,96.37,105.6,"0","1"
"1906",2017-08-19,1.22,2549.81,2748.1,2624.69,5704.09,2104.09,3010.21,2390.9,23.65,24.25,0,0,"2017","8","19","0","1","0","0",35.12,96.32,116.65,98.69,101.04,90.86,97.36,96.37,105.6,"0","1"
"1907",2017-08-20,1.08,2249.82,2420.39,2162.27,4700.02,1854.61,2478.24,1971.22,25,25,0,0,"2017","8","20","0","1","0","0",34.62,96.32,116.65,98.69,101.04,90.86,97.36,96.37,105.6,"0","1"
"1908",2017-08-21,2.59,3596.36,3866.58,3703.86,8050.97,2962.91,4241.48,3376.04,23.3,24.25,0,0,"2017","8","21","0","1","0","0",34.62,96.32,116.65,98.69,101.04,90.86,97.36,96.37,105.6,"0","1"
"1909",2017-08-22,1.91,3594.42,3857.72,3704.29,8048.45,2960.57,4235.69,3375.68,23.4,24.35,0,0,"2017","8","22","0","1","0","0",34.62,96.32,116.68,98.69,101.04,90.86,97.36,96.37,105.6,"0","1"
"1910",2017-08-23,0.83,3445.7,3689.46,3554.03,7719.12,2836.51,4059.47,3237.3,22.9,23.85,0,0,"2017","8","23","0","1","0","0",34.62,96.32,116.72,98.69,101.04,90.86,97.36,96.37,105.6,"0","1"
"1911",2017-08-24,260.17,3591.65,3839.47,3703.68,8049.06,2955.53,4233.24,3371.76,23.55,24.45,0,0,"2017","8","24","0","1","0","0",34.62,96.32,116.74,98.69,101.04,90.86,97.36,96.37,105.6,"0","1"
"1912",2017-08-25,955.22,3588.62,3833.6,3700.62,8040.64,2956.5,4231.08,3342.53,23.5,24.4,0,0,"2017","8","25","0","1","0","0",34.62,96.32,116.76,98.69,101.04,90.86,97.36,96.37,105.6,"0","1"
"1913",2017-08-26,861.05,3439.62,3666.13,3548.45,7705.44,2836.94,4054.25,3185.6,24.6,25.5,0,0,"2017","8","26","0","1","0","0",34.62,96.32,116.8,98.69,101.04,90.86,97.36,96.37,105.6,"0","1"
"1914",2017-08-27,669.74,2544.01,2707.49,2624.4,5697.36,2098.22,2996.6,2217.31,25.35,26.35,0,0,"2017","8","27","0","1","0","0",35.21,96.32,116.8,98.69,101.04,90.86,97.36,96.37,105.6,"0","1"
"1915",2017-08-28,853.42,3439.04,3654.97,3547.73,7703.82,2837.12,4051.51,3180.28,26,27,0,0,"2017","8","28","0","1","0","0",35.7033333333333,96.32,116.84,98.69,101.04,90.86,97.35,96.37,105.6,"0","1"
"1916",2017-08-29,852.23,3436.34,3648.89,3544.88,7699.5,2835.79,4050.04,3172.72,26.75,26.95,0,0,"2017","8","29","0","1","0","0",35.7033333333333,96.32,116.85,98.69,101.04,90.86,97.35,96.37,105.6,"0","1"
"1917",2017-08-30,363.49,3583.04,3797.21,3700.48,8037.9,2955.42,4226,3317.72,23.45,24.45,0,0,"2017","8","30","0","1","0","0",35.8,96.32,116.85,98.69,101.04,90.86,97.35,96.37,105.6,"0","1"
"1918",2017-08-31,1.58,3445.85,3651.23,3555.14,7706.88,2798.53,4052.7,3197.81,24.4,25.35,0,0,"2017","8","31","0","1","0","0",35.51,96.32,116.84,98.75,101.11,90.86,97.35,96.37,105.2,"0","1"
"1919",2017-09-01,1.66,3421.73,3644.14,3548.45,7716.71,2789.93,4051.55,3203.68,23.4,23.65,0,18,"2017","9","1","0","1","0","0",35.01,96.32,116.84,98.75,101.11,91,97.35,96.37,105.2,"0","1"
"1920",2017-09-02,7.45,3565.94,3804.7,3699.07,8054.75,2915.35,4218.34,3343.39,21.15,21.9,0,22,"2017","9","2","0","1","0","0",35.01,96.35,116.81,98.79,101.11,91,97.35,96.37,105.2,"0","1"
"1921",2017-09-03,0.65,2392.27,2530.3,2464.74,5371.31,1946.2,2805.91,2230.74,18.3,18.35,0,11,"2017","9","3","0","1","0","0",34.9,96.37,116.81,98.89,101.27,91,97.35,96.37,105.2,"0","1"
"1922",2017-09-04,0.72,3595.64,3791.84,3698.71,8061.59,2930.76,4211.89,3347.24,19.45,19.2,0,0,"2017","9","4","0","1","0","0",34.9,96.41,116.9,98.89,101.28,91.08,96.47,96.37,105.25,"0","1"
"1923",2017-09-05,0.97,3593.99,3777.08,3699.22,8055.58,2943.07,4209.41,3342.46,19.6,20.15,0,0,"2017","9","5","0","1","0","0",34.9,96.41,116.91,98.89,101.28,91.11,95.59,96.37,105.103333333333,"0","1"
"1924",2017-09-06,1.58,3592.51,3772.44,3698.24,8051.98,2942.46,4209.55,3339.11,20.2,20.75,0,0,"2017","9","6","0","1","0","0",34.9,96.41,116.91,98.89,101.28,91.11,95.59,96.37,105.3,"0","1"
"1925",2017-09-07,7.42,3443.87,3613.43,3544.49,7716.38,2823.05,3712.46,3199.14,21.8,22.05,0,0,"2017","9","7","0","1","0","0",34.91,96.41,116.93,98.89,101.28,91.11,95.59,96.37,104.71,"0","1"
"1926",2017-09-08,10.44,3592.94,3762.79,3024.61,8051.62,2943.5,4211.28,3335.11,19.3,19.8,0,0,"2017","9","8","0","1","0","0",35.22,96.53,116.94,98.47,101.3,91.11,95.59,96.37,104.71,"0","1"
"1927",2017-09-09,2.45,3590.53,3783.06,3606.08,8038.15,2933.1,4206.46,3322.55,19.05,19.55,0,0,"2017","9","9","0","1","0","0",35.22,96.67,116.96,98.47,101.3,91.11,95.6,96.37,104.71,"0","1"
"1928",2017-09-10,67.75,2183.54,3840.84,3664.91,8052.52,2917.3,4208.22,3317.15,18.55,18.95,0,0,"2017","9","10","0","1","0","0",35.22,96.67,116.96,98.47,101.3,91.1,95.6,96.37,105.24,"0","1"
"1929",2017-09-11,742.61,2990.81,3183.05,3053.63,6705.47,2419.85,3500.14,2746.98,17.45,17.95,0,0,"2017","9","11","0","1","0","0",35.22,96.67,116.94,98.62,101.33,91.06,95.6,96.42,105.063333333333,"0","1"
"1930",2017-09-12,869.26,3589.92,3801.38,3666.74,8050,2924.82,4202.57,3292.56,19,19.8,0,0,"2017","9","12","0","1","0","0",35.22,96.21,116.81,98.62,101.35,91.06,95.6,96.57,105.063333333333,"0","1"
"1931",2017-09-13,613.44,2933.21,3783.92,3673.58,8048.88,2923.96,4197.38,3294.11,19.45,19.95,0,6.5,"2017","9","13","0","1","0","0",35.635,95.88,116.8,98.62,101.35,90.76,95.6,96.59,105.063333333333,"0","1"
"1932",2017-09-14,73.66,1857.89,3785.62,3679.38,8050.97,2928.64,4197.78,3312.14,18.4,18.9,0,8.66666666666667,"2017","9","14","0","1","0","0",36.5166666666667,95.88,116.8,98.62,101.35,90.76,95.64,96.59,105.1925,"0","1"
"1933",2017-09-15,314.93,1251.97,3781.58,3676.25,8042.47,2926.87,4196.41,3301.31,20.4,20.35,0,10.4,"2017","9","15","0","1","0","0",36.5166666666667,95.66,116.8,98.62,101.35,90.76,95.68,96.59,105.495,"0","1"
"1934",2017-09-16,582.98,3152.88,3606.84,3522.6,7704.25,2799.25,4019.47,3159.61,20.7,21.1,0,10.4,"2017","9","16","0","1","0","0",36.05,95.11,116.8,98.62,101.35,90.76,95.68,96.59,105.58,"0","1"
"1935",2017-09-17,0,0,0,0,0,0,0,0,17.65,18.65,1.25,10.4,"2017","9","17","0","1","0","0",37.45,94.57,116.93,98.7025,101.35,90.76,95.68,96.5675,105.58,"0","1"
"1936",2017-09-18,0,0,0,0,0,0,0,0,16.85,17.3,0,13,"2017","9","18","0","1","0","0",42.18,96.47,116.97,98.8675,101.42,90.875,95.68,96.5225,105.58,"0","1"
"1937",2017-09-19,181.51,990.18,2027.81,1993.1,4353.95,1589.51,2271.96,1777.72,16.2,16.5,5,6.5,"2017","9","19","0","1","0","0",42.18,96.47,116.99,98.95,101.42,91.105,95.68,96.5,105.58,"0","1"
"1938",2017-09-20,612.47,2981.77,3745.84,3674.27,8024.58,2910.42,4192.88,3284.68,15.05,15,0,0,"2017","9","20","0","1","0","0",39.82,95.52,116.98,98.95,101.42,91.22,95.68,96.5,105.58,"0","1"
"1939",2017-09-21,835.34,3590.39,3713.04,3677.04,8031.89,2924.86,4189.82,3265.27,15.45,16,0,0,"2017","9","21","0","0","1","0",37.45,96.47,116.97,98.95,101.42,91.22,95.68,96.5,105.58,"0","1"
"1940",2017-09-22,286.85,1303.24,3722.44,3678.23,8031.13,2928.53,4189.46,3272.4,15.5,16,0,0,"2017","9","22","0","0","1","0",36.46,96.47,116.93,98.95,101.42,91.22,95.68,96.5,105.58,"0","1"
"1941",2017-09-23,0.18,3587.47,3707.68,3679.7,8032.93,2917.04,4185.86,3284.24,15.45,15.95,0,0,"2017","9","23","0","0","1","0",36.46,96.55,116.93,98.95,101.42,91.22,95.68,96.5,105.58,"0","1"
"1942",2017-09-24,60.34,1824.7,3719.27,3677.15,8038.98,2900.12,4195.19,3289.1,15.9,16.4,0,0,"2017","9","24","0","0","1","0",36.46,96.55,116.93,99.11,101.42,91.22,95.25,96.5,104.87,"0","1"
"1943",2017-09-25,857.16,3591.97,3706.96,3672.22,8038.3,2890.98,4197.71,3272.9,16.9,17.45,0,0,"2017","9","25","0","0","1","0",36.46,96.81,116.95,99.11,101.42,91.24,95.25,96.78,104.87,"0","1"
"1944",2017-09-26,840.1,3593.81,3695.83,3673.04,8037.07,2894.04,4198.39,3263.47,16.4,16.55,0,0,"2017","9","26","0","0","1","0",36.4425,96.81,116.95,99.11,101.42,91.24,95.25,96.78,104.87,"0","1"
"1945",2017-09-27,840.1,3590.75,3692.41,3667.1,8020.22,2895.59,4193.14,3256.31,17.4,17.6,0,0,"2017","9","27","0","0","1","0",36.2825,96.81,116.95,99.11,101.42,91.24,95.25,97.44,104.87,"0","1"
"1946",2017-09-28,837.86,3587.9,3678.95,3674.66,8029.08,2903.44,4194.79,3265.67,16.9,17.4,0,0,"2017","9","28","0","0","1","0",36.2233333333333,96.68,116.9,99.11,101.42,91.24,95.25,97.44,104.87,"0","1"
"1947",2017-09-29,189,3292.67,3675.67,3688.99,8037.54,2913.59,4197.1,3273.84,18.25,18.3,0,0,"2017","9","29","0","0","1","0",36.39,96.68,116.9,99.11,101.42,91.24,95.25,97.44,104.87,"0","1"
"1948",2017-09-30,0.43,3592.98,3666.67,3687.77,8040.02,2919.1,4197.71,3276.47,17.5,17.35,0,0,"2017","9","30","0","0","1","0",35.89,96.68,116.9,99.11,101.42,91.24,95.25,97.44,104.87,"0","1"
"1949",2017-10-01,0,3589.63,3657.17,3683.09,8037.32,2918.59,4195.73,3274.16,15.8,16.3,0,0,"2017","10","1","0","0","1","0",35.89,96.69,117.02,99.11,101.42,91.24,95.25,97.44,104.87,"0","1"
"1950",2017-10-02,0,449.14,456.41,460.4,1004.72,364.86,524.7,409.07,17.95,18.15,0,0,"2017","10","2","0","0","1","0",35.89,96.69,117.04,99.11,101.42,91.24,95.25,97.44,104.87,"0","1"
"1951",2017-10-03,0.36,2092.72,2125.37,2146.5,4688.17,1702.01,2448.61,1904.76,17.05,17.55,0,0,"2017","10","3","0","0","1","0",35.89,96.69,117.06,99.11,101.42,91.24,95.25,97.44,104.87,"0","1"
"1952",2017-10-04,14,2673.65,3643.78,3676.57,8035.52,2916.43,4197.13,3263.11,17.9,18.4,0,0,"2017","10","4","0","0","1","0",35.89,96.51,117.12,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1953",2017-10-05,12.38,2961.97,3491.32,3528.79,7701.84,2793.31,4022.32,3128.83,17.7,18.25,0,0,"2017","10","5","0","0","1","0",35.89,96.51,117.12,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1954",2017-10-06,45.07,2839.28,3660.26,3685.07,8037.54,2914.81,4196.74,3263.22,17.1,17.45,0,0,"2017","10","6","0","0","1","0",35.89,96.33,117.12,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1955",2017-10-07,14.08,3581.1,3642.62,3687.12,8031.82,2913.8,4192.67,3250.69,15.2,15.5,0,0,"2017","10","7","0","0","1","0",36.11,96.51,117.25,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1956",2017-10-08,50.51,887.87,3660.16,3692.84,8034.08,2910.53,4195.37,3251.27,14,13.95,0,0,"2017","10","8","0","0","1","0",36.61,96.33,117.29,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1957",2017-10-09,323.53,3553.99,3641.4,3688.2,8031.71,2899.94,4193.21,3240.25,17.45,17.8,0,0,"2017","10","9","0","0","1","0",37.08,96.85,117.29,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1958",2017-10-10,229.97,2236,3641.08,3686.26,8031.64,2904.55,4193.57,3236.72,15.45,15.95,0,0,"2017","10","10","0","0","1","0",37.08,96.84,117.29,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1959",2017-10-11,164.59,3582.18,3625.56,3688.27,8036.1,2907.68,4194.68,3235.14,15.85,16.35,0,0,"2017","10","11","0","0","1","0",37.08,96.84,117.29,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1960",2017-10-12,0.36,3303.04,3621.64,3688.2,8036.35,2910.49,4195.55,3238.2,16.3,16.8,0,0,"2017","10","12","0","0","1","0",36.54,96.84,117.27,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1961",2017-10-13,18.79,2732.47,3620.41,3685.07,8030.84,2906.68,4193.28,3237.95,15.8,16.3,0,0,"2017","10","13","0","0","1","0",36.54,96.84,117.27,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1962",2017-10-14,0.29,3551.65,3609.29,3684.35,8030.52,2905.6,4190.9,3233.92,16.3,16.8,0,0,"2017","10","14","0","0","1","0",36.54,96.81,117.27,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1963",2017-10-15,0.18,3549.42,3603.53,3681.76,8028.36,2906.64,4189.1,3226.03,16.75,17.25,0,0,"2017","10","15","0","0","1","0",36.54,96.81,117.27,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1964",2017-10-16,19.58,2317.57,3615.01,3683.77,8028.65,2906.53,4191.37,3225.56,17.05,18,0,0,"2017","10","16","0","0","1","0",36.54,96.68,117.39,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1965",2017-10-17,0.29,3582.14,3606.48,3682.73,8028.72,2900.2,4189.82,3223.15,15.8,16.3,0,0,"2017","10","17","0","0","1","0",36.04,96.57,117.4,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1966",2017-10-18,0.32,2785.54,3608.24,3683.66,8032.86,2908.4,4190.8,3222.65,16.95,16.75,0,0,"2017","10","18","0","0","1","0",36.04,96.57,117.43,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1967",2017-10-19,0.18,1958.69,3606.8,3683.38,8034.37,2905.42,4190.76,3220.88,14.35,15.3,0,0,"2017","10","19","0","0","1","0",36.04,96.57,117.41,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1968",2017-10-20,0.22,2802.17,3594.38,3681.18,8030.66,2902.54,4187.77,3215.63,16.45,16.25,0,0,"2017","10","20","0","0","1","0",36.04,96.57,117.43,98.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1969",2017-10-21,0.14,2922.3,3587.76,3683.12,8031.42,2897.39,4187.16,3211.34,15.75,16.3,0,0,"2017","10","21","0","0","1","0",36.04,96.41,117.45,98.89,101.42,91.24,95.25,97.44,104.87,"0","1"
"1970",2017-10-22,0,2386.33,2387.92,2454.48,5353.74,1929.46,2790.43,2138.8,15.9,16.35,0,0,"2017","10","22","0","0","1","0",36.04,96.81,117.43,99.39,101.42,91.24,95.25,97.44,104.87,"0","1"
"1971",2017-10-23,0,0,0,0,0,0,0,0,11.55,12.05,0,0,"2017","10","23","0","0","1","0",36.04,96.89,117.43,99.12,101.42,91.24,95.25,97.53,104.8275,"0","1"
"1972",2017-10-24,0,0,0,0,0,0,0,0,12.9,12.85,0,0,"2017","10","24","0","0","1","0",36.04,96.89,117.43,98.955,101.61,91.24,96.03,97.7175,104.7425,"0","1"
"1973",2017-10-25,0.18,1637.1,1635.44,1685.09,3679.81,1317.78,1911.38,1485,15.3,15.9,0,0,"2017","10","25","0","0","1","0",36.04,95.89,117.43,98.81,101.61,91.24,96.03,97.8,104.7,"0","1"
"1974",2017-10-26,0.18,3577.64,3563.24,3679.78,8030.99,2883.02,4171.64,3241.33,13.85,14.5,0,0,"2017","10","26","0","0","1","0",36.04,96.39,117.43,98.81,101.61,91.24,96.03,97.83,104.7,"0","1"
"1975",2017-10-27,0.07,2786.72,3570.91,3680.1,8031.17,2884.46,4171.5,3241.51,12,12.5,0,0,"2017","10","27","0","0","1","0",36.04,96.89,117.43,98.81,101.61,91.24,96.03,97.85,104.7,"0","1"
"1976",2017-10-28,1.3,3577,3557.38,3678.52,8030.16,2884.79,4170.31,3238.06,13.75,14.55,0,0,"2017","10","28","0","0","1","0",36.04,95.89,117.38,98.81,101.61,91.24,96.03,97.85,104.7,"0","1"
"1977",2017-10-29,25.16,3722.76,3701.52,3830.04,8360.21,3006.72,4341.71,3369.96,11.75,12.25,0,0,"2017","10","29","0","0","1","0",36.04,97.13,117.38,98.81,101.61,91.24,96.03,97.85,104.7,"0","1"
"1978",2017-10-30,20.84,1471.36,3558.56,3676.61,8024.83,2884,4169.02,3232.19,12.85,13.55,0,0,"2017","10","30","0","0","1","0",36.04,97.13,117.38,98.81,101.61,91.24,96.03,97.85,104.7,"0","1"
