"","Date","Rainfall_Terni","Flow_Rate_Lupa","abs.flow_rate"
"1234",2012-07-06,0.631,-86.38,86.38
"1235",2012-07-07,0.631,-86.39,86.39
"1236",2012-07-08,0.631,-86.4,86.4
"1237",2012-07-09,0.631,NA,NA
"1238",2012-07-10,0.631,NA,NA
"1239",2012-07-11,0.631,-86.41,86.41
"1240",2012-07-12,0.631,-86.42,86.42
"1241",2012-07-13,0.631,-86.43,86.43
"1242",2012-07-14,0.631,-86.44,86.44
"1243",2012-07-15,0.631,-86.45,86.45
"1244",2012-07-16,0.631,-86.46,86.46
"1245",2012-07-17,0.631,-86.47,86.47
"1246",2012-07-18,0.631,-86.48,86.48
"1247",2012-07-19,0.631,-86.49,86.49
"1248",2012-07-20,0.631,-86.5,86.5
"1249",2012-07-21,0.631,-86.51,86.51
"1250",2012-07-22,0.631,-86.52,86.52
"1251",2012-07-23,0.631,-86.55,86.55
"1252",2012-07-24,0.631,-86.56,86.56
"1253",2012-07-25,0.631,-86.57,86.57
"1254",2012-07-26,0.631,-86.58,86.58
"1255",2012-07-27,0.631,-86.59,86.59
"1256",2012-07-28,0.631,-86.6,86.6
"1257",2012-07-29,0.631,-86.61,86.61
"1258",2012-07-30,0.631,-86.62,86.62
"1259",2012-07-31,0.631,-86.63,86.63
"1260",2012-08-01,1.055,-86.64,86.64
"1261",2012-08-02,1.055,-86.65,86.65
"1262",2012-08-03,1.055,-86.66,86.66
"1263",2012-08-04,1.055,-86.67,86.67
"1264",2012-08-05,1.055,-86.68,86.68
"1265",2012-08-06,1.055,-86.69,86.69
"1266",2012-08-07,1.055,-86.7,86.7
"1267",2012-08-08,1.055,-86.71,86.71
"1268",2012-08-09,1.055,-86.72,86.72
"1269",2012-08-10,1.055,-86.73,86.73
"1270",2012-08-11,1.055,-86.74,86.74
"1271",2012-08-12,1.055,-86.75,86.75
"1272",2012-08-13,1.055,-86.76,86.76
"1273",2012-08-14,1.055,-86.77,86.77
"1274",2012-08-15,1.055,-86.78,86.78
"1275",2012-08-16,1.055,-86.79,86.79
"1276",2012-08-17,1.055,-86.8,86.8
"1277",2012-08-18,1.055,-86.81,86.81
"1278",2012-08-19,1.055,-86.82,86.82
"1279",2012-08-20,1.055,-86.83,86.83
"1280",2012-08-21,1.055,-86.84,86.84
"1281",2012-08-22,1.055,-86.85,86.85
"1282",2012-08-23,1.055,-86.86,86.86
"1283",2012-08-24,1.055,-86.87,86.87
"1284",2012-08-25,1.055,-86.88,86.88
"1285",2012-08-26,1.055,-86.89,86.89
"1286",2012-08-27,1.055,-86.9,86.9
"1287",2012-08-28,1.055,-86.91,86.91
"1288",2012-08-29,1.055,-86.92,86.92
"1289",2012-08-30,1.055,NA,NA
"1290",2012-08-31,1.055,NA,NA
"1291",2012-09-01,3.819,-86.93,86.93
"1292",2012-09-02,3.819,-86.94,86.94
"1293",2012-09-03,3.819,-86.95,86.95
"1294",2012-09-04,3.819,-86.96,86.96
"1295",2012-09-05,3.819,-86.97,86.97
"1296",2012-09-06,3.819,-86.98,86.98
"1297",2012-09-07,3.819,-86.99,86.99
"1298",2012-09-08,3.819,-87,87
"1299",2012-09-09,3.819,-87.01,87.01
"1300",2012-09-10,3.819,-87.02,87.02
"1301",2012-09-11,3.819,-87.05,87.05
"1302",2012-09-12,3.819,-87.06,87.06
"1303",2012-09-13,3.819,-87.07,87.07
"1304",2012-09-14,3.819,-87.08,87.08
"1305",2012-09-15,3.819,-87.09,87.09
"1306",2012-09-16,3.819,-87.1,87.1
"1307",2012-09-17,3.819,-87.11,87.11
"1308",2012-09-18,3.819,-87.12,87.12
"1309",2012-09-19,3.819,-87.13,87.13
"1310",2012-09-20,3.819,-87.14,87.14
"1311",2012-09-21,3.819,-87.15,87.15
"1312",2012-09-22,3.819,-87.16,87.16
"1313",2012-09-23,3.819,-87.17,87.17
"1314",2012-09-24,3.819,-87.18,87.18
"1315",2012-09-25,3.819,-87.19,87.19
"1316",2012-09-26,3.819,-87.2,87.2
"1317",2012-09-27,3.819,-87.21,87.21
"1318",2012-09-28,3.819,-87.22,87.22
"1319",2012-09-29,3.819,-87.23,87.23
"1320",2012-09-30,3.819,-87.24,87.24
"1321",2012-10-01,4.386,-87.25,87.25
"1322",2012-10-02,4.386,-87.26,87.26
"1323",2012-10-03,4.386,-87.27,87.27
"1324",2012-10-04,4.386,-87.28,87.28
"1325",2012-10-05,4.386,-87.29,87.29
"1326",2012-10-06,4.386,-87.3,87.3
"1327",2012-10-07,4.386,-87.31,87.31
"1328",2012-10-08,4.386,-87.32,87.32
"1329",2012-10-09,4.386,-87.33,87.33
"1330",2012-10-10,4.386,-87.34,87.34
"1331",2012-10-11,4.386,-87.35,87.35
"1332",2012-10-12,4.386,-87.36,87.36
"1333",2012-10-13,4.386,-87.37,87.37
"1334",2012-10-14,4.386,-87.38,87.38
"1335",2012-10-15,4.386,-87.39,87.39
"1336",2012-10-16,4.386,-87.4,87.4
"1337",2012-10-17,4.386,-87.41,87.41
"1338",2012-10-18,4.386,-87.42,87.42
"1339",2012-10-19,4.386,-87.43,87.43
"1340",2012-10-20,4.386,-87.44,87.44
"1341",2012-10-21,4.386,NA,NA
"1342",2012-10-22,4.386,NA,NA
"1343",2012-10-23,4.386,-87.45,87.45
"1344",2012-10-24,4.386,-87.46,87.46
"1345",2012-10-25,4.386,-87.47,87.47
"1346",2012-10-26,4.386,-87.48,87.48
"1347",2012-10-27,4.386,-87.49,87.49
"1348",2012-10-28,4.386,-87.5,87.5
"1349",2012-10-29,4.386,-87.51,87.51
"1350",2012-10-30,4.386,-87.52,87.52
"1351",2012-10-31,4.386,-87.55,87.55
"1352",2012-11-01,6.803,-87.56,87.56
"1353",2012-11-02,6.803,-87.57,87.57
"1354",2012-11-03,6.803,-87.58,87.58
"1355",2012-11-04,6.803,-87.59,87.59
"1356",2012-11-05,6.803,-87.6,87.6
"1357",2012-11-06,6.803,-87.61,87.61
"1358",2012-11-07,6.803,-87.62,87.62
"1359",2012-11-08,6.803,-87.63,87.63
"1360",2012-11-09,6.803,-87.64,87.64
"1361",2012-11-10,6.803,-87.65,87.65
"1362",2012-11-11,6.803,-87.66,87.66
"1363",2012-11-12,6.803,-87.67,87.67
"1364",2012-11-13,6.803,-87.68,87.68
"1365",2012-11-14,6.803,-87.69,87.69
"1366",2012-11-15,6.803,-87.7,87.7
"1367",2012-11-16,6.803,-87.71,87.71
"1368",2012-11-17,6.803,-87.72,87.72
"1369",2012-11-18,6.803,-87.73,87.73
"1370",2012-11-19,6.803,-87.74,87.74
"1371",2012-11-20,6.803,-87.75,87.75
"1372",2012-11-21,6.803,-87.76,87.76
"1373",2012-11-22,6.803,-87.77,87.77
"1374",2012-11-23,6.803,-87.78,87.78
"1375",2012-11-24,6.803,-87.79,87.79
"1376",2012-11-25,6.803,-87.8,87.8
"1377",2012-11-26,6.803,-87.81,87.81
"1378",2012-11-27,6.803,-87.82,87.82
"1379",2012-11-28,6.803,-87.83,87.83
"1380",2012-11-29,6.803,-87.84,87.84
"1381",2012-11-30,6.803,-87.85,87.85
"1382",2012-12-01,2.874,-87.86,87.86
"1383",2012-12-02,2.874,-87.87,87.87
"1384",2012-12-03,2.874,-87.88,87.88
"1385",2012-12-04,2.874,-87.89,87.89
"1386",2012-12-05,2.874,-87.9,87.9
"1387",2012-12-06,2.874,-87.91,87.91
"1388",2012-12-07,2.874,-87.92,87.92
"1389",2012-12-08,2.874,-87.93,87.93
"1390",2012-12-09,2.874,-87.94,87.94
"1391",2012-12-10,2.874,-87.95,87.95
"1392",2012-12-11,2.874,-87.96,87.96
"1393",2012-12-12,2.874,NA,NA
"1394",2012-12-13,2.874,NA,NA
"1395",2012-12-14,2.874,-87.97,87.97
"1396",2012-12-15,2.874,-87.98,87.98
"1397",2012-12-16,2.874,-87.99,87.99
"1398",2012-12-17,2.874,-88,88
"1399",2012-12-18,2.874,-88.01,88.01
"1400",2012-12-19,2.874,-88.02,88.02
"1401",2012-12-20,2.874,-88.05,88.05
"1402",2012-12-21,2.874,-88.06,88.06
"1403",2012-12-22,2.874,-88.07,88.07
"1404",2012-12-23,2.874,-88.08,88.08
"1405",2012-12-24,2.874,-88.09,88.09
"1406",2012-12-25,2.874,-88.1,88.1
"1407",2012-12-26,2.874,-88.11,88.11
"1408",2012-12-27,2.874,-88.12,88.12
"1409",2012-12-28,2.874,-88.13,88.13
"1410",2012-12-29,2.874,-88.14,88.14
"1411",2012-12-30,2.874,-88.15,88.15
"1412",2012-12-31,2.874,-88.16,88.16
"1413",2013-01-01,2.937,-88.17,88.17
"1414",2013-01-02,2.937,-88.18,88.18
"1415",2013-01-03,2.937,-88.19,88.19
"1416",2013-01-04,2.937,-88.2,88.2
"1417",2013-01-05,2.937,-88.21,88.21
"1418",2013-01-06,2.937,-88.22,88.22
"1419",2013-01-07,2.937,-88.23,88.23
"1420",2013-01-08,2.937,-88.24,88.24
"1421",2013-01-09,2.937,-88.25,88.25
"1422",2013-01-10,2.937,-88.26,88.26
"1423",2013-01-11,2.937,-88.27,88.27
"1424",2013-01-12,2.937,-88.28,88.28
"1425",2013-01-13,2.937,-88.29,88.29
"1426",2013-01-14,2.937,-88.3,88.3
"1427",2013-01-15,2.937,-88.31,88.31
"1428",2013-01-16,2.937,-88.32,88.32
"1429",2013-01-17,2.937,-88.33,88.33
"1430",2013-01-18,2.937,-88.34,88.34
"1431",2013-01-19,2.937,-88.35,88.35
"1432",2013-01-20,2.937,-88.36,88.36
"1433",2013-01-21,2.937,-88.37,88.37
"1434",2013-01-22,2.937,-88.38,88.38
"1435",2013-01-23,2.937,-88.39,88.39
"1436",2013-01-24,2.937,-88.4,88.4
"1437",2013-01-25,2.937,-88.41,88.41
"1438",2013-01-26,2.937,-88.42,88.42
"1439",2013-01-27,2.937,-88.43,88.43
"1440",2013-01-28,2.937,-88.44,88.44
"1441",2013-01-29,2.937,-88.45,88.45
"1442",2013-01-30,2.937,-88.46,88.46
"1443",2013-01-31,2.937,-88.47,88.47
"1444",2013-02-01,3.788,-88.48,88.48
"1445",2013-02-02,3.788,NA,NA
"1446",2013-02-03,3.788,NA,NA
"1447",2013-02-04,3.788,-88.49,88.49
"1448",2013-02-05,3.788,-88.5,88.5
"1449",2013-02-06,3.788,-88.51,88.51
"1450",2013-02-07,3.788,-88.52,88.52
"1451",2013-02-08,3.788,-88.55,88.55
"1452",2013-02-09,3.788,-88.56,88.56
"1453",2013-02-10,3.788,-88.57,88.57
"1454",2013-02-11,3.788,-88.58,88.58
"1455",2013-02-12,3.788,-88.59,88.59
"1456",2013-02-13,3.788,-88.6,88.6
"1457",2013-02-14,3.788,-88.61,88.61
"1458",2013-02-15,3.788,-88.62,88.62
"1459",2013-02-16,3.788,-88.63,88.63
"1460",2013-02-17,3.788,-88.64,88.64
"1461",2013-02-18,3.788,-88.65,88.65
"1462",2013-02-19,3.788,-88.66,88.66
"1463",2013-02-20,3.788,-88.67,88.67
"1464",2013-02-21,3.788,-88.68,88.68
"1465",2013-02-22,3.788,-88.69,88.69
"1466",2013-02-23,3.788,-88.7,88.7
"1467",2013-02-24,3.788,-88.71,88.71
"1468",2013-02-25,3.788,-88.72,88.72
"1469",2013-02-26,3.788,-88.73,88.73
"1470",2013-02-27,3.788,-88.74,88.74
"1471",2013-02-28,3.788,-88.75,88.75
"1472",2013-03-01,4.176,-88.76,88.76
"1473",2013-03-02,4.176,-88.77,88.77
"1474",2013-03-03,4.176,-88.78,88.78
"1475",2013-03-04,4.176,-88.79,88.79
"1476",2013-03-05,4.176,-88.8,88.8
"1477",2013-03-06,4.176,-88.81,88.81
"1478",2013-03-07,4.176,-88.82,88.82
"1479",2013-03-08,4.176,-88.83,88.83
"1480",2013-03-09,4.176,-88.84,88.84
"1481",2013-03-10,4.176,-88.85,88.85
"1482",2013-03-11,4.176,-88.86,88.86
"1483",2013-03-12,4.176,-88.87,88.87
"1484",2013-03-13,4.176,-88.88,88.88
"1485",2013-03-14,4.176,-88.89,88.89
"1486",2013-03-15,4.176,-88.9,88.9
"1487",2013-03-16,4.176,-88.91,88.91
"1488",2013-03-17,4.176,-88.92,88.92
"1489",2013-03-18,4.176,-88.93,88.93
"1490",2013-03-19,4.176,-88.94,88.94
"1491",2013-03-20,4.176,-88.95,88.95
"1492",2013-03-21,4.176,-88.96,88.96
"1493",2013-03-22,4.176,-88.97,88.97
"1494",2013-03-23,4.176,-88.98,88.98
"1495",2013-03-24,4.176,-88.99,88.99
"1496",2013-03-25,4.176,-89,89
"1497",2013-03-26,4.176,NA,NA
"1498",2013-03-27,4.176,NA,NA
"1499",2013-03-28,4.176,-89.01,89.01
"1500",2013-03-29,4.176,-89.02,89.02
"1501",2013-03-30,4.176,-89.05,89.05
"1502",2013-03-31,4.176,-89.06,89.06
"1503",2013-04-01,2.028,-89.07,89.07
"1504",2013-04-02,2.028,-89.08,89.08
"1505",2013-04-03,2.028,-89.09,89.09
"1506",2013-04-04,2.028,-89.1,89.1
"1507",2013-04-05,2.028,-89.11,89.11
"1508",2013-04-06,2.028,-89.12,89.12
"1509",2013-04-07,2.028,-89.13,89.13
"1510",2013-04-08,2.028,-89.14,89.14
"1511",2013-04-09,2.028,-89.15,89.15
"1512",2013-04-10,2.028,-89.16,89.16
"1513",2013-04-11,2.028,-89.17,89.17
"1514",2013-04-12,2.028,-89.18,89.18
"1515",2013-04-13,2.028,-89.19,89.19
"1516",2013-04-14,2.028,-89.2,89.2
"1517",2013-04-15,2.028,-89.21,89.21
"1518",2013-04-16,2.028,-89.22,89.22
"1519",2013-04-17,2.028,-89.23,89.23
"1520",2013-04-18,2.028,-89.24,89.24
"1521",2013-04-19,2.028,-89.25,89.25
"1522",2013-04-20,2.028,-89.26,89.26
"1523",2013-04-21,2.028,-89.27,89.27
"1524",2013-04-22,2.028,-89.28,89.28
"1525",2013-04-23,2.028,-89.29,89.29
"1526",2013-04-24,2.028,-89.3,89.3
"1527",2013-04-25,2.028,-89.31,89.31
"1528",2013-04-26,2.028,-89.32,89.32
"1529",2013-04-27,2.028,-89.33,89.33
"1530",2013-04-28,2.028,-89.34,89.34
"1531",2013-04-29,2.028,-89.35,89.35
"1532",2013-04-30,2.028,-89.36,89.36
"1533",2013-05-01,2.996,-89.37,89.37
"1534",2013-05-02,2.996,-89.38,89.38
"1535",2013-05-03,2.996,-89.39,89.39
"1536",2013-05-04,2.996,-89.4,89.4
"1537",2013-05-05,2.996,-89.41,89.41
"1538",2013-05-06,2.996,-89.42,89.42
"1539",2013-05-07,2.996,-89.43,89.43
"1540",2013-05-08,2.996,-89.44,89.44
"1541",2013-05-09,2.996,-89.45,89.45
"1542",2013-05-10,2.996,-89.46,89.46
"1543",2013-05-11,2.996,-89.47,89.47
"1544",2013-05-12,2.996,-89.48,89.48
"1545",2013-05-13,2.996,-89.49,89.49
"1546",2013-05-14,2.996,-89.5,89.5
"1547",2013-05-15,2.996,-89.51,89.51
"1548",2013-05-16,2.996,-89.52,89.52
"1549",2013-05-17,2.996,NA,NA
"1550",2013-05-18,2.996,NA,NA
"1551",2013-05-19,2.996,-89.55,89.55
"1552",2013-05-20,2.996,-89.56,89.56
"1553",2013-05-21,2.996,-89.57,89.57
"1554",2013-05-22,2.996,-89.58,89.58
"1555",2013-05-23,2.996,-89.59,89.59
"1556",2013-05-24,2.996,-89.6,89.6
"1557",2013-05-25,2.996,-89.61,89.61
"1558",2013-05-26,2.996,-89.62,89.62
"1559",2013-05-27,2.996,-89.63,89.63
"1560",2013-05-28,2.996,-89.64,89.64
"1561",2013-05-29,2.996,-89.65,89.65
"1562",2013-05-30,2.996,-89.66,89.66
"1563",2013-05-31,2.996,-89.67,89.67
"1564",2013-06-01,1.208,-89.68,89.68
"1565",2013-06-02,1.208,-89.69,89.69
"1566",2013-06-03,1.208,-89.7,89.7
"1567",2013-06-04,1.208,-89.71,89.71
"1568",2013-06-05,1.208,-89.72,89.72
"1569",2013-06-06,1.208,-89.73,89.73
"1570",2013-06-07,1.208,-89.74,89.74
"1571",2013-06-08,1.208,-89.75,89.75
"1572",2013-06-09,1.208,-89.76,89.76
"1573",2013-06-10,1.208,-89.77,89.77
"1574",2013-06-11,1.208,-89.78,89.78
"1575",2013-06-12,1.208,-89.79,89.79
"1576",2013-06-13,1.208,-89.8,89.8
"1577",2013-06-14,1.208,-89.81,89.81
"1578",2013-06-15,1.208,-89.82,89.82
"1579",2013-06-16,1.208,-89.83,89.83
"1580",2013-06-17,1.208,-89.84,89.84
"1581",2013-06-18,1.208,-89.85,89.85
"1582",2013-06-19,1.208,-89.86,89.86
"1583",2013-06-20,1.208,-89.87,89.87
"1584",2013-06-21,1.208,-89.88,89.88
"1585",2013-06-22,1.208,-89.89,89.89
"1586",2013-06-23,1.208,-89.9,89.9
"1587",2013-06-24,1.208,-89.91,89.91
"1588",2013-06-25,1.208,-89.92,89.92
"1589",2013-06-26,1.208,-89.93,89.93
"1590",2013-06-27,1.208,-89.94,89.94
"1591",2013-06-28,1.208,-89.95,89.95
"1592",2013-06-29,1.208,-89.96,89.96
"1593",2013-06-30,1.208,-89.97,89.97
"1594",2013-07-01,2.043,-89.98,89.98
"1595",2013-07-02,2.043,-89.99,89.99
"1596",2013-07-03,2.043,-90,90
"1597",2013-07-04,2.043,-90.01,90.01
"1598",2013-07-05,2.043,-90.02,90.02
"1599",2013-07-06,2.043,-90.03,90.03
"1600",2013-07-07,2.043,-90.04,90.04
"1601",2013-07-08,2.043,-90.05,90.05
"1602",2013-07-09,2.043,-90.06,90.06
"1603",2013-07-10,2.043,-90.07,90.07
"1604",2013-07-11,2.043,-90.08,90.08
"1605",2013-07-12,2.043,-90.09,90.09
"1606",2013-07-13,2.043,-90.1,90.1
"1607",2013-07-14,2.043,-90.11,90.11
"1608",2013-07-15,2.043,-90.12,90.12
"1609",2013-07-16,2.043,-90.13,90.13
"1610",2013-07-17,2.043,-90.14,90.14
"1611",2013-07-18,2.043,-90.15,90.15
"1612",2013-07-19,2.043,-90.16,90.16
"1613",2013-07-20,2.043,-90.17,90.17
"1614",2013-07-21,2.043,-90.18,90.18
"1615",2013-07-22,2.043,-90.19,90.19
"1616",2013-07-23,2.043,-90.2,90.2
"1617",2013-07-24,2.043,-90.21,90.21
"1618",2013-07-25,2.043,-90.22,90.22
"1619",2013-07-26,2.043,-90.23,90.23
"1620",2013-07-27,2.043,-90.24,90.24
"1621",2013-07-28,2.043,-90.25,90.25
"1622",2013-07-29,2.043,-90.26,90.26
"1623",2013-07-30,2.043,-90.27,90.27
"1624",2013-07-31,2.043,-90.28,90.28
"1625",2013-08-01,1.489,-90.29,90.29
"1626",2013-08-02,1.489,-90.3,90.3
"1627",2013-08-03,1.489,-90.31,90.31
"1628",2013-08-04,1.489,-90.32,90.32
"1629",2013-08-05,1.489,-90.33,90.33
"1630",2013-08-06,1.489,-90.34,90.34
"1631",2013-08-07,1.489,-90.35,90.35
"1632",2013-08-08,1.489,-90.36,90.36
"1633",2013-08-09,1.489,-90.37,90.37
"1634",2013-08-10,1.489,-90.38,90.38
"1635",2013-08-11,1.489,-90.39,90.39
"1636",2013-08-12,1.489,-90.4,90.4
"1637",2013-08-13,1.489,-90.41,90.41
"1638",2013-08-14,1.489,-90.42,90.42
"1639",2013-08-15,1.489,-90.43,90.43
"1640",2013-08-16,1.489,-90.44,90.44
"1641",2013-08-17,1.489,-90.45,90.45
"1642",2013-08-18,1.489,-90.46,90.46
"1643",2013-08-19,1.489,-90.47,90.47
"1644",2013-08-20,1.489,-90.48,90.48
"1645",2013-08-21,1.489,-90.49,90.49
"1646",2013-08-22,1.489,-90.5,90.5
"1647",2013-08-23,1.489,-90.51,90.51
"1648",2013-08-24,1.489,-90.52,90.52
"1649",2013-08-25,1.489,-90.53,90.53
"1650",2013-08-26,1.489,-90.54,90.54
"1651",2013-08-27,1.489,NA,NA
"1652",2013-08-28,1.489,NA,NA
"1653",2013-08-29,1.489,-90.57,90.57
"1654",2013-08-30,1.489,-90.58,90.58
"1655",2013-08-31,1.489,-90.59,90.59
"1656",2013-09-01,1.935,-90.6,90.6
"1657",2013-09-02,1.935,-90.61,90.61
"1658",2013-09-03,1.935,-90.62,90.62
"1659",2013-09-04,1.935,-90.63,90.63
"1660",2013-09-05,1.935,-90.64,90.64
"1661",2013-09-06,1.935,-90.65,90.65
"1662",2013-09-07,1.935,-90.66,90.66
"1663",2013-09-08,1.935,-90.67,90.67
"1664",2013-09-09,1.935,-90.68,90.68
"1665",2013-09-10,1.935,-90.69,90.69
"1666",2013-09-11,1.935,-90.7,90.7
"1667",2013-09-12,1.935,-90.71,90.71
"1668",2013-09-13,1.935,-90.72,90.72
"1669",2013-09-14,1.935,-90.73,90.73
"1670",2013-09-15,1.935,-90.74,90.74
"1671",2013-09-16,1.935,-90.75,90.75
"1672",2013-09-17,1.935,-90.76,90.76
"1673",2013-09-18,1.935,-90.77,90.77
"1674",2013-09-19,1.935,-90.78,90.78
"1675",2013-09-20,1.935,-90.79,90.79
"1676",2013-09-21,1.935,-90.8,90.8
"1677",2013-09-22,1.935,-90.81,90.81
"1678",2013-09-23,1.935,-90.82,90.82
"1679",2013-09-24,1.935,-90.83,90.83
"1680",2013-09-25,1.935,-90.84,90.84
"1681",2013-09-26,1.935,-90.85,90.85
"1682",2013-09-27,1.935,-90.86,90.86
"1683",2013-09-28,1.935,-90.87,90.87
"1684",2013-09-29,1.935,-90.88,90.88
"1685",2013-09-30,1.935,-90.89,90.89
"1686",2013-10-01,3.523,-90.9,90.9
"1687",2013-10-02,3.523,-90.91,90.91
"1688",2013-10-03,3.523,-90.92,90.92
"1689",2013-10-04,3.523,-90.93,90.93
"1690",2013-10-05,3.523,-90.94,90.94
"1691",2013-10-06,3.523,-90.95,90.95
"1692",2013-10-07,3.523,-90.96,90.96
"1693",2013-10-08,3.523,-90.97,90.97
"1694",2013-10-09,3.523,-90.98,90.98
"1695",2013-10-10,3.523,-90.99,90.99
"1696",2013-10-11,3.523,-91,91
"1697",2013-10-12,3.523,-91.01,91.01
"1698",2013-10-13,3.523,-91.02,91.02
"1699",2013-10-14,3.523,-91.03,91.03
"1700",2013-10-15,3.523,-91.04,91.04
"1701",2013-10-16,3.523,-91.07,91.07
"1702",2013-10-17,3.523,-91.08,91.08
"1703",2013-10-18,3.523,NA,NA
"1704",2013-10-19,3.523,NA,NA
"1705",2013-10-20,3.523,-91.09,91.09
"1706",2013-10-21,3.523,-91.1,91.1
"1707",2013-10-22,3.523,-91.11,91.11
"1708",2013-10-23,3.523,-91.12,91.12
"1709",2013-10-24,3.523,-91.13,91.13
"1710",2013-10-25,3.523,-91.14,91.14
"1711",2013-10-26,3.523,-91.15,91.15
"1712",2013-10-27,3.523,-91.16,91.16
"1713",2013-10-28,3.523,-91.17,91.17
"1714",2013-10-29,3.523,-91.18,91.18
"1715",2013-10-30,3.523,-91.19,91.19
"1716",2013-10-31,3.523,-91.2,91.2
"1717",2013-11-01,5.484,-91.21,91.21
"1718",2013-11-02,5.484,-91.22,91.22
"1719",2013-11-03,5.484,-91.23,91.23
"1720",2013-11-04,5.484,-91.24,91.24
"1721",2013-11-05,5.484,-91.25,91.25
"1722",2013-11-06,5.484,-91.26,91.26
"1723",2013-11-07,5.484,-91.27,91.27
"1724",2013-11-08,5.484,-91.28,91.28
"1725",2013-11-09,5.484,-91.29,91.29
"1726",2013-11-10,5.484,-91.3,91.3
"1727",2013-11-11,5.484,-91.31,91.31
"1728",2013-11-12,5.484,-91.32,91.32
"1729",2013-11-13,5.484,-91.33,91.33
"1730",2013-11-14,5.484,-91.34,91.34
"1731",2013-11-15,5.484,-91.35,91.35
"1732",2013-11-16,5.484,-91.36,91.36
"1733",2013-11-17,5.484,-91.37,91.37
"1734",2013-11-18,5.484,-91.38,91.38
"1735",2013-11-19,5.484,-91.39,91.39
"1736",2013-11-20,5.484,-91.4,91.4
"1737",2013-11-21,5.484,-91.41,91.41
"1738",2013-11-22,5.484,-91.42,91.42
"1739",2013-11-23,5.484,-91.43,91.43
"1740",2013-11-24,5.484,-91.44,91.44
"1741",2013-11-25,5.484,-91.45,91.45
"1742",2013-11-26,5.484,-91.46,91.46
"1743",2013-11-27,5.484,-91.47,91.47
"1744",2013-11-28,5.484,-91.48,91.48
"1745",2013-11-29,5.484,-91.49,91.49
"1746",2013-11-30,5.484,-91.5,91.5
"1747",2013-12-01,1.368,-91.51,91.51
"1748",2013-12-02,1.368,-91.52,91.52
"1749",2013-12-03,1.368,-91.53,91.53
"1750",2013-12-04,1.368,-91.54,91.54
"1751",2013-12-05,1.368,-91.57,91.57
"1752",2013-12-06,1.368,-91.58,91.58
"1753",2013-12-07,1.368,-91.59,91.59
"1754",2013-12-08,1.368,-91.6,91.6
"1755",2013-12-09,1.368,NA,NA
"1756",2013-12-10,1.368,NA,NA
"1757",2013-12-11,1.368,-91.61,91.61
"1758",2013-12-12,1.368,-91.62,91.62
"1759",2013-12-13,1.368,-91.63,91.63
"1760",2013-12-14,1.368,-91.64,91.64
"1761",2013-12-15,1.368,-91.65,91.65
"1762",2013-12-16,1.368,-91.66,91.66
"1763",2013-12-17,1.368,-91.67,91.67
"1764",2013-12-18,1.368,-91.68,91.68
"1765",2013-12-19,1.368,-91.69,91.69
"1766",2013-12-20,1.368,-91.7,91.7
"1767",2013-12-21,1.368,-91.71,91.71
"1768",2013-12-22,1.368,-91.72,91.72
"1769",2013-12-23,1.368,-91.73,91.73
"1770",2013-12-24,1.368,-91.74,91.74
"1771",2013-12-25,1.368,-91.75,91.75
"1772",2013-12-26,1.368,-91.76,91.76
"1773",2013-12-27,1.368,-91.77,91.77
"1774",2013-12-28,1.368,-91.78,91.78
"1775",2013-12-29,1.368,-91.79,91.79
"1776",2013-12-30,1.368,-91.8,91.8
"1777",2013-12-31,1.368,-91.81,91.81
"1778",2014-01-01,4.748,-91.82,91.82
"1779",2014-01-02,4.748,-91.83,91.83
"1780",2014-01-03,4.748,-91.84,91.84
"1781",2014-01-04,4.748,-91.85,91.85
"1782",2014-01-05,4.748,-91.86,91.86
"1783",2014-01-06,4.748,-91.87,91.87
"1784",2014-01-07,4.748,-91.88,91.88
"1785",2014-01-08,4.748,-91.89,91.89
"1786",2014-01-09,4.748,-91.9,91.9
"1787",2014-01-10,4.748,-91.91,91.91
"1788",2014-01-11,4.748,-91.92,91.92
"1789",2014-01-12,4.748,-91.93,91.93
"1790",2014-01-13,4.748,-91.94,91.94
"1791",2014-01-14,4.748,-91.95,91.95
"1792",2014-01-15,4.748,-91.96,91.96
"1793",2014-01-16,4.748,-91.97,91.97
"1794",2014-01-17,4.748,-91.98,91.98
"1795",2014-01-18,4.748,-91.99,91.99
"1796",2014-01-19,4.748,-92,92
"1797",2014-01-20,4.748,-92.01,92.01
"1798",2014-01-21,4.748,-92.02,92.02
"1799",2014-01-22,4.748,-92.03,92.03
"1800",2014-01-23,4.748,-92.04,92.04
"1801",2014-01-24,4.748,-92.07,92.07
"1802",2014-01-25,4.748,-92.08,92.08
"1803",2014-01-26,4.748,-92.09,92.09
"1804",2014-01-27,4.748,-92.1,92.1
"1805",2014-01-28,4.748,-92.11,92.11
"1806",2014-01-29,4.748,-92.12,92.12
"1807",2014-01-30,4.748,NA,NA
"1808",2014-01-31,4.748,NA,NA
"1809",2014-02-01,4.069,-92.13,92.13
"1810",2014-02-02,4.069,-92.14,92.14
"1811",2014-02-03,4.069,-92.15,92.15
"1812",2014-02-04,4.069,-92.16,92.16
"1813",2014-02-05,4.069,-92.17,92.17
"1814",2014-02-06,4.069,-92.18,92.18
"1815",2014-02-07,4.069,-92.19,92.19
"1816",2014-02-08,4.069,-92.2,92.2
"1817",2014-02-09,4.069,-92.21,92.21
"1818",2014-02-10,4.069,-92.22,92.22
