"","Date","Rainfall_Le_Croci","Rainfall_Cavallina","Rainfall_S_Agata","Rainfall_Mangona","Rainfall_S_Piero","Rainfall_Vernio","Rainfall_Stia","Rainfall_Consuma","Rainfall_Incisa","Rainfall_Montevarchi","Rainfall_S_Savino","Rainfall_Laterina","Rainfall_Bibbiena","Rainfall_Camaldoli","Temperature_Firenze","Hydrometry_Nave_di_Rosano","Season"
"1717",2015-09-14,0.2,2.4,0,11.6,0.2,11.2,20,20,7.6,7,6,7,20,20,23.55,1.13,"Autumn"
"1718",2015-09-15,0.2,0.2,0,0,0,0,0,0,1.4,0,0,0,0,0,24.2,1.08,"Autumn"
"1719",2015-09-16,3.4,3.2,8.4,0.2,4.4,0,14,14,0,6,6,6,14,14,27.05,1.05,"Autumn"
"1720",2015-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,1.05,"Autumn"
"1721",2015-09-18,0,0,0.2,0,0.4,0,0,0,0,2,3,2,0,0,24.1,1.03,"Autumn"
"1722",2015-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.65,1.02,"Autumn"
"1723",2015-09-20,0,0,0,0,1.2,0,6,6,0,2,2,2,6,6,20.55,1.01,"Autumn"
"1724",2015-09-21,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,20.8,1,"Autumn"
"1725",2015-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.05,1.02,"Autumn"
"1726",2015-09-23,15.4,28.2,11.8,28.4,10.6,18,9,9,0,3,4,3,9,9,18.95,1.11,"Autumn"
"1727",2015-09-24,0,0,0,0,0,5,6,6,11.4,3,4,3,6,6,15.75,1.09,"Autumn"
"1728",2015-09-25,0,0,0,0,0,0,2,2,0,0,2,0,2,2,19.05,1.06,"Autumn"
"1729",2015-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.85,1.04,"Autumn"
"1730",2015-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45,1.04,"Autumn"
"1731",2015-09-28,0,0,0,0,0,0,1,1,0,0,0,0,1,1,19.5,1.04,"Autumn"
"1732",2015-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,1.03,"Autumn"
"1733",2015-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,1.03,"Autumn"
"1734",2015-10-01,6.8,2.4,1.6,3.8,3.4,12,11,11,0.6,11,11,11,11,11,15.1,1.07,"Autumn"
"1735",2015-10-02,6,5.2,5.6,7.6,8.4,16,13,13,2.2,10,6,10,13,13,20,1.08,"Autumn"
"1736",2015-10-03,0.8,0.8,0.4,0.8,0.2,2,1,1,6,0,0,0,1,1,18.45,1.09,"Autumn"
"1737",2015-10-04,27,48.6,23,21.2,26.4,41,18,18,0,17.1,8,17.1,18,18,18.9,1.15,"Autumn"
"1738",2015-10-05,7.8,6.2,20.6,1.6,8,3,3,3,26.2,0,1,0,3,3,20.85,1.16,"Autumn"
"1739",2015-10-06,2,1,2.8,2,1,18,22,22,2.2,11,17.1,11,22,22,20.75,1.12,"Autumn"
"1740",2015-10-07,7.6,8.6,3.8,2.8,3.6,30,8,8,6.2,8,14,8,8,8,20.1,1.21,"Autumn"
"1741",2015-10-08,0,0,0,0,0,0,0,0,30.4,0,0,0,0,0,17.85,1.12,"Autumn"
"1742",2015-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,1.09,"Autumn"
"1743",2015-10-10,13.4,7.6,10.6,9.6,9.8,7,24,24,1.6,15,30,15,24,24,15.8,1.09,"Autumn"
"1744",2015-10-11,0,0,0.4,0,0.2,0,0,0,8,0,0,0,0,0,16.65,1.14,"Autumn"
"1745",2015-10-12,1.2,0.4,0.6,0.8,1.2,5,5,5,0,5,3,5,5,5,16.25,1.12,"Autumn"
"1746",2015-10-13,38.2,51.4,54.6,76.4,35.4,65,18,18,1.2,17,18,17,18,18,17.7,1.18,"Autumn"
"1747",2015-10-14,22.4,16.2,19,54.8,12.6,162,33,33,20.8,13,24,13,33,33,18.45,1.41,"Autumn"
"1748",2015-10-15,4.4,3,1.4,10,4.4,4,11,11,44.8,9,3,9,11,11,14.45,1.73,"Autumn"
"1749",2015-10-16,15,15.8,11.2,10.4,10.8,9,14,14,9.4,8,8,8,14,14,12.8,1.42,"Autumn"
"1750",2015-10-17,0.4,0.4,0.6,0.2,0.6,1,2,2,1.6,2,0,2,2,2,13.55,1.39,"Autumn"
"1751",2015-10-18,2.4,1.8,3.2,1.8,1.6,10,2,2,0,2,2,2,2,2,14.2,1.21,"Autumn"
"1752",2015-10-19,3,2.2,2.2,1.2,3.4,1,15,15,4.2,15,28,15,15,15,14.4,1.37,"Autumn"
"1753",2015-10-20,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,12.3,1.15,"Autumn"
"1754",2015-10-21,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,12.45,1.13,"Autumn"
"1755",2015-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,1.11,"Autumn"
"1756",2015-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.35,1.09,"Autumn"
"1757",2015-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,1.09,"Autumn"
"1758",2015-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,1.1,"Autumn"
"1759",2015-10-26,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,14.8,1.1,"Autumn"
"1760",2015-10-27,0,0,0,0,0,5,0,0,0.2,0,0,0,0,0,13.85,1.11,"Autumn"
"1761",2015-10-28,42.4,29,120.2,46,45.6,68,24,24,17.6,30,15,30,24,24,16.45,1.25,"Autumn"
"1762",2015-10-29,22.6,13.8,21.2,19.2,29.2,15,28,28,43.4,17,20,17,28,28,14.15,2.15,"Autumn"
"1763",2015-10-30,0,0,0,0.2,0,0,0,0,1.6,0,0,0,0,0,14.95,1.81,"Autumn"
"1764",2015-10-31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14.4,1.4,"Autumn"
"1765",2015-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85,1.2,"Autumn"
"1766",2015-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.35,1.28,"Autumn"
"1767",2015-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,1.15,"Autumn"
"1768",2015-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.75,1.13,"Autumn"
"1769",2015-11-05,0,0,0,0,0,0,1,1,0,3,3,3,1,1,16.95,1.21,"Autumn"
"1770",2015-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,1.16,"Autumn"
"1771",2015-11-07,0.2,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,14.4,1.19,"Autumn"
"1772",2015-11-08,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,12.75,1.09,"Autumn"
"1773",2015-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,1.1,"Autumn"
"1774",2015-11-10,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,15,1.08,"Autumn"
"1775",2015-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.15,"Autumn"
"1776",2015-11-12,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15,1.07,"Autumn"
"1777",2015-11-13,0.2,0,0.2,0.4,0.2,0,0,0,0.2,0,0,0,0,0,13.75,1.1,"Autumn"
"1778",2015-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,1.08,"Autumn"
"1779",2015-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,1.08,"Autumn"
"1780",2015-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,1.06,"Autumn"
"1781",2015-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.55,1.1,"Autumn"
"1782",2015-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.45,1.11,"Autumn"
"1783",2015-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.75,1.08,"Autumn"
"1784",2015-11-20,5.6,5.6,4,4,2,4,1,1,0,1,0,1,1,1,17,1.08,"Autumn"
"1785",2015-11-21,34.6,31.8,20.8,25.2,29.2,36,40,40,4.8,21,20,21,40,39.6,11.85,1.28,"Autumn"
"1786",2015-11-22,3.2,4.2,6.2,5,3.2,5,6,6,15.4,3,6,3,6,6,7.5,1.69,"Autumn"
"1787",2015-11-23,3.8,2.2,0.6,2,1.6,3.8,6,4.7,0,5,12,5,6,5.3,7.55,1.79,"Autumn"
"1788",2015-11-24,0,0,0,0,0.2,0,0,0,0.8,0,0,0,0,0,6.7,1.56,"Autumn"
"1789",2015-11-25,0,0,0,0,0,2,1,0.8,0,1,3,1,1,0.8,5.2,1.42,"Autumn"
"1790",2015-11-26,0.2,0,0.8,0.6,0.2,2,1,1,0,0,0,0,1,1,7.2,1.3,"Autumn"
"1791",2015-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55,1.15,"Autumn"
"1792",2015-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,1.29,"Autumn"
"1793",2015-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,1.13,"Autumn"
"1794",2015-11-30,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,9.75,1.14,"Autumn"
"1795",2015-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,1.3,"Winter"
"1796",2015-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,1.13,"Winter"
"1797",2015-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85,1.13,"Winter"
"1798",2015-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.11,"Winter"
"1799",2015-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.45,1.28,"Winter"
"1800",2015-12-06,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,8.85,1.11,"Winter"
"1801",2015-12-07,0.2,0.2,0.4,0,0.6,1,0,0,0,0,0,0,0,0,8.15,1.11,"Winter"
"1802",2015-12-08,0,0,0,0,0,1,1,1,0.2,0,0,0,1,1,10.9,1.1,"Winter"
"1803",2015-12-09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,1.1,"Winter"
"1804",2015-12-10,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,9.85,1.24,"Winter"
"1805",2015-12-11,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,6.1,1.07,"Winter"
"1806",2015-12-12,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,11.65,1.08,"Winter"
"1807",2015-12-13,7,4.4,6.8,11.6,3.8,6,0,0,0,0,0,0,0,0,12.7,1.12,"Winter"
"1808",2015-12-14,0.4,0.2,0.4,0.6,0.2,0,0,0,0,0,0,0,0,0,10.15,1.07,"Winter"
"1809",2015-12-15,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,8.45,1.08,"Winter"
"1810",2015-12-16,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,11,1.08,"Winter"
"1811",2015-12-17,0.2,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,0,8,1.08,"Winter"
"1812",2015-12-18,0.2,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,8.9,1.08,"Winter"
"1813",2015-12-19,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,11.6,1.07,"Winter"
"1814",2015-12-20,0.4,0.6,0.4,0,0.4,0,0,0,0.2,0,0,0,0,0,8.2,1.08,"Winter"
"1815",2015-12-21,2.6,1.2,1,0.4,1,1,0,0,0.2,0,0,0,0,0,8.8,1.08,"Winter"
"1816",2015-12-22,3.2,0.8,1.2,1.2,1.6,2,0,0,0.4,2,0,2,0,0,10.5,1.19,"Winter"
"1817",2015-12-23,0,0.2,0.6,1.2,0.2,1,0,0,1.6,0,0,0,0,0,13,1.13,"Winter"
"1818",2015-12-24,0.2,0.2,0.4,0.2,0,3,0,0,0,0,0,0,0,0,13.5,1.08,"Winter"
"1819",2015-12-25,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,11.9,1.08,"Winter"
"1820",2015-12-26,0.2,0.2,0.2,0,0.4,0,0,0,0.2,0,0,0,0,0,8.85,1.08,"Winter"
"1821",2015-12-27,0.4,0.6,0.4,0,0.2,0,0,0,0.4,0,0,0,0,0,7.45,1.08,"Winter"
"1822",2015-12-28,0.4,0.8,0.4,0,0.4,0,0,0,0.2,0,0,0,0,0,6.55,1.08,"Winter"
"1823",2015-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,1.07,"Winter"
"1824",2015-12-30,0.2,0.2,0.2,0,0.2,0,0,0,0.2,0,0,0,0,0,8.35,1.13,"Winter"
"1825",2015-12-31,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,6.3,1.13,"Winter"
"1826",2016-01-01,47.8,35.6,32,48.6,37,0,0,0,1.8,0,0,0,0,0,5.7,1.12,"Winter"
"1827",2016-01-02,6,3,2.4,3.2,4,46,40,40,18.6,15,21,15,40,40,8.2,1.16,"Winter"
"1828",2016-01-03,12.6,7.6,7,10.6,9,7,5,4.8,1,2,9,2,5,5,7.9,1.66,"Winter"
"1829",2016-01-04,8.4,3.6,4.8,7,5.4,21,10,10,11.4,8,8,8,10,10,8.55,2.06,"Winter"
"1830",2016-01-05,9.8,8.6,8.2,8.8,9.8,18,10,10,17,7,5,7,10,10,9.95,1.92,"Winter"
"1831",2016-01-06,4,3.8,4.6,4.6,5.2,17,13.5,13.7,5,19,16,19,13.5,17.2,8.5,2.31,"Winter"
"1832",2016-01-07,3.6,1.8,3.6,7.2,3.2,3,6,6,8.2,6,6,6,6,6,8.2,2.38,"Winter"
"1833",2016-01-08,6.2,3.4,4.2,10,4.2,1,2,2,0,2,2,2,2,2,10.2,2.27,"Winter"
"1834",2016-01-09,8.6,13.2,12.6,9,5.8,34,6,6,7.2,2,1,2,6,6,12.7,2.21,"Winter"
"1835",2016-01-10,1.4,6,1.8,9,4.6,22,13,13,0,6,6,6,13,13,13.4,2.16,"Winter"
"1836",2016-01-11,0,0,0,0,0,43,4,4,6.4,3,3,3,4,4,13.9,2.18,"Winter"
"1837",2016-01-12,0,0,0,0,0,0,4,4,0,0,0,0,4,4,11.2,1.81,"Winter"
"1838",2016-01-13,40.4,40,24.8,30.4,29.6,0,0,0,1.2,0,0,0,0,0,8.15,1.9,"Winter"
"1839",2016-01-14,2.4,1.8,1.8,1.4,1.8,37,31,30.1,19.8,19,15,19,31,30.6,6.9,1.96,"Winter"
"1840",2016-01-15,0.2,0.2,0.2,0.8,0,0,1,1,0,1,3,1,1,1,5.65,2.94,"Winter"
"1841",2016-01-16,0,0,0,0,0,0,0.7,1.2,0,0,0,0,0.7,1.2,4.55,2.56,"Winter"
"1842",2016-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,2.18,"Winter"
"1843",2016-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.68,"Winter"
"1844",2016-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.38,"Winter"
"1845",2016-01-20,0,0,0,0,0,0,0.6,1,0.4,2,1,1.5,0.6,1,2.15,1.57,"Winter"
"1846",2016-01-21,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,4.5,1.58,"Winter"
"1847",2016-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1.27,"Winter"
"1848",2016-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1.49,"Winter"
"1849",2016-01-24,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,4.3,1.23,"Winter"
"1850",2016-01-25,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,7.65,1.36,"Winter"
"1851",2016-01-26,2.8,0.2,1,0.2,1.2,0,0,0,0.4,1,0,1,0,0,11.55,1.43,"Winter"
"1852",2016-01-27,3.8,1.2,2,1,2.4,1,3,3,1.6,2,2,2,3,3,13.05,1.49,"Winter"
"1853",2016-01-28,0,0,0,0,0,1,1,1,0,0,0,0,1,1,13,1.53,"Winter"
"1854",2016-01-29,4.2,2.6,4,13.4,2,2,0,0,0,0,0,0,0,0,13.85,1.42,"Winter"
"1855",2016-01-30,7.6,4.2,4.4,6.6,5.4,15,3,3,0,1,0,1,3,3,13.85,1.48,"Winter"
"1856",2016-01-31,0.2,0,0,0,0.2,8,6,6,3,2,2,2,6,6,12.45,1.37,"Winter"
"1857",2016-02-01,2,1.2,1.6,3.6,1,0,0,0,0,0,0,0,0,0,13.75,1.42,"Winter"
"1858",2016-02-02,12.4,11,11.6,23,10.4,3,3,3,0.2,2,2,2,3,3,12.6,1.35,"Winter"
"1859",2016-02-03,0,0,0.8,0.4,0.6,14,6,5.4,2.8,3,4,3,6,4.7,11,1.32,"Winter"
"1860",2016-02-04,0,0,0,0,0,1,6,5.2,0,3,3,3,6,5.2,7.2,1.4,"Winter"
"1861",2016-02-05,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,6.4,1.36,"Winter"
"1862",2016-02-06,6.4,6,6.4,14.8,7.6,1,0,0,0,0,0,0,0,0,8.35,1.41,"Winter"
"1863",2016-02-07,3.2,7.4,2.6,11.2,2.8,90,12,12,0.8,5,2,5,12,12,11.4,1.64,"Winter"
"1864",2016-02-08,17.4,36.4,24.6,44.2,29.8,32,12,12,0,6,6,6,12,12,13.45,1.64,"Winter"
"1865",2016-02-09,6,14,7.8,13.8,8.8,68,3,3,9.4,3,3,3,3,3,13.7,1.47,"Winter"
"1866",2016-02-10,0.4,0,0.2,0,0.2,17,28,26.2,0,12,28,12,28,26.7,9.7,2.28,"Winter"
"1867",2016-02-11,35.2,21.2,24.2,32.4,27.8,0,0,0,12.8,0,0,0,0,0,7.7,2.28,"Winter"
"1868",2016-02-12,8.8,8,4.6,10.2,8.8,42.8,24,22.2,18.2,18,14,18,24,22.6,10,2.39,"Winter"
"1869",2016-02-13,31,30.6,26.4,22.2,28,9,6,6,16.8,8,6,8,6,6,11.2,2.75,"Winter"
"1870",2016-02-14,16.2,14.2,13.8,16.4,17.6,30,37,37,5.2,6,6,6,37,37,12.2,3.46,"Winter"
"1871",2016-02-15,20.8,23.6,16.2,23.4,15.8,8,15,14.6,31.4,20,30.1,20,15,14.4,10.4,3.47,"Winter"
"1872",2016-02-16,13.2,9.8,10.2,10.2,11.6,25,18,18,11.8,21,17,21,18,18,9.65,4.9,"Winter"
"1873",2016-02-17,0.2,0,0.2,0,0.2,18,13,13,12,10,13,10,13,12.7,8.3,4.13,"Winter"
"1874",2016-02-18,2.2,0.8,1.2,0.8,0.6,0,0,0,1.8,0,0,0,0,0,9.4,3.45,"Winter"
"1875",2016-02-19,0.6,0.2,0,0,0,5,2,2,1.8,3,0,3,2,2,9.85,2.74,"Winter"
"1876",2016-02-20,0,0,0,0,0,1,3,2.2,0,3,3,3,3,2.2,8.2,2.47,"Winter"
"1877",2016-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,2.31,"Winter"
"1878",2016-02-22,11,9.2,10,10.2,10.6,2,2,2,0.6,2,2,2,2,2,11.3,2.06,"Winter"
"1879",2016-02-23,0.6,0.8,1.2,0.2,0.6,19,11,11,0,8,4,8,11,11,12.9,1.79,"Winter"
"1880",2016-02-24,11,4,7.2,21.4,10.8,0,0,0,1,0,0,0,0,0,14.45,1.82,"Winter"
"1881",2016-02-25,1,0.4,1.2,1.6,1.2,21,25,25,22.8,31,18,31,25,25,13.25,2.13,"Winter"
"1882",2016-02-26,28.2,27,22,33.8,23.4,2,8,8,9.2,8,9,8,8,8,11.6,2.22,"Winter"
"1883",2016-02-27,26.6,21.6,12,25.6,15.6,29,20,20,14.8,12,27,12,20,20,10.1,2.51,"Winter"
"1884",2016-02-28,13.2,12.4,15.6,24.4,15.2,58,34,34,17.6,21,34,21,34,34,11.65,3.57,"Winter"
"1885",2016-02-29,0.2,0.2,0.2,0,0.2,24,19,16.9,15.2,25,25,25,19,15.7,11,4.52,"Winter"
"1886",2016-03-01,4,3.6,3,12.6,6.8,0,2,2,0,0,2,0,2,2,9.75,3.86,"Spring"
"1887",2016-03-02,6.8,8.8,13.8,9.4,8.4,1,0,0,4.8,0,0,0,0,0,10.25,2.75,"Spring"
"1888",2016-03-03,0,0,0,0,0,16,14.8,11.9,0,7,13,7,14.8,10.9,8.95,2.6,"Spring"
"1889",2016-03-04,24,29.4,21.6,17.8,27.6,2,0,0,0,0,0,0,0,0,8.05,2.48,"Spring"
"1890",2016-03-05,11.4,10.6,5.6,7.4,7.4,31,9,9,18.8,6,7,6,9,9,12.55,2.45,"Spring"
"1891",2016-03-06,1.4,0.6,0.4,8.6,0.4,10,19,14.3,17,23,18.1,23,19,14.6,10.55,3.01,"Spring"
"1892",2016-03-07,9.2,7.2,6.8,12.4,8.2,6,4,2.8,5.6,6,8,6,4,3.2,8.75,2.87,"Spring"
"1893",2016-03-08,0.8,0,1,0.8,0.4,20,5,4.2,8.6,6,4,6,5,4.7,7.3,2.69,"Spring"
"1894",2016-03-09,0,0,0,0.2,0,4,8,5.9,0,9,12,9,8,6.8,7.8,2.67,"Spring"
"1895",2016-03-10,0,0,1.2,0.4,0,1,0,0,0,0,0,0,0,0,9.8,2.54,"Spring"
"1896",2016-03-11,0,0,0,0,0,1,3,3,0,1,3,1,3,2.7,11.55,2.42,"Spring"
"1897",2016-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.55,2.27,"Spring"
"1898",2016-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85,2.14,"Spring"
"1899",2016-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,2.01,"Spring"
"1900",2016-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.05,2.15,"Spring"
"1901",2016-03-16,0,0,0,0,0,3.8,3,1.8,0,2,0,2,3,2.3,12.1,1.71,"Spring"
"1902",2016-03-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.7,1.67,"Spring"
"1903",2016-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.55,1.81,"Spring"
"1904",2016-03-19,2.4,0.8,0.8,0.2,1,0,0,0,0,0,0,0,0,0,12.25,1.66,"Spring"
"1905",2016-03-20,3,0.4,1.2,1.6,2.8,1,3,3,3.6,1,0,1,3,3,14.1,1.69,"Spring"
"1906",2016-03-21,0,0,0,0,0,9,7,7,1.2,4,4,4,7,7,13.7,1.66,"Spring"
"1907",2016-03-22,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,13.35,1.74,"Spring"
"1908",2016-03-23,0,0,0,0,0,0,4,3.7,0,2,6,2,4,3.2,10.75,1.67,"Spring"
"1909",2016-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,1.6,"Spring"
"1910",2016-03-25,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,11,1.6,"Spring"
"1911",2016-03-26,1,0.6,0.6,0,0.8,0,0,0,0,0,0,0,0,0,13.05,1.6,"Spring"
"1912",2016-03-27,3.8,1.8,3.2,7.2,2.2,3,1,1,8.8,1,2,1,1,1,13.5,1.49,"Spring"
"1913",2016-03-28,0,0,0,0,0,12,11,11,0.8,6,9,6,11,11,13.85,1.51,"Spring"
"1914",2016-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,1.59,"Spring"
"1915",2016-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,1.42,"Spring"
"1916",2016-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,1.54,"Spring"
"1917",2016-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45,1.53,"Spring"
"1918",2016-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35,1.43,"Spring"
"1919",2016-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,1.39,"Spring"
"1920",2016-04-04,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19.8,1.36,"Spring"
"1921",2016-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.95,1.39,"Spring"
"1922",2016-04-06,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,19.95,1.34,"Spring"
"1923",2016-04-07,5.8,1,3.4,2.6,2.2,0,2,2,1.2,2,2,2,2,2,19.75,1.39,"Spring"
"1924",2016-04-08,1,1,1.2,0,1,5,15,15,3.2,7,5,7,15,15,16.4,1.56,"Spring"
"1925",2016-04-09,0,0,0.2,0,0,2,2,2,2.4,6,2,6,2,2,14.25,1.42,"Spring"
"1926",2016-04-10,0,0,0,0,0,0,1,1,0,0,1,0,1,1,15.7,1.23,"Spring"
"1927",2016-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,1.21,"Spring"
"1928",2016-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.34,"Spring"
"1929",2016-04-13,2.2,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0,18.6,1.21,"Spring"
"1930",2016-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,1.33,"Spring"
"1931",2016-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.25,1.18,"Spring"
"1932",2016-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.45,1.29,"Spring"
"1933",2016-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,1.18,"Spring"
"1934",2016-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.25,"Spring"
"1935",2016-04-19,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,17.85,1.23,"Spring"
"1936",2016-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.45,1.16,"Spring"
"1937",2016-04-21,0.4,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,18.8,1.28,"Spring"
"1938",2016-04-22,5.4,1.4,1.2,0.8,2,4,3,3,0.2,3,7,3,3,3,18.85,1.29,"Spring"
"1939",2016-04-23,10.6,9.2,11.6,14.4,10.2,19,16,16,34.6,29,19,29,16,16,15.05,1.49,"Spring"
"1940",2016-04-24,1.8,1,4,3.4,1,34,27,27,7,34,17,34,27,27,12.75,2.1,"Spring"
"1941",2016-04-25,0,0,0,1.2,0.2,4,4,3.8,0,3,5,3,4,2.8,12.4,2.08,"Spring"
"1942",2016-04-26,0,0.4,0.2,2,0,5,0,0,0,0,0,0,0,0,11.2,1.85,"Spring"
"1943",2016-04-27,0,0,0,0,0,9,0,0,0.6,0,0,0,0,0,14.4,1.58,"Spring"
"1944",2016-04-28,0,0,0,0,0,0,7,7,1.2,7,16,7,7,7,15.65,1.47,"Spring"
"1945",2016-04-29,19,13.2,15.6,20.2,17.6,0,0,0,0,0,0,0,0,0,15.85,1.53,"Spring"
"1946",2016-04-30,1.4,1,2.8,1,2,9,3,3,15.4,5,5,5,3,3,16.2,1.39,"Spring"
"1947",2016-05-01,0,0,7.6,6.6,0.4,20,29,29,6.2,27.1,22,27.1,29,29,14.9,1.44,"Spring"
"1948",2016-05-02,5,4.6,6.6,5.4,5,9,14,14,6.6,11,18,11,14,14,14.8,2.11,"Spring"
"1949",2016-05-03,0.8,0.2,1,0.6,0.4,10,2,2,11.8,8,8,8,2,2,16.8,2.54,"Spring"
"1950",2016-05-04,0,0,0.4,0,0.2,6,15.1,15.1,0,3,2,3,15.1,15.1,18,2.25,"Spring"
"1951",2016-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,1.92,"Spring"
