"","Date","Rainfall_S_Piero","Rainfall_Mangona","Rainfall_S_Agata","Rainfall_Cavallina","Rainfall_Le_Croci","Temperature_Le_Croci","Lake_Level","Flow_Rate","Spring","Summer","Autumn","Winter","snow.yes","snow.no","lag1","lag3","lag5","lag7","lag9","rain4"
"2850","2011-10-21",0,0,0,0,0,11.2,245.01,3.5,"0","0","0","0","0","1",17.6,0,0,0,0,0
"2851","2011-10-22",0,0,0,0,0,10.75,244.94,3.5,"0","0","0","0","0","1",0,0,0,0,0,0
"2852","2011-10-23",0,0,0,0,0,11.15,244.86,3.5,"0","0","0","0","0","1",0,17.6,0,0,0,0
"2853","2011-10-24",0.4,0.4,0.2,1.4,1.6,11.45,244.78,3,"0","0","0","0","0","0",0,0,0,0,0,0
"2854","2011-10-25",13.2,24.2,13.6,14.6,12.2,14.2,244.73,3,"0","0","0","0","0","0",0,0,17.6,0,0,12.2
"2855","2011-10-26",49,47.8,49.4,54.2,62.6,15.75,244.77,2.75,"0","0","0","0","0","0",12.2,0,0,0,0,62.6
"2856","2011-10-27",0.2,0,0.6,0.2,0.2,12.95,244.75,2,"0","0","0","0","0","0",62.6,0,0,17.6,0,0
"2857","2011-10-28",0.2,0,0,0,0.2,14.8,244.71,2,"0","0","0","0","0","0",0,12.2,0,0,0,0
"2858","2011-10-29",0.2,0,0,0.2,0,15.15,244.68,2,"0","0","0","0","0","1",0,62.6,0,0,17.6,0
"2859","2011-10-30",0.2,0,0,0,0,14.95,244.64,2,"0","0","0","0","0","1",0,0,12.2,0,0,0
"2860","2011-10-31",0,0,0,0,0,14,244.59,2,"0","0","0","0","0","1",0,0,62.6,0,0,0
"2861","2011-11-01",0.2,0,0,0,0,13.85,244.56,2,"0","0","0","0","0","1",0,0,0,12.2,0,0
"2862","2011-11-02",0,0,0,0,0,14.15,244.51,2,"0","0","0","0","0","1",0,0,0,62.6,1.6,0
"2863","2011-11-03",0.2,0,0,0,0,12.75,244.47,2,"0","0","0","0","0","1",0,0,0,0,12.2,0
"2864","2011-11-04",1.6,6.2,2.4,3.6,2.4,15.3,244.43,2,"0","0","0","0","0","0",0,0,0,0,62.6,0
"2865","2011-11-05",0,2.4,1.4,0,0,18.15,244.39,2,"0","0","0","0","0","1",0,0,0,0,0.2,0
"2866","2011-11-06",4.4,6.6,0.2,4.8,5.2,15.15,244.36,2,"0","0","0","0","0","0",0,0,0,0,0.2,5.2
"2867","2011-11-07",12,16.4,1,15,16.6,12.5,244.36,2,"0","0","0","0","0","0",5.2,0,0,0,0,16.6
"2868","2011-11-08",5.8,8.2,0.2,7,5,15.7,244.36,1.3,"0","0","0","0","0","0",16.6,0,0,0,0,0
"2869","2011-11-09",0,0,0,0,0,14.6,244.35,0.6,"0","0","0","0","0","1",0,5.2,0,0,0,0
"2870","2011-11-10",0.2,0,0,0,0,14.7,244.35,0.6,"0","0","0","0","0","1",0,16.6,0,0,0,0
"2871","2011-11-11",0,0,0,0,0,13.85,244.32,0.82,"0","0","0","0","0","1",0,0,5.2,0,0,0
"2872","2011-11-12",0,0,0,0,0,11.15,244.29,1.5,"0","0","0","0","0","1",0,0,16.6,0,0,0
"2873","2011-11-13",0,0,0,0,0,12.15,244.27,1.5,"0","0","0","0","0","1",0,0,0,5.2,2.4,0
"2874","2011-11-14",0.2,0,0,0,0,12.75,244.22,1.5,"0","0","0","0","0","1",0,0,0,16.6,0,0
"2875","2011-11-15",0,0,0,0,0,9.75,244.18,1.29,"0","0","0","0","0","1",0,0,0,0,5.2,0
"2876","2011-11-16",0.2,0,0,0,0,11.25,244.18,1,"0","0","0","0","0","1",0,0,0,0,16.6,0
"2877","2011-11-17",0,0,0,0,0,11.05,244.17,1,"0","0","0","0","0","1",0,0,0,0,5,0
"2878","2011-11-18",0.2,0,0,0,0,9,244.15,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2879","2011-11-19",0.2,0,0,0,0,8.1,244.13,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2880","2011-11-20",0.2,0,0,0.2,0,8.6,244.11,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2881","2011-11-21",0,0,0,0,0,10.3,244.09,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2882","2011-11-22",0,0,0,0,0,10.4,244.07,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2883","2011-11-23",0,0,0.4,0,0,12.7,244.05,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2884","2011-11-24",0,0,0,0,0,11.85,244.03,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2885","2011-11-25",0,0,0,0,0,12.4,244,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2886","2011-11-26",0,0,0,0,0,10.75,243.98,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2887","2011-11-27",0,0,0,0,0,10.55,243.96,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2888","2011-11-28",0,0,0,0,0,11.55,243.94,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2889","2011-11-29",0.2,0,0,0,0,11.4,243.92,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2890","2011-11-30",0,0,0,0,0,9.7,243.9,1,"0","0","0","0","0","1",0,0,0,0,0,0
"2891","2011-12-01",1.4,1.2,1,2.8,3.8,8.05,243.88,1,"0","0","0","0","0","0",0,0,0,0,0,0
"2892","2011-12-02",8.4,2.4,5.2,4.6,9.4,13,243.86,1,"0","0","0","0","0","0",0,0,0,0,0,9.4
"2893","2011-12-03",2,5,2.2,5.4,2.4,14.5,243.85,1,"0","0","0","0","0","0",9.4,0,0,0,0,0
"2894","2011-12-04",2.8,5.2,3.4,5,5.8,12.5,243.85,1,"0","0","0","0","0","0",0,0,0,0,0,5.8
"2895","2011-12-05",14,18.2,8.6,17.8,30.4,13.35,243.84,0.8,"0","0","0","0","0","0",5.8,9.4,0,0,0,30.4
"2896","2011-12-06",0,0,0,0,0,10.35,243.9,0.6,"0","0","0","0","0","1",30.4,0,0,0,0,0
"2897","2011-12-07",0.2,0,0,0,0,9.95,243.9,0.6,"0","0","0","0","0","1",0,5.8,9.4,0,0,0
"2898","2011-12-08",0,0,0,0,0,13.2,243.89,0.6,"0","0","0","0","0","1",0,30.4,0,0,0,0
"2899","2011-12-09",1,0.4,0.8,0.8,1.8,9.75,243.89,0.6,"0","0","0","0","0","0",0,0,5.8,9.4,0,0
"2900","2011-12-10",7.8,1.4,6.8,7.2,9.4,12.65,243.89,0.6,"0","0","0","0","0","0",0,0,30.4,0,3.8,9.4
"2901","2011-12-11",0.4,0,0,0,0.6,12.55,243.89,0.6,"0","0","0","0","0","0",9.4,0,0,5.8,9.4,0
"2902","2011-12-12",31,40.8,29.8,37.2,38,9.8,243.91,0.6,"0","0","0","0","0","0",0,0,0,30.4,2.4,38
"2903","2011-12-13",0.4,0,0.2,0.2,0.4,9,244.05,0.6,"0","0","0","0","0","0",38,9.4,0,0,5.8,0
"2904","2011-12-14",16.4,11.6,12,12,14,12.35,244.09,0.6,"0","0","0","0","0","0",0,0,0,0,30.4,14
"2905","2011-12-15",0.8,2,2,2.2,0.6,12.45,244.17,0.6,"0","0","0","0","0","0",14,38,9.4,0,0,0
"2906","2011-12-16",30.2,32.8,21.4,44.6,24.4,12.2,244.21,0.6,"0","0","0","0","0","0",0,0,0,0,0,24.4
"2907","2011-12-17",2,4,4.6,4.2,0.6,8.05,244.64,0.6,"0","0","0","0","0","0",24.4,14,38,9.4,0,0
"2908","2011-12-18",0.2,0,0,0,0,5,244.74,0.6,"0","0","0","0","0","1",0,0,0,0,1.8,0
"2909","2011-12-19",0,0,0,0,0,5.35,244.77,0.6,"0","0","0","0","0","1",0,24.4,14,38,9.4,0
"2910","2011-12-20",0,0,0,0,0,2.2,244.78,0.6,"0","0","0","0","0","1",0,0,0,0,0.6,0
"2911","2011-12-21",0,0,0,0,0,5.45,244.77,0.6,"0","0","0","0","0","1",0,0,24.4,14,38,0
"2912","2011-12-22",0,0,0,0,0,6.65,244.79,0.6,"0","0","0","0","0","1",0,0,0,0,0.4,0
"2913","2011-12-23",0.2,0,0,0,0,7.65,244.78,0.6,"0","0","0","0","0","1",0,0,0,24.4,14,0
"2914","2011-12-24",5.8,6,9,5.2,7,4.9,244.78,0.6,"0","0","0","0","0","0",0,0,0,0,0.6,7
"2915","2011-12-25",0,0,0,0,0,8.9,244.79,0.6,"0","0","0","0","0","1",7,0,0,0,24.4,0
"2916","2011-12-26",0,0,0,0,0,9.5,244.79,0.6,"0","0","0","0","0","1",0,0,0,0,0.6,0
"2917","2011-12-27",0,0,0,0,0,10.4,244.78,0.6,"0","0","0","0","0","1",0,7,0,0,0,0
"2918","2011-12-28",0,0,0,0,0,8,244.78,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2919","2011-12-29",0.2,0,0,0,0.2,7,244.78,0.6,"0","0","0","0","0","0",0,0,7,0,0,0
"2920","2011-12-30",0,0,0,0,0,6.3,244.77,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2921","2011-12-31",0,0,0,0,0,7.2,244.77,0.6,"0","0","0","0","0","1",0,0,0,7,0,0
"2922","2012-01-01",0,0,0,0,0,7.45,244.77,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2923","2012-01-02",12.6,12,13.6,13.4,13.4,9.25,244.75,0.6,"0","0","0","0","0","0",0,0,0,0,7,13.4
"2924","2012-01-03",3.8,1.2,5,3.8,4,8.5,244.8,0.6,"0","0","0","0","0","0",13.4,0,0,0,0,0
"2925","2012-01-04",2,3.6,2,2.6,3.6,7.3,244.82,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2926","2012-01-05",2.2,3.6,2,1.8,3.2,6.75,244.84,0.6,"0","0","0","0","0","0",0,13.4,0,0,0,0
"2927","2012-01-06",0,0,0,0,0,8.9,244.86,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2928","2012-01-07",0,0,0,0,0,8.25,244.86,0.6,"0","0","0","0","0","1",0,0,13.4,0,0.2,0
"2929","2012-01-08",0,0,0,0,0,7,244.87,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2930","2012-01-09",0.2,0,0,0,0,9.7,244.87,0.6,"0","0","0","0","0","1",0,0,0,13.4,0,0
"2931","2012-01-10",0,0,0,0,0,7.3,244.86,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2932","2012-01-11",0.2,0,0,0,0,7.75,244.86,0.6,"0","0","0","0","0","1",0,0,0,0,13.4,0
"2933","2012-01-12",0,0,0,0,0,6.35,244.86,0.6,"0","0","0","0","0","1",0,0,0,0,4,0
"2934","2012-01-13",0,0,0,0,0,10.9,244.86,0.6,"0","0","0","0","0","1",0,0,0,0,3.6,0
"2935","2012-01-14",0,0,0,0,0,8.2,244.86,0.6,"0","0","0","0","0","1",0,0,0,0,3.2,0
"2936","2012-01-15",0.2,0,0,0,0,5.25,244.86,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2937","2012-01-16",0,0,0,0,0,4.65,244.84,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2938","2012-01-17",0,0,0,0,0,3.9,244.83,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2939","2012-01-18",0,0,0,0,0,5.15,244.83,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2940","2012-01-19",0,0,0,0,0.4,6.05,244.83,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2941","2012-01-20",0.4,0,0.6,0.4,1,10.1,244.82,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2942","2012-01-21",0,0,0,0,0,8.8,244.81,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2943","2012-01-22",0,0,0,0,0,11.15,244.8,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2944","2012-01-23",0,0,0,0,0,11.4,244.79,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2945","2012-01-24",0,0,0,0,0,9.8,244.78,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2946","2012-01-25",0,0,0,0,0,6.5,244.78,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2947","2012-01-26",0,0,0,0,0,5.25,244.77,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2948","2012-01-27",0,0,0,0,0,7.15,244.75,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2949","2012-01-28",0,0,0,0,0,7.1,244.75,0.6,"0","0","0","0","0","1",0,0,0,0,0.4,0
"2950","2012-01-29",0.2,0,0,0,0,6.3,244.75,0.6,"0","0","0","0","0","1",0,0,0,0,1,0
"2951","2012-01-30",0,0,0,0,0,2.8,244.74,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2952","2012-01-31",0.2,0,0,0,0,1.4,244.73,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2953","2012-02-01",0.2,0,0,0,0,-0.85,244.72,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2954","2012-02-02",0.2,0,0,0,0,-0.85,244.71,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2955","2012-02-03",0,0,0,0,0,-2.85,244.7,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2956","2012-02-04",0,0,0,0,0,-3.8,244.7,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2957","2012-02-05",0,0,0,0,0,-0.85,244.69,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2958","2012-02-06",0,0,0,0,2.6,-1.6,244.68,0.6,"0","0","0","0","1","0",0,0,0,0,0,0
"2959","2012-02-07",0,0,0,0,0.4,0.5,244.67,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2960","2012-02-08",0,0,0,1,0.8,2.65,244.65,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2961","2012-02-09",0,0,0,0,5.2,5.1,244.65,0.6,"0","0","0","0","0","0",0,0,0,0,0,5.2
"2962","2012-02-10",0,0,0,0,0,0.95,244.64,0.6,"0","0","0","0","0","1",5.2,0,0,0,0,0
"2963","2012-02-11",0,0,0,0,0,-0.75,244.63,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2964","2012-02-12",0,0,0,0,0,-0.85,244.62,0.6,"0","0","0","0","0","0",0,5.2,0,0,0,0
"2965","2012-02-13",0,0,0,0,0,1.85,244.61,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2966","2012-02-14",0,0,0,0,0,3.95,244.59,0.6,"0","0","0","0","0","1",0,0,5.2,0,0,0
"2967","2012-02-15",0,0,0,0,0,2,244.57,0.6,"0","0","0","0","0","1",0,0,0,0,2.6,0
"2968","2012-02-16",0,0,0,0,0,9.05,244.57,0.6,"0","0","0","0","0","1",0,0,0,5.2,0.4,0
"2969","2012-02-17",0,0,0,0,0,7.55,244.57,0.6,"0","0","0","0","0","1",0,0,0,0,0.8,0
"2970","2012-02-18",0.8,0,1.6,1.8,3,8.8,244.57,0.6,"0","0","0","0","0","0",0,0,0,0,5.2,0
"2971","2012-02-19",6.6,6.2,6.4,6.6,10,8.5,244.56,0.6,"0","0","0","0","0","0",0,0,0,0,0,10
"2972","2012-02-20",3.2,3.2,5.2,6.4,4.2,6.1,244.61,0.6,"0","0","0","0","0","0",10,0,0,0,0,0
"2973","2012-02-21",0,0,0,0,0,6.7,244.64,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2974","2012-02-22",0,0,0,0,0,8.1,244.69,0.6,"0","0","0","0","0","1",0,10,0,0,0,0
"2975","2012-02-23",0,0,0,0,0,13.1,244.69,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2976","2012-02-24",0,0,0,0,0,12.45,244.69,0.6,"0","0","0","0","0","1",0,0,10,0,0,0
"2977","2012-02-25",0,0,0,0,0,9.85,244.7,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2978","2012-02-26",0.2,0,1.6,0,0,12.15,244.7,0.6,"0","0","0","0","0","1",0,0,0,10,0,0
"2979","2012-02-27",0,0,0,0,0,9.2,244.71,0.6,"0","0","0","0","0","1",0,0,0,0,3,0
"2980","2012-02-28",0,0,0,0,0,10.3,244.71,0.6,"0","0","0","0","0","1",0,0,0,0,10,0
"2981","2012-02-29",0,0,0,0,0,12.05,244.71,0.6,"0","0","0","0","0","1",0,0,0,0,4.2,0
"2982","2012-03-01",0.2,0,0,0,0.2,14.4,244.71,0.6,"0","0","0","0","0","0",0,0,0,0,0,0
"2983","2012-03-02",0,0,0,0,0,13.7,244.71,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2984","2012-03-03",0,0,0,0,0,12.25,244.71,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2985","2012-03-04",0,0,0,0,0,12.85,244.71,0.6,"0","0","0","0","0","1",0,0,0,0,0,0
"2986","2012-03-05",6.6,7.6,6.8,3,5.4,11.55,244.71,0.6,"0","0","0","0","0","0",0,0,0,0,0,5.4
"2987","2012-03-06",15,13.6,9,16,16,7.75,244.74,0.6,"0","0","0","0","0","0",5.4,0,0,0,0,16
"2988","2012-03-07",0,0,0,0,0,9.65,244.8,0.6,"0","0","0","0","0","1",16,0,0,0,0,0
"2989","2012-03-08",0,0,0,0,0,8.8,244.82,0.6,"0","0","0","0","0","1",0,5.4,0,0,0,0
"2990","2012-03-09",0,0,0,0,0,10.2,244.84,0.6,"0","0","0","0","0","1",0,16,0,0,0,0
"2991","2012-03-10",0,0,0,0,0,10.25,244.84,0.6,"0","0","0","0","0","1",0,0,5.4,0,0.2,0
"2992","2012-03-11",0,0,0,0,0,11.95,244.83,0.6,"0","0","0","0","0","1",0,0,16,0,0,0
"2993","2012-03-12",0,0,0,0,0,14,244.83,0.6,"0","0","0","0","0","1",0,0,0,5.4,0,0
"2994","2012-03-13",0,0,0,0,0,14.8,244.83,0.6,"0","0","0","0","0","1",0,0,0,16,0,0
"2995","2012-03-14",0,0,0,0,0,14.4,244.83,0.45,"0","0","0","0","0","1",0,0,0,0,5.4,0
"2996","2012-03-15",0,0,0,0,0,13.75,244.83,0.45,"0","0","0","0","0","1",0,0,0,0,16,0
"2997","2012-03-16",0,0,0,0,0,12.3,244.83,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"2998","2012-03-17",0,0,0,0,0,13.1,244.83,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"2999","2012-03-18",0.8,0.2,0.8,0,1.2,13.75,244.83,0.45,"0","0","0","0","0","0",0,0,0,0,0,0
"3000","2012-03-19",4.4,1.4,12.2,9.2,12.8,12.7,244.84,0.45,"0","0","0","0","0","0",0,0,0,0,0,12.8
"3001","2012-03-20",0,0,0,0,0,12.35,244.85,0.45,"0","0","0","0","0","1",12.8,0,0,0,0,0
"3002","2012-03-21",0,0,0,0,0,17.6,244.86,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"3003","2012-03-22",0,0,0,0,0,18.1,244.86,0.45,"0","0","0","0","0","1",0,12.8,0,0,0,0
"3004","2012-03-23",0,0,0,0,0,15.75,244.86,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"3005","2012-03-24",0,0,2,0.2,0.2,16.4,244.86,0.45,"0","0","0","0","0","0",0,0,12.8,0,0,0
"3006","2012-03-25",0,0,0,0,0,16.3,244.85,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"3007","2012-03-26",0,0,0,0,0,18.2,244.84,0.45,"0","0","0","0","0","1",0,0,0,12.8,0,0
"3008","2012-03-27",0,0,0,0,0,18.15,244.83,0.45,"0","0","0","0","0","1",0,0,0,0,1.2,0
"3009","2012-03-28",0,0,0,0,0,18,244.83,0.45,"0","0","0","0","0","1",0,0,0,0,12.8,0
"3010","2012-03-29",0,0,0,0,0,16.1,244.83,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"3011","2012-03-30",0,0,0,0,0,15.3,244.83,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"3012","2012-03-31",0,0,0,0,0,14.15,244.83,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"3013","2012-04-01",0,0,0,0,0,15.85,244.83,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"3014","2012-04-02",0.2,0,0,0,0,15.7,244.82,0.45,"0","0","0","0","0","1",0,0,0,0,0.2,0
"3015","2012-04-03",1.4,5.4,2.4,1.4,2,14.1,244.82,0.45,"0","0","0","0","0","0",0,0,0,0,0,0
"3016","2012-04-04",0.2,0,0,0,0,15.25,244.81,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"3017","2012-04-05",0,0,0,0,0,16.85,244.8,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"3018","2012-04-06",0,0,0,1,0,15.3,244.8,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"3019","2012-04-07",11,0.6,3,6.2,16.2,13.2,244.8,0.45,"0","0","0","0","0","0",0,0,0,0,0,16.2
"3020","2012-04-08",15.8,12.6,14,21.2,18.2,9.3,244.8,0.45,"0","0","0","0","0","0",16.2,0,0,0,0,18.2
"3021","2012-04-09",0,0,0,0,0,9.5,244.82,0.45,"0","0","0","0","0","1",18.2,0,0,0,0,0
"3022","2012-04-10",1.8,1,0.6,1.8,2.4,10.65,244.83,0.45,"0","0","0","0","0","0",0,16.2,0,0,0,0
"3023","2012-04-11",27.2,33.2,24.6,35.8,31.8,10.7,244.86,0.45,"0","0","0","0","0","0",0,18.2,0,0,0,31.8
"3024","2012-04-12",0,0,0.2,0.4,1.4,12.5,245.08,0.45,"0","0","0","0","0","0",31.8,0,16.2,0,2,0
"3025","2012-04-13",0.4,0,0.6,0.8,0.8,11.9,245.14,0.45,"0","0","0","0","0","0",0,0,18.2,0,0,0
"3026","2012-04-14",10.2,8.8,10,8.8,14.2,11.05,245.17,0.45,"0","0","0","0","0","0",0,31.8,0,16.2,0,14.2
"3027","2012-04-15",3,3,5.2,3,3.6,12.7,245.24,0.45,"0","0","0","0","0","0",14.2,0,0,18.2,0,0
"3028","2012-04-16",4.6,0.4,3,2,11.4,11.7,245.29,0.45,"0","0","0","0","0","0",0,0,31.8,0,16.2,11.4
"3029","2012-04-17",0,0,0.2,0,0,14.6,245.31,0.45,"0","0","0","0","0","1",11.4,14.2,0,0,18.2,0
"3030","2012-04-18",7.2,2.2,5.2,5.8,7.6,11.75,245.34,0.45,"0","0","0","0","0","0",0,0,0,31.8,0,7.6
"3031","2012-04-19",7.8,15,13.6,16,8.4,12,245.37,0.45,"0","0","0","0","0","0",7.6,11.4,14.2,0,2.4,8.4
"3032","2012-04-20",14.8,13.4,17.4,18.6,23.8,11.15,245.47,0.45,"0","0","0","0","0","0",8.4,0,0,0,31.8,23.8
"3033","2012-04-21",25,7,12.8,23,27,12.2,245.91,0.45,"0","0","0","0","0","0",23.8,7.6,11.4,14.2,1.4,27
"3034","2012-04-22",3.2,7.2,4,6,2.8,13.15,246.13,0.45,"0","0","0","0","0","0",27,8.4,0,0,0.8,0
"3035","2012-04-23",0,0.2,0,0,0,13.3,246.22,0.45,"0","0","0","0","0","1",0,23.8,7.6,11.4,14.2,0
"3036","2012-04-24",13.2,17.2,9,18.2,12.8,12.5,246.28,0.45,"0","0","0","0","0","0",0,27,8.4,0,3.6,12.8
"3037","2012-04-25",0.4,0.6,1.2,1.8,1.8,14.1,246.5,0.45,"0","0","0","0","0","0",12.8,0,23.8,7.6,11.4,0
"3038","2012-04-26",0,0,0,0,0,15.55,246.59,0.45,"0","0","0","0","0","1",0,0,27,8.4,0,0
"3039","2012-04-27",0,0,0,0,0,19.5,246.64,0.45,"0","0","0","0","0","1",0,12.8,0,23.8,7.6,0
"3040","2012-04-28",0,0,0,0,0,23.15,246.69,0.45,"0","0","0","0","0","1",0,0,0,27,8.4,0
"3041","2012-04-29",0,0,0.2,0,0.2,18.15,246.72,0.45,"0","0","0","0","0","0",0,0,12.8,0,23.8,0
"3042","2012-04-30",1.6,2,2.2,2,2,18.2,246.74,0.45,"0","0","0","0","0","0",0,0,0,0,27,0
"3043","2012-05-01",7,8.8,13,6,9.6,17.1,246.76,0.45,"0","0","0","0","0","0",0,0,0,12.8,2.8,9.6
"3044","2012-05-02",0,0,0,0,0.2,15.8,246.79,0.45,"0","0","0","0","0","0",9.6,0,0,0,0,0
"3045","2012-05-03",0,0,0,0,0,15.5,246.82,0.45,"0","0","0","0","0","1",0,0,0,0,12.8,0
"3046","2012-05-04",0,0,0,0,0,15.2,246.83,0.45,"0","0","0","0","0","1",0,9.6,0,0,1.8,0
"3047","2012-05-05",0,1.4,0,0.2,0.2,15.1,246.85,0.45,"0","0","0","0","0","0",0,0,0,0,0,0
"3048","2012-05-06",15,16,16.6,13,17,15.25,246.87,0.45,"0","0","0","0","0","0",0,0,9.6,0,0,17
"3049","2012-05-07",8.2,11.4,13.2,11.2,14.2,16.4,246.93,0.45,"0","0","0","0","0","0",17,0,0,0,0,14.2
"3050","2012-05-08",0,0,0,0,0,16.95,247.02,0.45,"0","0","0","0","0","1",14.2,0,0,9.6,0.2,0
"3051","2012-05-09",0,0,0,0,0,17.25,247.06,0.45,"0","0","0","0","0","1",0,17,0,0,2,0
"3052","2012-05-10",0,0,0,0,0,20.1,247.09,0.45,"0","0","0","0","0","1",0,14.2,0,0,9.6,0
"3053","2012-05-11",0,0,0,0,0,22.55,247.1,0.45,"0","0","0","0","0","1",0,0,17,0,0.2,0
"3054","2012-05-12",0,0,0,0,0,21.6,247.11,0.45,"0","0","0","0","0","1",0,0,14.2,0,0,0
"3055","2012-05-13",1.2,2.6,3.8,3.4,6,14.4,247.12,0.45,"0","0","0","0","0","0",0,0,0,17,0,6
"3056","2012-05-14",0,0,0,0,0,13.6,247.14,0.45,"0","0","0","0","0","1",6,0,0,14.2,0.2,0
"3057","2012-05-15",0,0,0,0,0,14.3,247.14,0.45,"0","0","0","0","0","1",0,0,0,0,17,0
"3058","2012-05-16",0.4,2.2,2.8,1.4,0.6,14.15,247.14,0.45,"0","0","0","0","0","0",0,6,0,0,14.2,0
"3059","2012-05-17",0,0,0,0,0,16.15,247.15,0.45,"0","0","0","0","0","1",0,0,0,0,0,0
"3060","2012-05-18",0,0,0,0,0,14.65,247.14,0.45,"0","0","0","0","0","1",0,0,6,0,0,0
"3061","2012-05-19",0.2,0.2,0.8,0.8,0.8,16.7,247.14,0.45,"0","0","0","0","0","0",0,0,0,0,0,0
"3062","2012-05-20",16.2,33,32.8,32.2,33.2,15.2,247.15,0.45,"0","0","0","0","0","0",0,0,0,6,0,33.2
"3063","2012-05-21",10,22.6,33.2,23.4,23.6,15.2,247.29,0.45,"0","0","0","0","0","0",33.2,0,0,0,0,23.6
"3064","2012-05-22",1,0.2,0,0.2,2.4,16.2,247.56,0.45,"0","0","0","0","0","0",23.6,0,0,0,6,0
"3065","2012-05-23",0,0.8,1.2,0.4,0.4,19.25,247.63,0.45,"0","0","0","0","0","0",0,33.2,0,0,0,0
"3066","2012-05-24",0,0,0.6,0,0,21.9,247.66,0.45,"0","0","0","0","0","1",0,23.6,0,0,0,0
"3067","2012-05-25",0,0,0.2,0.2,0,21.4,247.7,0.45,"0","0","0","0","0","1",0,0,33.2,0,0.6,0
"3068","2012-05-26",0,0,0.8,0,0,19.8,247.73,0.45,"0","0","0","0","0","1",0,0,23.6,0,0,0
"3069","2012-05-27",0,0,0,0,0,18.6,247.76,0.45,"0","0","0","0","0","1",0,0,0,33.2,0,0
"3070","2012-05-28",2.4,6.8,5.8,5.6,4.6,17.1,247.78,0.45,"0","0","0","0","0","0",0,0,0,23.6,0.8,0
"3071","2012-05-29",0,0,0,0,0,19.25,247.79,0.45,"0","0","0","0","0","1",0,0,0,0,33.2,0
"3072","2012-05-30",0,0.6,0,0,0,19.15,247.8,0.45,"0","0","0","0","0","1",0,0,0,0,23.6,0
