"","Date","Rainfall_Gallicano","Rainfall_Pontetetto","Rainfall_Monte_Serra","Rainfall_Orentano","Rainfall_Borgo_a_Mozzano","Rainfall_Piaggione","Rainfall_Calavorno","Rainfall_Croce_Arcana","Rainfall_Tereglio_Coreglia_Antelminelli","Rainfall_Fabbriche_di_Vallico","Temperature_Orentano","Temperature_Monte_Serra","Temperature_Ponte_a_Moriano","Temperature_Lucca_Orto_Botanico","Volume_POL","Volume_CC1","Volume_CC2","Volume_CSA","Volume_CSAL","Hydrometry_Monte_S_Quirico","Hydrometry_Piaggione","CoS","DIEC","LT2","PAG","SAL"
"3105",2014-07-02,0,0,0,0,0,0,0,0,0,0,21.6,17.75,21.9,22.6,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.14,-1.05,-7.56,-4.08,-12.51,NA,-5.85
"3106",2014-07-03,0,0,0,0,0,0,0,0,0,0,22.65,20.1,23.45,24.3,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.14,-1.05,-7.6,-4.1,-12.54,NA,-5.89
"3107",2014-07-04,0,0,0,0,0,0,0,0,0,0,25.15,20.3,25.4,25.8,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.14,-1.04,-7.66,-4.11,-12.5,NA,-5.92
"3108",2014-07-05,0,0,0.2,0,0,0.2,0,0,0,0.2,23.35,15.5,22.6,24.4,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.14,-1.05,-7.65,-4.12,-12.49,NA,-5.87
"3109",2014-07-06,0,0,0.2,0,0,0.2,0,0,0,0,23.05,18.1,22.75,24,-8748.0864,-15815.1744,-11246.6016,-5336.027419,-4218.337097,0.14,-1.02,-7.64,-4.13,-12.51,NA,-5.87
"3110",2014-07-07,0,0,4.6,0,0,0,0,0,6.6,0,23.05,18.2,23.65,24.5,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.16,-1.03,-7.66,-4.13,-12.51,NA,-5.86
"3111",2014-07-08,28.8,20.2,13.2,8.2,19.4,10.2,15.6,2.6,32.4,36.8,21.4,14.1,19.7,21.45,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.18,-1.03,-7.61,-4.1,-12.48,NA,-5.85
"3112",2014-07-09,35.4,0.2,30,1.4,26.6,0.6,29.6,4.2,7.8,14.2,18.6,11.9,17.95,18.5,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.24,-1,-7.52,-4.06,-12.46,NA,-5.81
"3113",2014-07-10,11,22.8,2,39.2,22.6,4.6,14.8,7.8,0,22,18.05,12.8,17.65,18.75,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.24,-1.01,-7.45,-4.05,-12.45,NA,-5.77
"3114",2014-07-11,0.2,1.6,0,0.4,6.8,0.8,17,0,3.2,1,19.7,15,19.7,20.2,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.19,-1.03,-7.38,-4.09,-12.46,NA,-5.76
"3115",2014-07-12,0.2,0,30,0,0,0.4,0,0,8,0,21.3,16.7,21.35,22.05,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.2,-1.02,-7.34,-4.11,-12.47,NA,-5.77
"3116",2014-07-13,10.8,42.6,0,9.8,14.8,8.4,6.8,34.6,7.2,14.4,21.5,15.2,20.6,21.65,-8748.0864,-15815.1744,-11246.6016,-5336.027419,-4218.337097,0.23,-1.01,-7.23,-4.12,-12.47,NA,-5.7
"3117",2014-07-14,15,38.4,26,17.4,18.4,6.8,15.8,5.8,21.6,20.8,20.7,14.6,19.75,20.6,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.36,-0.88,-7.1,-4.1,-12.47,NA,-5.55
"3118",2014-07-15,1,8,0,4,2.8,0,1.6,5.6,0.2,0.8,22,17.95,22.9,23.05,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.23,-1.02,-7.02,-4.08,-12.48,NA,-5.57
"3119",2014-07-16,0,0,0,0,0,0,0.2,0.2,0,0,24.15,20.1,24.85,24.85,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.19,-1.05,-7.01,-4.11,-12.48,NA,-5.54
"3120",2014-07-17,0,0,0,0,0,0,0,0,0,0,24.7,21.4,25.6,25.8,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.19,-1.04,-7,-4.12,-12.48,NA,-5.54
"3121",2014-07-18,0.6,1.8,0,0,0.4,0,0,0,1,0,24.95,21.65,25.1,26.15,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.17,-1.04,-7,-4.13,-12.47,NA,-5.55
"3122",2014-07-19,0,0,0,0,0,0,0,0,0,0,25.7,22.1,26.3,27.25,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.16,-1.06,-7.11,-4.13,-12.46,NA,-5.55
"3123",2014-07-20,0,0,0,0,0,0,0,0,0.6,0,24.25,20.55,25.8,25.15,-8748.0864,-15815.1744,-11246.6016,-5336.027419,-4218.337097,0.16,-1.05,-7.12,-4.14,-12.44,NA,-5.56
"3124",2014-07-21,23.4,33.4,60,21,33,2,29.2,16.8,36.4,15.4,19.7,14.15,19.65,20.25,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.3,-0.95,-6.98,-4.11,-12.4,NA,-5.53
"3125",2014-07-22,13.4,64.4,23,59.6,21,2.8,9.8,5.4,0.2,26.6,22.4,16.5,21.85,22.6,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.43,-0.91,-6.8,-4.08,-12.36,NA,-4.96
"3126",2014-07-23,0,0.8,2,0,0,0.2,0.2,0.2,0,0.2,24.2,19.35,24.25,24.65,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.21,-1.02,-6.65,-4.1,-12.37,NA,-5.39
"3127",2014-07-24,0,4,9,0,0.6,0.4,0,0.2,9.6,0.2,22.35,16.6,22.9,23.3,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.21,-1.02,-6.62,-4.1,-12.37,NA,-5.37
"3128",2014-07-25,6.8,8.2,0,5,14.8,0.2,9.2,5.6,0,9.2,23,17.45,22.8,23.6,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.18,-1.03,-6.5,-4.11,-12.38,NA,-5.37
"3129",2014-07-26,0,0.2,16,0,0,0.4,0,0.4,29,0.2,23.05,14.5,22.4,22.95,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.22,-0.98,-6.49,-4.09,-12.36,NA,-5.37
"3130",2014-07-27,19.2,7.8,2,0.6,36.2,6.6,41,6.6,0.4,35.6,22.95,17.35,23.35,24,-8748.0864,-15815.1744,-11246.6016,-5336.027419,-4218.337097,0.2,-1,-6.42,-4.07,-12.36,NA,-5.35
"3131",2014-07-28,0,0,0,0,0,0,0,0,3,0,23.4,18.65,23.15,24.05,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.18,-1.03,NA,-4.08,-12.35,NA,-5.38
"3132",2014-07-29,23.2,0,34,0,14.8,1.4,12,0,26,12.2,21,14,20.2,20.85,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.24,-1,NA,-4.08,-12.32,NA,-5.4
"3133",2014-07-30,47,47.2,23,78.4,49.4,2.2,45.6,0,23.6,62.2,20.35,14.1,19.95,20.8,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.5,-0.57,NA,-3.93,-12.28,NA,-5.34
"3134",2014-07-31,4,0,0,0,1.8,0.6,2.6,0,0,2.8,22.75,17.85,22.25,23.05,-9208.512,-16647.552,-11838.528,-5616.870968,-4440.354839,0.45,-0.91,NA,-3.9,-12.31,NA,-5.27
"3135",2014-08-01,0,0,0,0,0,0.2,0,0,0,0,22.8,19.2,23.05,24.25,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.33,-1.02,NA,-4,-12.31,NA,-5.25
"3136",2014-08-02,0,0,0,0,0,0,0,0,0,0,23.55,18.1,23.55,24.55,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.28,-1.05,NA,-4.04,-12.31,NA,-5.24
"3137",2014-08-03,0.6,0,0,0,1,0.2,1.6,0.2,2,2,23.2,17.85,22.95,23.85,-8525.6496,-16097.5296,-10632.6432,-4660.240323,-4159.590323,0.29,-1.05,NA,-4.06,-12.32,NA,-5.21
"3138",2014-08-04,1.8,0,0,0,2.4,0.8,1,0,0.2,0,23.5,18.1,23.05,24,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.22,-1.05,NA,-4.07,-12.32,NA,-5.24
"3139",2014-08-05,0,0,0,0,0,0,0,0,3.8,0,22.95,18.05,23.6,24.2,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.27,-1.05,NA,-4.08,-12.31,NA,-5.27
"3140",2014-08-06,7.6,0,0,0,3.4,1.4,0.8,0.2,0.2,14,23.1,18.9,24,24.35,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.24,-1.05,NA,-4.09,-12.3,NA,-5.31
"3141",2014-08-07,9.4,0,0,0,0,0,0,0,0,0,24.3,19.3,24.3,24.65,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.21,-1.06,NA,-4.09,-12.3,NA,-5.33
"3142",2014-08-08,0,0,0,0,0,0,0,2.2,0,0,24.25,19.7,24.75,24.75,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.21,-1.08,NA,-4.1,-12.3,NA,-5.36
"3143",2014-08-09,0,0,0,0,0,0,0,0,0,0,23.35,19.3,23.4,24.7,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.2,-1.07,NA,-4.11,-12.31,NA,-5.38
"3144",2014-08-10,0,0,0,0,0,0,0,0,0,0,24.9,20.05,25.5,25.7,-8525.6496,-16097.5296,-10632.6432,-4660.240323,-4159.590323,0.18,-1.07,NA,-4.11,-12.31,NA,-5.37
"3145",2014-08-11,0,0,0,0,0,0,0,0,0,0,24.2,19.5,24.25,24.8,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.19,-1.06,NA,-4.08,-12.3,NA,-5.4
"3146",2014-08-12,0,0,0,0,0,0.2,0.2,0,0,0,26.05,19.35,25.65,26.75,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.18,-1.05,NA,-4.05,-12.29,NA,-5.43
"3147",2014-08-13,0,0,0,0,0,0,0,1,21.4,0,25.15,16.8,23.3,25.95,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.2,-1.05,-6.22,-4.05,-12.26,NA,-5.44
"3148",2014-08-14,5,0.8,0,5.2,6.4,1.8,15.8,26.6,0,14.2,21.3,15.55,20.45,22.1,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.19,-1.05,-6.2,-4.05,-12.27,NA,-5.46
"3149",2014-08-15,3,2.6,0,0,2,0.4,0.2,0,0.4,4.2,20.3,14.25,20.15,21.05,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.18,-1.06,NA,-4.05,-12.29,NA,-5.47
"3150",2014-08-16,4.4,0,3,0,0,0.2,0.6,0.4,0,0.6,20.1,13.85,20.4,21.2,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.19,-1.06,NA,-4.05,-12.29,NA,-5.46
"3151",2014-08-17,0.2,0,0,4.8,3.4,1.8,0.2,6.4,0,2.2,19.95,15.6,20.1,20.65,-8525.6496,-16097.5296,-10632.6432,-4660.240323,-4159.590323,0.18,-1.07,-6.13,-4.07,-12.29,NA,-5.43
"3152",2014-08-18,0,0,0,0,0,0,0,0,0,0,18.85,15.25,19.35,20.05,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.17,-1.07,-6.13,-4.07,-12.28,NA,-5.47
"3153",2014-08-19,0,0,0,0,0,0,0,0,5.4,0,21.6,15.7,21.7,22.3,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.18,-1.06,-6.16,-4.08,-12.28,NA,-5.49
"3154",2014-08-20,13.8,0.4,0,0,56.2,2.4,29.2,2.4,4,48.2,22.9,16.65,22.7,23.7,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.21,-1.04,-6.21,-4.07,-12.27,NA,-5.51
"3155",2014-08-21,0,0,0,0,0,0,0.2,0,0,0.2,20.85,15.1,21.15,22.05,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.17,-1.05,-6.23,-4.08,-12.27,NA,-5.52
"3156",2014-08-22,0,0,0,0,0,0,0,0,0,0,19.45,15.3,19.65,20.5,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.17,-1.05,-6.25,-4.08,-12.27,NA,-5.54
"3157",2014-08-23,0.4,0.4,2,0.4,0.8,0.4,1,0.4,3.8,0.8,20.6,13.8,20.15,20.75,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.16,-1.04,NA,-4.09,-12.25,NA,-5.55
"3158",2014-08-24,2.8,0.4,0,1,0.8,0.8,3.2,2,0.2,3,20.45,15.05,20.8,21.35,-8525.6496,-16097.5296,-10632.6432,-4660.240323,-4159.590323,0.15,-1.05,NA,-4.09,-12.25,NA,-5.54
"3159",2014-08-25,0,0,0,0,0,0,0,0,0,0,20.15,14.6,20,20.65,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.14,-1.05,NA,-4.14,-12.26,NA,-5.61
"3160",2014-08-26,0.6,0.2,0,0,0.4,0.4,0,0,0.6,1,21.15,14.75,21.15,21.9,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.14,-1.05,NA,-4.18,-12.24,NA,-5.65
"3161",2014-08-27,13.6,0.2,0,0,18,0.6,11.4,3.2,14.4,10.4,22.45,16.75,22.3,23.05,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.17,-1.04,NA,-4.18,-12.22,NA,-5.63
"3162",2014-08-28,0,0,0,0,0.4,0,0.2,0.2,0.2,0,23.5,18.35,24.15,24.35,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.14,-1.06,NA,-4.2,-12.25,NA,-5.63
"3163",2014-08-29,0,0,0,0,0,0,0.4,0,0,2,23.35,18.55,24.15,24,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.14,-1.06,NA,-4.21,-12.26,NA,-5.65
"3164",2014-08-30,0,0,0,0,0,0,0,0,0,0,22.45,18.9,22.95,23.55,-8974.368,-16944.768,-11192.256,-4905.516129,-4378.516129,0.14,-1.06,NA,-4.22,-12.26,NA,-5.63
"3165",2014-08-31,0,0,0,0,0,0,0,0.4,0,0,23,17.65,22.4,22.95,-8525.6496,-16097.5296,-10632.6432,-4660.240323,-4159.590323,0.14,-1.06,NA,-4.23,-12.24,NA,-5.64
"3166",2014-09-01,10.2,33.8,28,26,0,15.2,13.6,12.4,7.2,40.4,19.9,14,19.7,20.6,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.19,-0.99,NA,-4.18,-12.21,NA,-5.63
"3167",2014-09-02,0,0,0,0,0,0,0,0.2,0,0,18.65,16,20.9,20.55,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.15,-1.06,NA,-4.2,-12.24,NA,-5.63
"3168",2014-09-03,0,0,0,0,0,0,0,2.8,0,0,17.8,15.1,18.6,19.2,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.14,-1.05,NA,-4.23,-12.25,NA,-5.64
"3169",2014-09-04,0,0,0,0,0,0,0,2,0,0,19.2,15.7,20.4,20.6,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.14,-1.06,NA,-4.24,-12.27,NA,-5.65
"3170",2014-09-05,0,0,0,0,0,0,0,16,0,0,21.95,16.65,21.85,22.6,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.14,-1.06,NA,-4.26,-12.27,NA,-5.66
"3171",2014-09-06,1.2,1.6,0,2.8,0,0,0,0.8,11.6,0.6,21.65,18.2,22.55,22.65,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.14,-1.05,NA,-4.26,-12.26,NA,-5.67
"3172",2014-09-07,1,0,0,0,0.2,1.6,33,0,10.8,11.8,22.05,17.65,22.05,22.6,-9320.184,-16191.9216,-11724.3072,-4112.613333,-4639.673333,0.16,-1.03,NA,-4.26,-12.29,NA,-5.66
"3173",2014-09-08,2,0,0,0,0,0.2,3.6,2.8,0,7.4,22.6,18.3,22.85,22.75,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.15,-1.04,NA,-4.27,-12.31,NA,-5.66
"3174",2014-09-09,0,0,0,0,0,0,0,0.4,0,0,22,18.3,22.7,23.25,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.15,-1.04,NA,-4.27,-12.31,NA,-5.67
"3175",2014-09-10,14.8,21,41,9,0.2,6.4,14,15.2,17.6,14,18.6,15.3,18.7,18.85,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.23,-0.97,NA,-4.25,-12.29,NA,-5.71
"3176",2014-09-11,9.6,21.2,20,50,0.2,0,13.4,12.4,13.6,7.2,20.7,15.6,21.45,20.55,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.21,-1,NA,-4.23,-12.26,NA,-5.64
"3177",2014-09-12,15.6,3,8,8.4,3.6,1.4,6,22.6,10.4,5.2,18.55,12.85,19.85,19.75,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.19,-1.03,NA,-4.25,-12.27,NA,-5.62
"3178",2014-09-13,0,0,0,0,0,0,0.2,0,0,0,18.5,14.2,18.9,19.45,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.19,-1.03,NA,-4.26,-12.31,NA,-5.62
"3179",2014-09-14,0,0,0,0,0,0,0,0,0.2,0,19.9,15.3,20.25,20.2,-9320.184,-16191.9216,-11724.3072,-4112.613333,-4639.673333,0.16,-1.05,NA,-4.28,-12.31,NA,-5.67
"3180",2014-09-15,0,0,0,0,0,0,0,4,0,0,18.9,15.3,19.6,19.5,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.15,-1.04,NA,-4.28,-12.31,NA,-5.71
"3181",2014-09-16,0,0,0,0,0,0,0,0,0,0,21.5,16.25,22.45,22.05,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.15,-1.05,NA,-4.29,-12.31,NA,-5.66
"3182",2014-09-17,0,0,0,0,0,0,0,1.2,0,0,20.05,15.5,21.4,20.95,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.15,-1.05,NA,-4.3,-12.31,-1.87,-5.65
"3183",2014-09-18,0,0,0,0,0,0,0,1.2,0,0,21,15.9,22.1,21.6,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.16,-1.05,NA,-4.31,-12.32,-1.83,-5.65
"3184",2014-09-19,0,0.4,31,0,0.8,1.8,0.2,0,24.2,0.2,20.7,15.8,20,20.35,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.21,-1.03,-7.09,-4.31,-12.33,-1.89,-5.64
"3185",2014-09-20,35.2,53.6,7,32.6,53.2,47.6,39,58.8,21.2,24,23.35,18.15,23.6,24,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.36,-0.76,-6.95,-4.21,-12.31,-1.35,-5.62
"3186",2014-09-21,0,0,0,0,0,0,0,0,0.2,0,21.75,16.55,21.7,22.45,-9320.184,-16191.9216,-11724.3072,-4112.613333,-4639.673333,0.29,-0.98,-6.85,-4.24,-12.31,-1.43,-5.57
"3187",2014-09-22,0.2,14.6,0,1.2,3.4,16.2,0,0,0,2.4,21.35,16.65,21.65,22.35,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.3,-0.7,-6.67,-4.2,-12.27,-1.44,-5.56
"3188",2014-09-23,0,0.2,0,0,0,0,0,0.2,0,0,16.9,13.65,18.1,18.05,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.2,-0.73,-6.68,-4.16,-12.32,-1.52,-5.56
"3189",2014-09-24,0,0,0,0,0,0,0,0,0,0,15.1,14.2,16.7,15.75,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.19,-0.75,-6.65,-4.18,-12.33,-1.58,-5.55
"3190",2014-09-25,0,2.2,2.2,3,0,0.2,0,0,0,0,17.9,14.2,18.95,19.1,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.18,-0.8,-6.62,-4.19,-12.32,-1.68,-5.53
"3191",2014-09-26,0,0,0,0,0,0,0,0,0,0,17.75,14.25,18.65,18,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.16,-0.93,-6.65,-4.25,-12.36,-1.58,-5.61
"3192",2014-09-27,0,0,0,0,0,0,0,0,0,0,18.9,17.25,20,19.05,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.19,-1.01,-6.73,-4.3,-12.38,-1.69,-5.58
"3193",2014-09-28,0,0,0,0,0,0,0,0,0,0,19.7,18.05,21.05,19.95,-9320.184,-16191.9216,-11724.3072,-4112.613333,-4639.673333,0.18,-1.02,-6.77,-4.33,-12.39,-1.69,-5.57
"3194",2014-09-29,0,0,0,0,0,0,0,0,0,0,18.5,16.75,20.25,19.55,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.17,-1.03,-6.8,-4.35,-12.4,-1.71,-5.55
"3195",2014-09-30,0,0,0,0,0,0,0,0,0.6,0,19.45,16.25,19.9,19.35,-9810.72,-17044.128,-12341.376,-4329.066667,-4883.866667,0.18,-1.03,-6.73,-4.36,-12.38,-1.77,-5.55
"3196",2014-10-01,6.8,16.6,25.6,10.8,7.2,8.6,9.8,5,12.4,13.6,20,15.1,19.6,19.55,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.2,-1.01,-6.67,-4.36,-12.36,-1.76,-5.56
"3197",2014-10-02,3.2,1.6,0,2.8,0.2,0.8,0.2,7.2,0,0.8,19.85,15.25,20.35,20.25,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.2,-1,-6.67,-4.36,-12.35,-1.75,-5.54
"3198",2014-10-03,0,0,0,0,0,0,0,0,0,0,18,15.4,19.3,18.75,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.19,-0.99,-6.68,-4.36,-12.33,-1.8,-5.57
"3199",2014-10-04,0,0,0,0,0,0,0,0,0,0,18,14.85,18.9,17.9,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.18,-0.99,-6.7,-4.37,-12.31,-1.77,-5.58
"3200",2014-10-05,0,0,0,0,0,0,0,0,0,0,17.85,14.4,18.35,17.45,-9208.5552,-16181.2512,-11273.688,-4850.76129,-4490.006452,0.18,-0.99,-6.8,-4.37,-12.29,-1.8,-5.55
"3201",2014-10-06,0,0,0,0,0,0,0,0,0,0,17.5,14.25,18.5,17.85,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.18,-0.92,-6.7,-4.35,-12.29,-1.76,-5.55
"3202",2014-10-07,0,0,0,0,0,0,0,0,1.4,0,16.6,14.4,17.4,16.8,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.14,-0.94,-6.68,-4.36,-12.31,-1.76,-5.57
"3203",2014-10-08,6.6,2.8,0,0,0,0,1.6,1.8,2.4,3.6,20.35,17,19.85,20,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.14,-0.94,-6.69,-4.33,-12.32,-1.9,-5.6
"3204",2014-10-09,0,1.2,0,0,0.6,2.4,1,3,0.8,0,21,17.2,21.4,21.4,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.16,-0.94,-6.75,-4.31,-12.31,-1.74,-5.62
"3205",2014-10-10,3.8,0,0,0.2,0.6,1,3.2,2.8,0.6,3.2,22.9,18.25,23.45,23.35,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.2,-0.95,-6.77,-4.34,-12.31,-1.93,-5.61
"3206",2014-10-11,0,0,27.8,0,0.2,0,0,1.4,42,0,21,15.4,20.2,20.6,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.21,-0.95,-6.8,-4.38,-12.31,-1.64,-5.65
"3207",2014-10-12,40.2,9.6,2.4,38.4,29.6,18.2,72.2,18.4,0.4,36.4,19.95,16.8,20.7,19.75,-9208.5552,-16181.2512,-11273.688,-4850.76129,-4490.006452,0.3,-0.95,-6.78,-4.38,-12.3,-1.09,-5.59
"3208",2014-10-13,0.2,0.2,44.8,15.4,0,0,0.2,1.4,24.2,0.2,20.95,15.4,20.15,21.35,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.26,-0.95,-6.62,-4.39,-12.27,-1.01,-5.57
"3209",2014-10-14,11.4,16,1.2,72.2,14.8,10.4,20.8,26.6,0,16.4,19.8,15.35,19.9,20.45,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.37,-0.95,-6.46,-4.4,-12.23,-1.15,-5.52
"3210",2014-10-15,7.2,1,11.2,33,8.2,10.6,15.4,24.6,15.6,9.2,20.45,16.45,21.05,20.65,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.31,-0.96,-6.31,-4.41,-12.21,-1,-5.51
"3211",2014-10-16,0.4,0.8,0,4,5.2,0.2,1.2,1.6,4,3.2,20.2,18.4,19.75,20.3,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.29,-0.97,-6.24,-4.42,-12.24,-1.02,-5.5
"3212",2014-10-17,33,17.8,1,3,45.2,34.6,36.8,8.4,21.8,47.8,21.05,13.7,20.85,21,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.46,-0.58,-6.18,-4.32,-12.25,-0.91,-5.52
"3213",2014-10-18,9.4,2.4,0,7,16.2,17.2,17.2,1,0.2,32.2,20.7,9.65,21.3,21.15,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.48,-0.75,-6.2,-4.22,-12.29,-0.99,-5.48
"3214",2014-10-19,0,0,0,0.2,0,0,0,0.2,0.2,0,19.9,17.95,20.4,20.1,-9208.5552,-16181.2512,-11273.688,-4850.76129,-4490.006452,0.34,-0.95,-6.21,-4.31,-12.3,-0.99,-5.45
"3215",2014-10-20,0,0,0,0.4,0,0,0,0.4,0,0.2,18.05,16.55,18.2,18.55,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.3,-0.96,-6.13,-4.34,-12.28,-0.98,-5.43
"3216",2014-10-21,0,14,9.4,12.6,0,1.6,0,0.2,5.8,0,20.2,18.1,19.05,19.75,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.28,-0.96,-6.03,-4.36,-12.2,-1.19,-5.43
"3217",2014-10-22,2.2,2.2,0,0.8,6.6,4.4,2.8,15,0.2,8,15.1,12.7,14.1,14.9,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.26,-0.99,-6.03,-4.36,-12.18,-1.27,-5.43
"3218",2014-10-23,0,0,0,0,0,0,0,0.2,0,0,12.25,12.15,12.95,13.4,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.26,-1,-6.03,-4.36,NA,-1.32,-5.47
"3219",2014-10-24,0,0,0,0,0,0,0,0,0,0,15.55,14.15,15.25,15.7,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.23,-1,-6.2,-4.39,NA,-1.58,-5.5
"3220",2014-10-25,0,0,0,0,0,0,0,0,0,0,12.85,11.75,14.25,13.55,-9693.216,-17032.896,-11867.04,-5106.064516,-4726.322581,0.24,-1,-6.33,-4.41,NA,-1.52,-5.5
