"","Date","Rainfall_Settefrati","Temperature_Settefrati","fl_rate.Ls","Year","Month","Day","Spring","Summer","Autumn","Winter","snow.yes","snow.no","Y_m","Semester","Quarters","Trimonthly","Fl_rate.Tri","Fl_rate.Quar","Fl_rate.Sem","lag1","lag3","lag5","lag7","lag9","rain4"
"825",2017-06-14,0,23.05,287.1723989,"2017","6","14","1","0","0","0","0","1",2017-06-14,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,0,0,0,0
"826",2017-06-15,0,23.45,287.7770801,"2017","6","15","1","0","0","0","0","1",2017-06-15,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,0,0,0,0
"827",2017-06-16,0,23.4,288.3820554,"2017","6","16","1","0","0","0","0","1",2017-06-16,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,0,0,0,0
"828",2017-06-17,19.6,22.05,289.0467915,"2017","6","17","1","0","0","0","0","1",2017-06-17,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,0,0,0,19.6
"829",2017-06-18,0,18.95,286.2061508,"2017","6","18","1","0","0","0","0","1",2017-06-18,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,19.6,0,0,0,0,0
"830",2017-06-19,0,19.6,289.3061664,"2017","6","19","1","0","0","0","0","1",2017-06-19,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,0,0,0,0
"831",2017-06-20,0,21.9,289.9236996,"2017","6","20","1","0","0","0","0","1",2017-06-20,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,19.6,0,0,0,0
"832",2017-06-21,0,22.4,290.5236353,"2017","6","21","0","1","0","0","0","1",2017-06-21,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,0,0,0,0
"833",2017-06-22,15.2,23.3,290.9879992,"2017","6","22","0","1","0","0","0","1",2017-06-22,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,19.6,0,0,15.2
"834",2017-06-23,0,23.1,291.287717,"2017","6","23","0","1","0","0","0","1",2017-06-23,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,15.2,0,0,0,0,0
"835",2017-06-24,0,23.2,291.6549225,"2017","6","24","0","1","0","0","0","1",2017-06-24,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,0,19.6,0,0
"836",2017-06-25,0,23.85,292.2848459,"2017","6","25","0","1","0","0","0","1",2017-06-25,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,15.2,0,0,0,0
"837",2017-06-26,1.6,23.6,292.9121432,"2017","6","26","0","1","0","0","0","1",2017-06-26,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,0,0,19.6,0
"838",2017-06-27,0,24.4,293.5574946,"2017","6","27","0","1","0","0","0","1",2017-06-27,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,15.2,0,0,0
"839",2017-06-28,0.6,23.1,292.9867285,"2017","6","28","0","1","0","0","0","1",2017-06-28,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,0,0,0,0
"840",2017-06-29,0.4,22.2,294.439253,"2017","6","29","0","1","0","0","0","1",2017-06-29,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,0,15.2,0,0
"841",2017-06-30,0,22.1,293.4865359,"2017","6","30","0","1","0","0","0","1",2017-06-30,2017.1,2017.2,"2017-07-01",288.248753162637,286.554254676801,289.49879179655,0,0,0,0,0,0
"842",2017-07-01,0.4,19.6,295.2287558,"2017","7","1","0","1","0","0","0","1",2017-07-01,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,15.2,0
"843",2017-07-02,11,19.1,294.3056068,"2017","7","2","0","1","0","0","0","1",2017-07-02,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,11
"844",2017-07-03,0,19.1,294.4049237,"2017","7","3","0","1","0","0","0","1",2017-07-03,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,11,0,0,0,0,0
"845",2017-07-04,0,21.85,295.6234193,"2017","7","4","0","1","0","0","0","1",2017-07-04,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"846",2017-07-05,0,24.3,295.7802416,"2017","7","5","0","1","0","0","0","1",2017-07-05,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,11,0,0,0,0
"847",2017-07-06,0,25.2,295.7118199,"2017","7","6","0","1","0","0","0","1",2017-07-06,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"848",2017-07-07,0,25.9,295.8198748,"2017","7","7","0","1","0","0","0","1",2017-07-07,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,11,0,0,0
"849",2017-07-08,0,25.85,294.5402742,"2017","7","8","0","1","0","0","0","1",2017-07-08,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"850",2017-07-09,0,26.2,294.6120884,"2017","7","9","0","1","0","0","0","1",2017-07-09,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,11,0,0
"851",2017-07-10,0,26.05,295.4342903,"2017","7","10","0","1","0","0","0","1",2017-07-10,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"852",2017-07-11,0,25.55,293.061802,"2017","7","11","0","1","0","0","0","1",2017-07-11,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,11,0
"853",2017-07-12,0,26,295.5889382,"2017","7","12","0","1","0","0","0","1",2017-07-12,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"854",2017-07-13,0,26,295.6714632,"2017","7","13","0","1","0","0","0","1",2017-07-13,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"855",2017-07-14,31,23.85,295.5815736,"2017","7","14","0","1","0","0","0","1",2017-07-14,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,31
"856",2017-07-15,24.4,21.65,295.654385,"2017","7","15","0","1","0","0","0","1",2017-07-15,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,31,0,0,0,0,24.4
"857",2017-07-16,0.2,19.35,294.8660635,"2017","7","16","0","1","0","0","0","1",2017-07-16,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,24.4,0,0,0,0,0
"858",2017-07-17,0,20.2,295.3509172,"2017","7","17","0","1","0","0","0","1",2017-07-17,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,31,0,0,0,0
"859",2017-07-18,0,21.55,295.5021917,"2017","7","18","0","1","0","0","0","1",2017-07-18,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,24.4,0,0,0,0
"860",2017-07-19,0,23.05,295.5510162,"2017","7","19","0","1","0","0","0","1",2017-07-19,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,31,0,0,0
"861",2017-07-20,0,23.4,295.4842514,"2017","7","20","0","1","0","0","0","1",2017-07-20,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,24.4,0,0,0
"862",2017-07-21,0,25.3,294.6025575,"2017","7","21","0","1","0","0","0","1",2017-07-21,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,31,0,0
"863",2017-07-22,0,24.9,282.3087938,"2017","7","22","0","1","0","0","0","1",2017-07-22,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,24.4,0,0
"864",2017-07-23,0,24.8,295.507095,"2017","7","23","0","1","0","0","0","1",2017-07-23,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,31,0
"865",2017-07-24,0,23.95,295.5224008,"2017","7","24","0","1","0","0","0","1",2017-07-24,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,24.4,0
"866",2017-07-25,6.6,20.25,295.4739713,"2017","7","25","0","1","0","0","0","1",2017-07-25,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,6.6
"867",2017-07-26,1.2,19.15,295.4049869,"2017","7","26","0","1","0","0","0","1",2017-07-26,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,6.6,0,0,0,0,0
"868",2017-07-27,0,19.95,295.4620642,"2017","7","27","0","1","0","0","0","1",2017-07-27,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"869",2017-07-28,0,21.65,295.6943411,"2017","7","28","0","1","0","0","0","1",2017-07-28,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,6.6,0,0,0,0
"870",2017-07-29,0,23,295.2042661,"2017","7","29","0","1","0","0","0","1",2017-07-29,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"871",2017-07-30,0,25.2,295.2317944,"2017","7","30","0","1","0","0","0","1",2017-07-30,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,6.6,0,0,0
"872",2017-07-31,0.2,27.65,295.2068845,"2017","7","31","0","1","0","0","0","1",2017-07-31,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"873",2017-08-01,0,29,295.1331078,"2017","8","1","0","1","0","0","0","1",2017-08-01,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,6.6,0,0
"874",2017-08-02,0,30.4,293.9302794,"2017","8","2","0","1","0","0","0","1",2017-08-02,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"875",2017-08-03,0,31.1,290.9154834,"2017","8","3","0","1","0","0","0","1",2017-08-03,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,6.6,0
"876",2017-08-04,0,30.9,283.0075508,"2017","8","4","0","1","0","0","0","1",2017-08-04,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"877",2017-08-05,0,30.2,279.5458599,"2017","8","5","0","1","0","0","0","1",2017-08-05,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"878",2017-08-06,0,28.05,279.8957451,"2017","8","6","0","1","0","0","0","1",2017-08-06,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"879",2017-08-07,0,29,279.7595772,"2017","8","7","0","1","0","0","0","1",2017-08-07,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"880",2017-08-08,0,28.45,277.8994841,"2017","8","8","0","1","0","0","0","1",2017-08-08,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"881",2017-08-09,0,28.95,277.0360834,"2017","8","9","0","1","0","0","0","1",2017-08-09,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"882",2017-08-10,0,29.15,274.3462127,"2017","8","10","0","1","0","0","0","1",2017-08-10,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"883",2017-08-11,0,21.55,267.7377837,"2017","8","11","0","1","0","0","0","1",2017-08-11,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"884",2017-08-12,13.8,18.3,264.2501785,"2017","8","12","0","1","0","0","0","1",2017-08-12,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,13.8
"885",2017-08-13,0,20.5,262.9659385,"2017","8","13","0","1","0","0","0","1",2017-08-13,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,13.8,0,0,0,0,0
"886",2017-08-14,0,22.3,258.2781131,"2017","8","14","0","1","0","0","0","1",2017-08-14,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,0,0,0,0,0
"887",2017-08-15,0,24.45,253.5163356,"2017","8","15","0","1","0","0","0","1",2017-08-15,2017.2,2017.3,"2017-07-01",288.248753162637,267.420773625,261.258716941304,0,13.8,0,0,0,0
"888",2017-08-16,0,25.5,250.2996651,"2017","8","16","0","1","0","0","0","1",2017-08-16,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"889",2017-08-17,0,26.45,243.9294081,"2017","8","17","0","1","0","0","0","1",2017-08-17,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,13.8,0,0,0
"890",2017-08-18,0,26.1,238.4788856,"2017","8","18","0","1","0","0","0","1",2017-08-18,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"891",2017-08-19,0,26.2,236.29466,"2017","8","19","0","1","0","0","0","1",2017-08-19,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,13.8,0,0
"892",2017-08-20,0,24.05,235.6796515,"2017","8","20","0","1","0","0","0","1",2017-08-20,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"893",2017-08-21,0,22.1,232.925275,"2017","8","21","0","1","0","0","0","1",2017-08-21,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,13.8,0
"894",2017-08-22,0,20.5,229.5237129,"2017","8","22","0","1","0","0","0","1",2017-08-22,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"895",2017-08-23,0,21.85,226.5963731,"2017","8","23","0","1","0","0","0","1",2017-08-23,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"896",2017-08-24,0,24.05,224.7165013,"2017","8","24","0","1","0","0","0","1",2017-08-24,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"897",2017-08-25,0,25.6,221.4396477,"2017","8","25","0","1","0","0","0","1",2017-08-25,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"898",2017-08-26,0,26.15,218.5505516,"2017","8","26","0","1","0","0","0","1",2017-08-26,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"899",2017-08-27,0,27.75,216.0797671,"2017","8","27","0","1","0","0","0","1",2017-08-27,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"900",2017-08-28,0,26.85,214.7309782,"2017","8","28","0","1","0","0","0","1",2017-08-28,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"901",2017-08-29,0,25.55,214.7884687,"2017","8","29","0","1","0","0","0","1",2017-08-29,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"902",2017-08-30,0,23.6,215.1568446,"2017","8","30","0","1","0","0","0","1",2017-08-30,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"903",2017-08-31,0,24.95,215.0094137,"2017","8","31","0","1","0","0","0","1",2017-08-31,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"904",2017-09-01,14.3,22.4,213.8891335,"2017","9","1","0","1","0","0","0","1",2017-09-01,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,14.3
"905",2017-09-02,1.6,17.4,213.1538985,"2017","9","2","0","1","0","0","0","1",2017-09-02,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,14.3,0,0,0,0,0
"906",2017-09-03,4.4,14.75,212.3904338,"2017","9","3","0","1","0","0","0","1",2017-09-03,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"907",2017-09-04,0,17.05,211.4447939,"2017","9","4","0","1","0","0","0","1",2017-09-04,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,14.3,0,0,0,0
"908",2017-09-05,0,18.9,210.179778,"2017","9","5","0","1","0","0","0","1",2017-09-05,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"909",2017-09-06,0,19.7,208.0344701,"2017","9","6","0","1","0","0","0","1",2017-09-06,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,14.3,0,0,0
"910",2017-09-07,0,19.05,205.6504871,"2017","9","7","0","1","0","0","0","1",2017-09-07,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"911",2017-09-08,0,18.9,204.5712843,"2017","9","8","0","1","0","0","0","1",2017-09-08,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,14.3,0,0
"912",2017-09-09,0,18.9,203.0262324,"2017","9","9","0","1","0","0","0","1",2017-09-09,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"913",2017-09-10,140.8,18.4,201.074759,"2017","9","10","0","1","0","0","0","1",2017-09-10,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,14.3,140.8
"914",2017-09-11,59,15.1,201.2940017,"2017","9","11","0","1","0","0","0","1",2017-09-11,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,140.8,0,0,0,0,59
"915",2017-09-12,0.4,17.4,226.2879877,"2017","9","12","0","1","0","0","0","1",2017-09-12,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,59,0,0,0,0,0
"916",2017-09-13,0,16.7,226.6333135,"2017","9","13","0","1","0","0","0","1",2017-09-13,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,140.8,0,0,0,0
"917",2017-09-14,0,16.3,277.0259161,"2017","9","14","0","1","0","0","0","1",2017-09-14,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,59,0,0,0,0
"918",2017-09-15,0,18.85,295.1912375,"2017","9","15","0","1","0","0","0","1",2017-09-15,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,140.8,0,0,0
"919",2017-09-16,18.5,18.6,295.3685273,"2017","9","16","0","1","0","0","0","1",2017-09-16,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,59,0,0,18.5
"920",2017-09-17,6.1,16.15,295.4254199,"2017","9","17","0","1","0","0","0","1",2017-09-17,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,18.5,0,0,140.8,0,6.1
"921",2017-09-18,0,14.7,295.3121914,"2017","9","18","0","1","0","0","0","1",2017-09-18,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,6.1,0,0,59,0,0
"922",2017-09-19,6.8,15.1,295.2307668,"2017","9","19","0","1","0","0","0","1",2017-09-19,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,18.5,0,0,140.8,6.8
"923",2017-09-20,0,12.3,294.7356512,"2017","9","20","0","1","0","0","0","1",2017-09-20,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,6.8,6.1,0,0,59,0
"924",2017-09-21,0,13.3,295.4362748,"2017","9","21","0","0","1","0","0","1",2017-09-21,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,18.5,0,0,0
"925",2017-09-22,0,14.75,295.4287785,"2017","9","22","0","0","1","0","0","1",2017-09-22,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,6.8,6.1,0,0,0
"926",2017-09-23,0,15.55,295.4936659,"2017","9","23","0","0","1","0","0","1",2017-09-23,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,18.5,0,0
"927",2017-09-24,0,15.1,295.6846599,"2017","9","24","0","0","1","0","0","1",2017-09-24,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,6.8,6.1,0,0
"928",2017-09-25,10.9,15.55,297.4706399,"2017","9","25","0","0","1","0","0","1",2017-09-25,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,18.5,10.9
"929",2017-09-26,0.2,14.7,300.1609827,"2017","9","26","0","0","1","0","0","1",2017-09-26,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,10.9,0,0,6.8,6.1,0
"930",2017-09-27,0,16.1,293.180223,"2017","9","27","0","0","1","0","0","1",2017-09-27,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"931",2017-09-28,0,16.25,283.4949026,"2017","9","28","0","0","1","0","0","1",2017-09-28,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,10.9,0,0,6.8,0
"932",2017-09-29,0,15.75,276.621375,"2017","9","29","0","0","1","0","0","1",2017-09-29,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,0,0,0,0
"933",2017-09-30,0,14.7,272.0087977,"2017","9","30","0","0","1","0","0","1",2017-09-30,2017.2,2017.3,"2017-10-01",233.226566163043,267.420773625,261.258716941304,0,0,10.9,0,0,0
"934",2017-10-01,0.4,15.3,268.876855,"2017","10","1","0","0","1","0","0","1",2017-10-01,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"935",2017-10-02,3.8,16.4,267.9028469,"2017","10","2","0","0","1","0","0","1",2017-10-02,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,10.9,0,0
"936",2017-10-03,0,15.75,260.1447579,"2017","10","3","0","0","1","0","0","1",2017-10-03,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"937",2017-10-04,0,17.65,253.2624411,"2017","10","4","0","0","1","0","0","1",2017-10-04,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,10.9,0
"938",2017-10-05,0,17.5,247.0525727,"2017","10","5","0","0","1","0","0","1",2017-10-05,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"939",2017-10-06,1.6,15.05,241.5658211,"2017","10","6","0","0","1","0","0","1",2017-10-06,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"940",2017-10-07,0.2,10.25,238.459451,"2017","10","7","0","0","1","0","0","1",2017-10-07,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"941",2017-10-08,0,10.8,238.1181244,"2017","10","8","0","0","1","0","0","1",2017-10-08,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"942",2017-10-09,0,13.15,236.1307907,"2017","10","9","0","0","1","0","0","1",2017-10-09,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"943",2017-10-10,8.6,15.45,233.2128962,"2017","10","10","0","0","1","0","0","1",2017-10-10,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,8.6
"944",2017-10-11,0,14.8,230.6181642,"2017","10","11","0","0","1","0","0","1",2017-10-11,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,8.6,0,0,0,0,0
"945",2017-10-12,0,15.45,222.6385603,"2017","10","12","0","0","1","0","0","1",2017-10-12,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"946",2017-10-13,0,15.5,221.109459,"2017","10","13","0","0","1","0","0","1",2017-10-13,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,8.6,0,0,0,0
"947",2017-10-14,0,16.9,217.321754,"2017","10","14","0","0","1","0","0","1",2017-10-14,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"948",2017-10-15,0,18.6,214.98615,"2017","10","15","0","0","1","0","0","1",2017-10-15,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,8.6,0,0,0
"949",2017-10-16,0,18.55,214.1284568,"2017","10","16","0","0","1","0","0","1",2017-10-16,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"950",2017-10-17,0,17.95,210.6439685,"2017","10","17","0","0","1","0","0","1",2017-10-17,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,8.6,0,0
"951",2017-10-18,0,16.55,207.3730029,"2017","10","18","0","0","1","0","0","1",2017-10-18,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"952",2017-10-19,0,15.25,206.952423,"2017","10","19","0","0","1","0","0","1",2017-10-19,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,8.6,0
"953",2017-10-20,0,15.6,206.6616075,"2017","10","20","0","0","1","0","0","1",2017-10-20,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"954",2017-10-21,0,15,206.0835421,"2017","10","21","0","0","1","0","0","1",2017-10-21,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"955",2017-10-22,8.6,13.05,205.046426,"2017","10","22","0","0","1","0","0","1",2017-10-22,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,8.6
"956",2017-10-23,0,9.5,203.7935019,"2017","10","23","0","0","1","0","0","1",2017-10-23,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,8.6,0,0,0,0,0
"957",2017-10-24,0.4,10.5,205.4080954,"2017","10","24","0","0","1","0","0","1",2017-10-24,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"958",2017-10-25,0,12.95,204.3229594,"2017","10","25","0","0","1","0","0","1",2017-10-25,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,8.6,0,0,0,0
"959",2017-10-26,0,13.85,202.3476804,"2017","10","26","0","0","1","0","0","1",2017-10-26,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
"960",2017-10-27,0,13.15,205.2315404,"2017","10","27","0","0","1","0","0","1",2017-10-27,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,8.6,0,0,0
"961",2017-10-28,0,11.8,205.4200869,"2017","10","28","0","0","1","0","0","1",2017-10-28,2017.2,2017.4,"2017-10-01",233.226566163043,255.096660257609,261.258716941304,0,0,0,0,0,0
